CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCLASS,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
2403600,60,44,1-60-2024-044-03,3,1,1,1,2,130,4,0,0,330,04RPEW01,R,P,E,W,01,0,0,0,0,26,58,6,3,8,5,-6,4863,998,2,9,0,1,"Begins 34cm forward of rear axle, extending forward","Begins 20cm forward of rear axle, extending forward",76 cm rearward of center,116,-59,116,-53,100,7,0,0,7,5,3,0,,,358.218119754571,8,9
2403415,81,79,1-81-2024-079-02,2,1,1,1,2,10,12,0,0,130,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,1,78,-77,-14,192029,998,-30,60,0,1,"Begins 70cm right of center point, extending left","Begins 70cm right of center point, extending left",57 cm left of center,140,0,160,0,140,59,59,48,50,46,23,0,,,19.0849903848337,8,9
2403055,54,81,1-54-2024-081-08,8,1,1,4,76,0,12,0,0,888,12F99999,F,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,323.988514422295,9,9
2400146,22,3,1-22-2024-003-06,6,2,1,1,1,310,10,1,0,165,10FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,12,-7,9,36081,998,192,13,0,1,"Begins 59cm left of center point, extending right","Begins 59cm left of center point, extending right",36 cm left of center,118,0,168,0,118,11,11,6,9,9,6,5,,,264.995949253924,12,9
2400257,82,8,1-82-2024-008-06,6,2,1,1,1,340,11,0,0,0,11FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,3,43,-41,15,107297,998,15,45,0,1,"Begins 28cm left of center point, extending left","Begins 77cm right of center point, extending left",41 cm left of center,153,0,153,-52,48,44,30,44,36,25,16,0,,,194.188153888718,1,9
2400262,79,10,1-79-2024-010-06,6,1,1,1,2,30,1,0,0,70,01FREE01,F,R,E,E,01,8,8,8,8,888,888,888,3,7,-6,-4,3691,998,-131,5,0,1,"Begins 12cm right of center point, extending left",Unknown,right corner narrow,999,999,999,999,25,999,999,999,999,999,999,999,,,146.574045627854,8,9
2400257,82,8,1-82-2024-008-06,6,1,1,1,2,90,3,0,0,70,03RFEW03,R,F,E,W,03,8,8,8,8,888,888,888,3,26,0,-26,173463,998,-211,25,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,194.188153888718,1,9
2403519,27,113,1-27-2024-113-03,3,2,1,1,1,340,11,0,0,205,11FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,3,45,-42,15,96143,998,62,35,0,1,"Begins 32cm right of center point, extending left","Begins 52cm left of center point, extending right",10 cm left of center,104,0,148,-4,72,37,4,37,35,24,14,4,,,15.5297407695143,3,9
2403519,27,113,1-27-2024-113-03,3,2,2,1,1,270,9,0,0,255,09LPEW02,L,P,E,W,02,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,"Begins 45cm forward of rear axle, extending forward",Unknown,85 CM FORWARD OF REAR AXLE,999,999,999,999,140,999,999,999,999,999,999,999,,,15.5297407695143,3,9
2403516,27,110,1-27-2024-110-08,8,1,4,3,51,350,12,0,0,888,12FZEW03,F,Z,E,W,03,8,8,8,8,888,888,888,10,999,999,999,9999999,999,69,35,3,1,"Begins 9cm right of center point, extending right","Begins 70cm left of center point, extending right",57 cm right of center,140,0,140,39,61,48,9,13,18,24,33,48,,,66.4515953857816,3,9
2403516,27,110,1-27-2024-110-08,8,1,5,2,31,998,0,0,0,888,00TDDO01,T,D,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,2,Not measured,Not Measured,Left C-Pillar,777,777,777,777,777,,,,,,,,6,2,66.4515953857816,3,9
2403451,33,60,1-33-2024-060-02,2,2,1,1,1,20,1,0,0,160,01FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,3,44,-41,-15,88459,998,-45,35,0,1,"Begins 6cm left of center point, extending right","Begins 47cm left of center point, extending right",13 cm left of center,93,0,142,23,59,38,0,16,38,30,20,14,,,23.2460633538017,12,9
2403482,60,42,1-60-2024-042-07,7,1,1,1,2,30,1,0,0,20,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,16,-14,-8,18723,998,-51,18,0,1,"Begins 12cm right of center point, extending right","Begins 58cm left of center point, extending right",6 cm left of center,116,0,140,48,72,9,0,2,8,9,6,7,,,1532.63624546784,8,9
2403482,60,42,1-60-2024-042-07,7,2,1,1,1,300,10,0,0,295,10LYEW02,L,Y,E,W,02,8,8,8,8,888,888,888,1,13,-7,11,7218,998,41,11,0,1,"Begins 64cm rear of front axle, extending forward","Begins 54cm rear of front axle, extending forward",184 cm forward of center,108,129,108,123,116,12,0,5,8,8,4,12,,,1532.63624546784,8,9
2403481,60,41,1-60-2024-041-04,4,3,2,1,1,10,12,0,0,245,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,1,"Begins 16cm right of center point, extending right","Begins 82cm left of center point, extending right",56cm right of CP,164,0,164,42,52,999,999,999,999,999,999,999,,,578.853294034117,8,9
2403235,31,65,1-31-2024-065-09,9,1,1,4,76,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,184.093844007108,6,9
2403424,10,54,1-10-2024-054-03,3,1,1,1,2,10,12,0,0,350,12FREE09,F,R,E,E,09,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,"Begins 50cm right of center point, extending right",Unknown,unkown,999,999,999,999,28,999,999,999,999,999,999,999,,,99.299901179009,4,9
2403424,10,54,1-10-2024-054-03,3,2,1,1,1,340,11,0,0,205,11F9E999,F,9,E,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,99.299901179009,4,9
2403495,48,112,1-48-2024-112-03,3,1,1,1,2,290,10,0,0,315,10LYEW03,L,Y,E,W,03,8,8,8,8,888,888,888,3,14,-5,13,24977,998,102,15,0,1,"Begins 257cm forward of rear axle, extending forward","Begins 226cm forward of rear axle, extending forward",209 cm forward of center,162,149,162,166,133,21,0,1,12,19,21,17,,,54.9604072040948,12,9
2403495,48,112,1-48-2024-112-03,3,2,1,1,1,0,12,0,0,70,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,3,11,-11,0,8359,998,-30,9,0,1,"Begins 85cm right of center point, extending left",Unknown,60 cm left of front center point,999,999,999,999,170,999,999,999,999,999,999,999,,,54.9604072040948,12,9
2403494,48,111,1-48-2024-111-06,6,1,1,3,61,998,0,0,0,888,00UFDW99,U,F,D,W,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,1,"Begins 89cm left of center point, extending right",Unknown,front center point under carraige,999,999,999,999,178,999,999,999,999,999,999,999,,,103.750953524294,12,9
2403265,26,95,1-26-2024-095-05,5,2,1,1,1,180,6,0,0,100,06BDAW06,B,D,A,W,06,8,8,8,8,888,888,888,3,28,28,0,35694,998,0,23,0,1,"Begins 83cm right of center point, extending left",Unknown,21 cm right of center,999,999,999,999,155,999,999,999,999,999,999,999,,,39.670972526611,10,9
2403472,25,88,1-25-2024-088-03,3,2,2,1,4,20,1,0,0,90,01F9EW02,F,9,E,W,02,8,8,8,8,888,888,888,3,20,-19,-7,43110,998,-76,21,0,1,Unknown,"Begins 51cm left of center point, extending right",8cm right of center,102,0,160,999,999,22,0,6,16,22,9,0,,,78.8459476035381,2,9
2403472,25,88,1-25-2024-088-03,3,2,3,1,4,10,12,0,0,105,12RPES01,R,P,E,S,01,0,0,0,0,18,999,0,8,999,999,999,9999999,999,999,999,6,8,"Begins 38cm rear of rear axle, extending forward",Unknown,42cm forward of rear axle,999,999,999,999,152,999,999,999,999,999,999,999,,,78.8459476035381,2,9
2402932,77,97,1-77-2024-097-05,5,2,1,1,1,350,12,0,0,30,12FLAE06,F,L,A,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"Begins 78cm left of center point, extending right",Unknown,Left Front Corner,999,999,999,999,14,999,999,999,999,999,999,999,,,90.6570748528622,9,9
2403001,60,34,1-60-2024-034-05,5,1,5,3,42,998,0,0,0,888,00TYDW06,T,Y,D,W,06,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,159.277487034842,8,9
2403265,26,95,1-26-2024-095-05,5,1,1,1,2,0,12,0,0,105,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,15,-15,0,46327,998,-39,19,0,1,"Begins 101cm left of center point, extending right","Begins 90cm left of center point, extending right",93 cm left of center,180,0,180,-39,125,19,19,6,13,18,3,4,,,39.670972526611,10,9
2403054,54,80,1-54-2024-080-05,5,1,1,1,2,340,11,0,0,130,11LZAW02,L,Z,A,W,02,0,0,1,0,24,52,34,1,37,-35,13,72862,998,-130,25,0,1,"Begins 78cm rear of rear axle, extending forward","Begins 78cm rear of rear axle, extending forward",100 cm rearward of center,178,-128,178,-137,160,39,24,25,28,39,18,0,,,144.976226836895,9,9
2403487,16,100,1-16-2024-100-03,3,2,1,1,1,20,1,0,0,55,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,14,2,1,"Begins 80cm right of center point, extending left","Begins 80cm left of center point, extending right",21 cm left of center,160,0,160,46,68,6,0,0,6,6,0,2,,,248.379297803423,5,9
2402963,69,57,1-69-2024-057-01,1,1,1,1,2,350,12,0,7,310,12FDAW08,F,D,A,W,08,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,8,1,"Begins 70cm right of center point, extending left",Unknown,Center of Vehicle extending the full width of the vehicle.,999,999,999,999,140,999,999,999,999,999,999,999,,,8.82408354436594,8,9
2403457,19,42,1-19-2024-042-05,5,2,1,1,1,40,1,0,0,130,01RDEW02,R,D,E,W,02,1,1,0,0,36,56,13,1,35,-27,-22,28463,998,68,17,0,1,"Begins 56cm forward of rear axle, extending forward","Begins 56cm forward of rear axle, extending forward",99 cm forward of center,337,38,337,24,310,16,0,1,5,16,8,0,,,67.1248665886169,9,9
2403105,32,109,1-32-2024-109-02,2,1,1,1,2,0,12,0,0,155,12FZEW99,F,Z,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,8.16907752895326,7,9
2403105,32,109,1-32-2024-109-02,2,1,2,1,2,90,3,0,0,160,03RBEW02,R,B,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,8.16907752895326,7,9
2402912,13,68,1-13-2024-068-02,2,2,1,1,1,190,6,0,0,20,06BDEW03,B,D,E,W,03,8,8,8,8,888,888,888,1,40,39,7,125725,998,-43,37,0,1,"Begins 60cm right of center point, extending left","Begins 60cm right of center point, extending left",7 cm right of center,120,0,170,0,120,46,4,21,33,46,28,1,,,18.738992513569,7,9
2403506,26,100,1-26-2024-100-04,4,1,1,1,2,0,12,0,0,355,12RYEW02,R,Y,E,W,02,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,1,"Begins 216cm forward of rear axle, extending forward","Begins 176cm forward of rear axle, extending forward",214 cm forward of center,183,116,183,137,145,5,0,0,0,0,0,5,,,4774.58117313973,10,9
2403506,26,100,1-26-2024-100-04,4,1,4,3,63,998,0,0,0,888,00LFWW03,L,F,W,W,03,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,no residual crush,999,999,999,999,999,999,999,999,999,999,999,999,,,4774.58117313973,10,9
2403266,26,96,1-26-2024-096-05,5,1,1,1,2,50,2,0,0,30,02RFEW99,R,F,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,19,2,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,39.670972526611,10,9
2403497,48,114,1-48-2024-114-09,9,1,3,3,61,0,12,0,0,888,12FDLW01,F,D,L,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,208.459494474778,12,9
2403003,26,86,1-26-2024-086-NM1,21,2,2,1,1,310,10,0,0,190,10LFEE08,L,F,E,E,08,8,8,8,8,888,888,888,3,5,-3,4,3596,998,87,6,0,1,"Begins 50cm forward of front axle, extending forward","Begins 15cm forward of front axle, extending forward",198 cm forward of center,46,178,46,197,14,28,0,0,3,3,8,28,,,25.7030205312635,10,9
2403518,27,112,1-27-2024-112-07,7,2,1,1,1,0,12,0,0,180,12FREE08,F,R,E,E,08,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,8,1,"Begins 64cm right of center point, extending right",Unknown,Front right bumper corner,999,999,999,999,10,999,999,999,999,999,999,999,,,354.886135920309,3,9
2403406,27,109,1-27-2024-109-03,3,2,2,1,1,330,11,0,0,100,11LBES01,L,B,E,S,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,"Begins 40cm rear of rear axle, extending rearward",Unknown,92 cm rear of left rear axle,999,999,999,999,52,999,999,999,999,999,999,999,,,21.3864561982913,3,9
2403377,27,108,1-27-2024-108-03,3,1,1,1,2,350,12,0,0,230,12FLEW01,F,L,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,2,1,"Begins 34cm left of center point, extending left","Begins 92cm right of center point, extending left",95 cm left of center,184,0,184,-63,58,11,11,4,1,0,0,0,,,32.3914110115022,3,9
2402850,11,78,1-11-2024-078-03,3,3,2,1,2,170,6,0,0,100,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,171.808727202705,8,9
2402786,59,86,1-59-2024-086-05,5,2,1,1,1,20,1,0,0,175,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,"Begins 75cm left of center point, extending right",Unknown,unknown,999,999,999,999,150,999,999,999,999,999,999,999,,,53.1907731759788,6,9
2400876,24,17,1-24-2024-017-03,3,1,2,3,51,998,0,0,0,888,00TPLW05,T,P,L,W,05,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,8,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,28.7833246640805,1,9
2402974,24,80,1-24-2024-080-05,5,2,1,1,1,280,9,0,0,325,09LYAW02,L,Y,A,W,02,1,1,0,0,999,999,999,3,15,-3,15,23925,998,-35,18,0,1,"Begins 73cm forward of rear axle, extending forward",Unknown,Unknown,999,999,999,999,156,999,999,999,999,999,999,999,,,24.2721053029394,1,9
2402852,11,80,1-11-2024-080-04,4,1,1,3,60,998,0,0,0,888,00RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,RR wheel area,999,999,999,999,999,999,999,999,999,999,999,999,,,630.031575937947,8,9
2403219,16,97,1-16-2024-097-03,3,2,2,3,63,0,12,0,0,888,12FREN03,F,R,E,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Right front wheel,999,999,999,999,999,999,999,999,999,999,999,999,,,372.754488424118,5,9
2403219,16,97,1-16-2024-097-03,3,2,3,3,43,0,12,0,0,888,12FREN01,F,R,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Not measured,999,999,999,999,999,999,999,999,999,999,999,999,,,372.754488424118,5,9
2403491,14,59,1-14-2024-059-04,4,1,1,3,42,350,12,0,0,888,12FLEE03,F,L,E,E,03,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,7,1,"Begins 80cm left of center point, extending right",Unknown,Unknown,999,999,999,999,30,999,999,999,999,999,999,999,,,894.026417553178,8,9
2403547,62,96,1-62-2024-096-02,2,1,1,3,51,0,12,0,0,888,12FLEE04,F,L,E,E,04,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,3,1,"Begins 65cm left of center point, extending left",Unknown,Unknown,999,999,999,999,13,999,999,999,999,999,999,999,,,27.4104501869369,7,9
2403060,13,70,1-13-2024-070-09,9,1,1,1,2,0,12,0,0,205,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,1,15,-15,0,9822,998,-22,13,0,1,"Begins 13cm right of center point, extending left","Begins 58cm right of center point, extending left",53 cm left of center,116,0,154,-22,70,2,2,0,0,0,0,0,,,8362.98940411762,7,9
2402864,16,85,1-16-2024-085-09,9,1,2,3,61,998,0,0,0,888,00LBWW01,L,B,W,W,01,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Left rear wheel,999,999,999,999,999,999,999,999,999,999,999,999,,,4161.34407721317,5,9
2403012,82,75,1-82-2024-075-02,2,1,1,1,2,70,2,0,0,160,02RYAW02,R,Y,A,W,02,8,8,8,8,888,888,888,3,8,-3,-7,6069,998,47,8,0,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,23.9814262485552,1,9
2403231,32,112,1-32-2024-112-04,4,3,2,1,1,10,12,0,0,125,12FREW01,F,R,E,W,01,8,8,8,8,888,888,888,3,22,-22,-4,23394,998,39,20,0,1,"Begins 54cm right of center point, extending right","Begins 77cm left of center point, extending right",56 cm right of center,155,0,155,75,42,24,11,3,1,10,3,24,,,1708.50129629089,7,9
2403347,24,93,1-24-2024-093-05,5,2,1,1,1,10,12,0,0,320,12FREE03,F,R,E,E,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,"Begins 46cm right of center point, extending right",Unknown,82 cm right of fcp,999,999,999,999,36,999,999,999,999,999,999,999,,,24.2721053029394,1,9
2402790,10,41,1-10-2024-041-03,3,2,1,1,1,10,12,0,0,230,12FRAE06,F,R,A,E,06,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,7,1,"Begins 54cm right of center point, extending right",Unknown,Unknown,999,999,999,999,28,999,999,999,999,999,999,999,,,286.990922966779,4,9
2402790,10,41,1-10-2024-041-03,3,2,3,3,51,0,12,0,0,888,12FLEN01,F,L,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 41cm left of center point, extending left",Unknown,Unknown,999,999,999,999,19,999,999,999,999,999,999,999,,,286.990922966779,4,9
2403426,67,16,1-67-2024-016-04,4,2,1,1,1,90,3,0,0,335,03RPEW01,R,P,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 243cm forward of rear axle, extending rearward",Unknown,Unknown,999,999,999,999,84,999,999,999,999,999,999,999,,,612.985375623985,7,9
2403426,67,16,1-67-2024-016-04,4,3,2,1,2,340,11,0,0,160,11FLEE04,F,L,E,E,04,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,2,1,"Begins 61cm left of center point, extending left",Unknown,76cm left of center point,999,999,999,999,15,999,999,999,999,999,999,999,,,612.985375623985,7,9
2403392,26,99,1-26-2024-099-06,6,2,1,1,1,300,10,0,0,340,10LZEW02,L,Z,E,W,02,0,0,0,0,30,58,4,3,9,-5,8,15291,998,-162,10,0,1,"Begins 145cm rear of front axle, extending rearward","Begins 145cm rear of front axle, extending rearward",214 cm rearward of center,210,-117,210,-117,210,10,10,9,6,7,5,0,,,1095.96937893317,10,9
2400764,12,15,1-12-2024-015-05,5,2,1,1,1,190,6,0,0,290,06BLEW01,B,L,E,W,01,8,8,8,8,888,888,888,4,30,30,5,8477,998,12,9,0,1,"Begins 46cm left of center point, extending left","Begins 90cm left of center point, extending right",93 cm left of center,180,0,180,-68,44,7,7,0,0,0,0,0,,,241.497853716308,9,9
2400882,60,11,1-60-2024-011-03,3,1,1,1,2,180,6,0,0,280,06BREN01,B,R,E,N,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,1,"Begins 24cm right of center point, extending right",Unknown,Unknown,999,999,999,999,32,999,999,999,999,999,999,999,,,329.229012511834,8,9
2400763,18,28,1-18-2024-028-03,3,1,2,2,31,998,0,0,0,888,00TYDO03,T,Y,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Not measured,Not Measured,Left Windshield Header,777,777,777,777,777,,,,,,,,3,6,37.4691262436427,6,9
2400180,59,8,1-59-2024-008-08,8,1,3,3,42,0,12,0,0,888,12FCEN02,F,C,E,N,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"Begins 14cm right of center point, extending left",Unknown,center point,999,999,999,999,28,999,999,999,999,999,999,999,,,157.411754942879,6,9
2400180,59,8,1-59-2024-008-08,8,1,1,3,60,998,0,0,0,888,00UDLW01,U,D,L,W,01,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,157.411754942879,6,9
2400850,18,34,1-18-2024-034-04,4,2,1,1,1,70,2,0,0,20,02RPEW02,R,P,E,W,02,0,1,0,0,28,46,12,3,13,-4,-12,13302,998,61,14,0,1,"Begins 73cm rear of front axle, extending rearward","Begins 64cm rear of front axle, extending rearward",53 cm rearward of center,159,-8,159,-7,138,16,2,10,16,4,3,1,,,102.380498112207,6,9
2400881,25,22,1-25-2024-022-06,6,1,3,3,42,10,12,0,0,888,12FREE02,F,R,E,E,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,8,"Begins 43cm right of center point, extending right",Unknown,60 cm deep to fender,999,999,999,999,27,999,999,999,999,999,999,999,,,166.243093495036,2,9
2403578,30,128,1-30-2024-128-03,3,2,1,1,1,340,11,0,0,280,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,39,-37,13,83578,998,57,28,0,1,"Begins 90cm left of center point, extending right","Begins 90cm left of center point, extending right",12 cm left of center,180,0,180,-29,122,34,14,16,34,27,1,6,,,205.548230199915,10,9
2403268,26,98,1-26-2024-098-06,6,1,5,3,63,0,12,0,0,888,12FRWN03,F,R,W,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,RIGHT FRONT TIRE,999,999,999,999,999,999,999,999,999,999,999,999,,,1247.35466560634,10,9
2403466,66,73,1-66-2024-073-10,10,1,1,1,2,0,12,0,7,235,12FDMW01,F,D,M,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,16,2,1,"Begins 72cm left of center point, extending right","Begins 54cm left of center point, extending right",46 cm left of center,108,0,144,0,144,19,8,8,0,0,0,0,,,2134.23953615003,6,9
2403465,66,72,1-66-2024-072-09,9,2,1,1,1,350,12,0,7,60,12FZAW09,F,Z,A,W,09,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,18,2,1,"Begins 20cm right of center point, extending right","Begins 42cm left of center point, extending right",10 cm right of center,84,0,152,48,56,20,3,8,10,11,12,10,,,120.817592914173,6,9
2403299,30,117,1-30-2024-117-09,9,2,1,1,1,340,11,0,0,10,11LZEW01,L,Z,E,W,01,8,8,8,8,888,888,888,3,5,-5,2,6149,998,-135,6,0,1,"Begins 182cm rear of front axle, extending rearward","Begins 182cm rear of front axle, extending rearward",126 cm rearward of center,276,-126,276,-114,252,2,0,0,0,2,0,0,,,1242.65584941796,10,9
2403569,57,86,1-57-2024-086-07,7,2,1,1,1,30,1,9,0,170,01RYEW99,R,Y,E,W,99,0,1,0,0,999,999,999,12,999,999,999,9999999,999,999,999,9,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1497.2275426539,1,9
2403103,32,107,1-32-2024-107-02,2,2,1,1,1,10,12,0,0,140,12FZEW03,F,Z,E,W,03,8,8,8,8,888,888,888,1,40,-40,-7,81336,998,20,36,0,1,"Begins 30cm right of center point, extending right","Begins 82cm left of center point, extending right",14 cm right of center,165,0,165,56,52,35,3,10,21,35,28,12,,,8.16907752895326,7,9
2403124,26,91,1-26-2024-091-03,3,2,1,1,1,310,10,0,0,245,10LYAW99,L,Y,A,W,99,9,9,9,9,999,999,999,3,27,-17,21,69267,998,-43,35,0,1,Unknown,Unknown,Unknown - Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,146.032571117139,10,9
2403124,26,91,1-26-2024-091-03,3,2,2,3,63,0,12,0,0,888,12FLWN03,F,L,W,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,Unknown Tire Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,146.032571117139,10,9
2403563,48,117,1-48-2024-117-06,6,1,1,4,76,10,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,-13,13,2,1,"Begins 16cm left of center point, extending right","Begins 75cm right of center point, extending left",77 cm right of center,150,0,150,29,91,2,1,1,0,1,2,2,,,86.4307074675267,12,9
2403561,48,115,1-48-2024-115-10,10,1,2,4,76,40,1,0,0,888,01RPEW01,R,P,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,152,4,1,1,"Begins 27cm forward of rear axle, extending forward","Begins 5cm forward of rear axle, extending forward",62 forward of right rear axle,123,-94,123,-103,60,3,0,0,3,2,0,0,,,2731.40480891654,12,9
2403285,81,73,1-81-2024-073-01,1,1,4,2,31,998,0,0,0,888,00LDAO03,L,D,A,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,Not measured,Not Measured,Unknown,777,777,777,777,777,,,,,,,,999,999,82.1455309731661,8,9
2403047,81,65,1-81-2024-065-05,5,1,1,1,2,20,1,0,0,130,01RYEW02,R,Y,E,W,02,0,0,0,0,999,999,999,3,10,-10,-4,19647,998,37,17,0,1,"Begins 230cm forward of rear axle, extending forward","Begins 230cm forward of rear axle, extending forward",226 cm forward of center,127,153,127,153,127,39,2,4,6,11,15,39,,,46.9373959605953,8,9
2403155,30,110,1-30-2024-110-06,6,1,1,1,2,0,12,0,7,290,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,36,3,1,"Begins 90cm left of center point, extending right","Begins 90cm left of center point, extending right",26 cm right of center,180,0,180,0,180,47,24,26,32,30,25,16,,,542.324515473092,10,9
2403264,28,97,1-28-2024-097-03,3,2,1,1,1,20,1,0,0,25,01FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,1,34,-32,-12,80690,998,-55,36,0,1,"Begins 72cm right of center point, extending left","Begins 72cm right of center point, extending left",33 cm right of center,144,0,144,0,144,42,0,0,18,31,42,34,,,28.3089754479373,3,9
