CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCLASS,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
2400272,23,5,1-23-2024-005-09,9,1,1,1,2,350,12,0,0,95,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,2575.71266666093,5,9
2400272,23,5,1-23-2024-005-09,9,1,3,3,48,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,2575.71266666093,5,9
2400519,21,10,1-21-2024-010-05,5,2,1,1,1,20,1,0,0,180,01FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,RF bumper corner,999,999,999,999,999,999,999,999,999,999,999,999,,,25.7030855752346,11,9
2400519,21,10,1-21-2024-010-05,5,2,2,1,1,90,3,0,0,100,03RPEW02,R,P,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unk cm forward of RR axle,999,999,999,999,999,999,999,999,999,999,999,999,,,25.7030855752346,11,9
2401121,12,21,1-12-2024-021-03,3,1,1,1,2,0,12,0,0,85,12FLAE07,F,L,A,E,07,8,8,8,8,888,888,888,4,35,-35,0,78381,998,-60,31,0,1,"Begins 40cm left of center point, extending left","Begins 55cm left of center point, extending right",58 cm left of center,110,0,160,-60,40,32,32,30,26,18,11,0,,,213.260129545021,9,9
2400233,69,6,1-69-2024-006-01,1,1,3,3,44,120,4,0,0,888,04RFEW01,R,F,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,9.75568259696968,8,9
2400512,15,16,1-15-2024-016-03,3,1,2,2,31,998,0,0,0,888,00TDDO01,T,D,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Right A-Pillar,777,777,777,777,777,,,,,,,,1,1,20.3353299094226,1,9
2400026,62,3,1-62-2024-003-08,8,1,2,3,62,0,12,0,0,888,12FYEN01,F,Y,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"Begins 22cm left of center point, extending left",Unknown,None,999,999,156,-35,26,999,999,999,999,999,999,999,,,20.8454543525906,7,9
2400047,32,1,1-32-2024-001-03,3,2,1,3,54,0,12,0,0,888,12RYES01,R,Y,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,320.638176083653,7,9
2401050,76,30,1-76-2024-030-10,10,1,5,3,50,0,12,0,0,888,12FCEN01,F,C,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 3cm left of center point, extending right",Unknown,Unknown,999,999,999,999,14,999,999,999,999,999,999,999,,,84.6789860292199,3,9
2401050,76,30,1-76-2024-030-10,10,1,1,4,88,0,12,0,0,888,12L99999,L,9,9,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,84.6789860292199,3,9
2401050,76,30,1-76-2024-030-10,10,1,3,3,51,0,12,0,0,888,12RYEW01,R,Y,E,W,01,8,8,8,8,888,888,888,1,4,-4,0,2158,998,93,4,0,1,"Begins 235cm forward of rear axle, extending forward","Begins 235cm forward of rear axle, extending forward",184 cm forward of center,94,144,94,153,112,3,0,0,0,1,0,3,,,84.6789860292199,3,9
2400790,69,13,1-69-2024-013-02,2,1,1,3,51,60,2,0,0,888,02FREE01,F,R,E,E,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,2,1,Unknown,Unknown,front right bumper corner,999,999,999,999,999,999,999,999,999,999,999,999,,,9.2899222432138,8,9
2401118,66,25,1-66-2024-025-09,9,1,1,1,2,330,11,1,7,70,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,25,3,1,"Begins 84cm left of center point, extending right","Begins 84cm left of center point, extending right",122 cm right of center,168,0,168,0,168,35,0,8,22,29,19,35,,,97.5596917228585,6,9
2401116,66,23,1-66-2024-023-07,7,2,1,1,1,180,6,0,7,80,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,22,2,1,"Begins 36cm right of center point, extending left","Begins 86cm right of center point, extending left",85 cm left of center,172,0,172,-26,124,28,28,22,8,2,0,7,,,161.444955065863,6,9
2401175,32,39,1-32-2024-039-05,5,2,2,3,54,0,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,"Begins 64cm left of center point, extending left",Unknown,N/A,999,999,999,999,37,999,999,999,999,999,999,999,,,29.2292884498511,7,9
2401175,32,39,1-32-2024-039-05,5,2,3,3,54,350,12,0,0,888,12LZES01,L,Z,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,8,"Begins 117cm forward of rear axle, extending rearward",Unknown,N/A,999,999,999,999,212,999,999,999,999,999,999,999,,,29.2292884498511,7,9
2401175,32,39,1-32-2024-039-05,5,2,1,1,1,180,6,0,0,60,06RFES01,R,F,E,S,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,8,"Begins 344cm forward of rear axle, extending forward",Unknown,N/A,999,999,999,999,88,999,999,999,999,999,999,999,,,29.2292884498511,7,9
2400931,22,26,1-22-2024-026-09,9,2,1,1,1,310,10,0,0,290,10LDEW02,L,D,E,W,02,1,1,1,0,33,84,6,3,7,-5,5,10328,998,12,10,0,1,"Begins 41cm forward of rear axle, extending forward","Begins 45cm forward of rear axle, extending forward",34 cm rearward of center,310,54,310,105,422,5,1,1,5,0,1,2,,,38.1287781911826,12,9
2400462,20,11,1-20-2024-011-05,5,1,1,3,63,0,12,0,0,888,12FRWN04,F,R,W,N,04,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 62cm right of center point, extending right",Unknown,RF Tire,999,999,145,72,20,999,999,999,999,999,999,999,,,19.9171728154044,11,9
2401114,13,29,1-13-2024-029-04,4,2,1,1,1,999,99,9,0,20,99999999,9,9,9,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,Unknown,Unknown,Front,999,999,999,999,999,999,999,999,999,999,999,999,,,1687.8283781712,7,9
2401066,26,24,1-26-2024-024-03,3,2,1,1,1,300,10,0,0,35,10LZEW02,L,Z,E,W,02,0,0,0,0,12,47,25,5,999,999,999,9999999,999,999,19,2,1,"Begins 53cm rear of rear axle, extending forward","Begins 53cm rear of rear axle, extending forward",125 cm rearward of center,192,-97,192,-108,171,25,7,19,25,17,7,0,,,142.578004216692,10,9
2400047,32,1,1-32-2024-001-03,3,3,3,1,2,20,1,0,0,200,01FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,3,25,-23,-9,45176,998,-36,26,0,1,"Begins 5cm left of center point, extending right","Begins 80cm left of center point, extending right",52 cm right of center,160,0,160,35,80,21,3,2,12,18,18,21,,,320.638176083653,7,9
2400031,48,3,1-48-2024-003-03,3,2,1,1,1,260,9,0,0,888,09LPEW01,L,P,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,"Begins 83cm forward of rear axle, extending forward",Unknown,72cm forward of left rear axle,999,999,999,-37,74,999,999,999,999,999,999,999,,,54.9604072040948,12,9
2400031,48,3,1-48-2024-003-03,3,2,2,3,54,10,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,28,-28,-5,72371,998,-32,28,0,1,"Begins 63cm left of center point, extending right","Begins 82cm right of center point, extending left",42 cm right of center,164,0,164,6,138,33,10,14,19,21,21,22,,,54.9604072040948,12,9
2400031,48,3,1-48-2024-003-03,3,2,3,3,54,70,2,0,0,888,02RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,"Begins 36cm rear of rear axle, extending rearward",Unknown,114cm rear of right rear axle,999,999,999,-239,78,999,999,999,999,999,999,999,,,54.9604072040948,12,9
2400446,62,13,1-62-2024-013-01,1,1,2,3,54,0,12,0,0,888,12L9ES01,L,9,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,59.5483306771287,7,9
2400446,62,13,1-62-2024-013-01,1,1,3,3,53,0,12,0,0,888,12F99999,F,9,9,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,3,1,Unknown,"Begins 62cm left of center point, extending right",81 cm left of center,124,0,180,999,999,17,17,9,7,4,2,0,,,59.5483306771287,7,9
2400023,82,2,1-82-2024-002-03,3,1,1,3,54,0,12,0,0,888,12FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,1,25,-25,0,72346,998,-31,25,0,1,"Begins 65cm left of center point, extending right","Begins 85cm right of center point, extending left",35 cm left of center,170,0,190,-31,68,28,17,16,28,17,6,0,,,28.1106156827631,1,9
2400049,60,2,1-60-2024-002-09,9,1,1,1,2,330,11,0,0,15,11LZEW02,L,Z,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,8,1,1,"Begins 18cm rear of rear axle, extending rearward","Begins 18cm rear of rear axle, extending rearward",234 cm rearward of center,78,-197,78,-197,78,20,20,9,16,10,6,3,,,461.937193690162,8,9
2400063,29,1,1-29-2024-001-04,4,2,1,1,1,90,3,0,0,345,03RZEW01,R,Z,E,W,01,0,0,0,0,35,67,5,3,8,0,-8,8639,998,138,7,0,1,"Begins 208cm rear of front axle, extending rearward","Begins 196cm rear of front axle, extending rearward",221 cm rearward of center,193,-139,193,-127,144,7,7,2,1,2,4,4,,,398.469602501026,2,9
2400064,79,3,1-79-2024-003-04,4,2,1,1,1,290,10,1,0,90,10FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,21,-7,20,41208,998,174,18,0,1,"Begins 36cm left of center point, extending right","Begins 35cm left of center point, extending right",73 cm right of center,69,0,157,-1,69,23,8,16,22,22,18,10,,,124.792601068346,8,9
2401210,77,43,1-77-2024-043-05,5,1,1,2,31,998,0,0,0,888,00TDDO02,T,D,D,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Left Roof,777,777,777,777,777,,,,,,,,2,6,90.6570748528622,9,9
2401318,28,35,1-28-2024-035-10,10,1,1,4,76,30,1,0,0,888,01FREE02,F,R,E,E,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,1,"Begins 66cm right of center point, extending right",Unknown,Right front bumper corner,999,999,999,999,10,999,999,999,999,999,999,999,,,80.5683609045318,3,9
2401266,19,22,1-19-2024-022-06,6,2,1,1,1,280,9,0,0,10,09LPEW02,L,P,E,W,02,1,1,0,0,25,56,24,3,13,-2,13,18434,998,44,16,0,1,"Begins 318cm forward of rear axle, extending rearward","Begins 182cm forward of rear axle, extending rearward",9 cm rearward of center,188,-52,188,91,174,15,0,5,15,14,8,0,,,291.019579336203,9,9
2400621,14,9,1-14-2024-009-04,4,1,1,1,2,280,9,0,0,295,09LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1430.40940723328,8,9
2400621,14,9,1-14-2024-009-04,4,1,2,1,2,260,9,0,0,0,09LPEW01,L,P,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1430.40940723328,8,9
2400621,14,9,1-14-2024-009-04,4,1,3,1,3,100,3,0,0,20,03RFEW01,R,F,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1430.40940723328,8,9
2401266,19,22,1-19-2024-022-06,6,1,1,1,2,20,1,0,0,90,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,12,-11,-4,7423,998,-75,9,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,291.019579336203,9,9
2400953,59,31,1-59-2024-031-01,1,1,1,3,52,998,0,0,0,888,00LYAW99,L,Y,A,W,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,53.4084683471652,6,9
2401209,77,42,1-77-2024-042-03,3,4,3,1,2,330,11,0,0,290,11LDAW02,L,D,A,W,02,0,1,0,0,28,64,12,4,15,-13,8,19059,998,-113,13,0,1,"Begins 32cm rear of front axle, extending rearward","Begins 88cm rear of front axle, extending rearward",42 cm rearward of center,225,-66,225,-52,309,13,2,6,7,13,5,0,,,159.92267008186,9,9
2401267,69,21,1-69-2024-021-01,1,1,1,1,2,350,12,0,0,355,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,1,56,-56,10,229853,998,34,57,0,1,"Begins 79cm right of center point, extending left","Begins 50cm right of center point, extending left",64 cm right of center,100,0,158,0,158,55,33,40,47,51,52,55,,,7.73450557740044,8,9
2401290,32,46,1-32-2024-046-05,5,1,1,3,54,20,1,1,0,888,01FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"Begins 60cm right of center point, extending left",Unknown,N/A,999,999,154,0,120,999,999,999,999,999,999,999,,,19.3075499927048,7,9
2401223,54,32,1-54-2024-032-02,2,3,2,1,2,340,11,0,0,225,11LYEW01,L,Y,E,W,01,8,8,8,8,888,888,888,3,8,-7,3,7828,998,-37,9,0,1,"Begins 255cm forward of rear axle, extending forward","Begins 255cm forward of rear axle, extending forward",181 cm forward of center,116,171,116,171,116,8,0,3,7,8,6,0,,,135.524498741715,9,9
2400840,62,23,1-62-2024-023-02,2,2,1,1,1,70,2,0,0,110,02RYEW02,R,Y,E,W,02,8,8,8,8,888,888,888,1,19,-7,-18,6708,998,-73,9,0,1,"Begins 185cm forward of rear axle, extending forward","Begins 223cm forward of rear axle, extending forward",174 cm forward of center,95,135,95,132,166,11,5,2,0,3,11,10,,,27.4104501869369,7,9
2401224,81,25,1-81-2024-025-05,5,1,1,1,2,0,12,0,0,250,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,31,-31,0,49814,998,8,27,0,1,"Begins 55cm left of center point, extending right","Begins 55cm left of center point, extending right",4 cm right of center,110,0,145,8,127,31,0,3,20,31,14,1,,,62.3562447625643,8,9
2401224,81,25,1-81-2024-025-05,5,2,1,1,1,180,6,0,0,250,06BDEW05,B,D,E,W,05,8,8,8,8,888,888,888,1,35,35,0,90412,998,13,39,0,1,"Begins 80cm left of center point, extending right","Begins 42cm left of center point, extending right",4 cm right of center,84,0,160,-13,133,48,17,31,43,48,20,0,,,62.3562447625643,8,9
2401224,81,25,1-81-2024-025-05,5,2,2,1,3,0,12,0,0,250,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,18,-18,0,20524,998,0,18,0,2,"Begins 53cm left of center point, extending right",Unknown,unknown,999,999,999,999,106,999,999,999,999,999,999,999,,,62.3562447625643,8,9
2401277,11,29,1-11-2024-029-02,2,2,1,1,1,330,11,0,0,195,11LYEW02,L,Y,E,W,02,1,0,0,0,999,999,5,3,15,-13,8,19724,998,-38,17,0,1,"Begins 134cm forward of rear axle, extending forward","Begins 124cm forward of rear axle, extending forward",212 cm forward of center,238,104,238,107,224,21,0,0,8,9,7,21,,,30.7614595081659,8,9
2401008,17,32,1-17-2024-032-04,4,1,1,1,2,50,2,0,0,5,02RYEW01,R,Y,E,W,01,8,8,8,8,888,888,888,1,9,-6,-7,3617,998,-32,7,0,1,"Begins 206cm forward of rear axle, extending forward","Begins 196cm forward of rear axle, extending forward",84 cm forward of center,150,126,150,131,140,2,1,2,1,0,0,0,,,131.910982492372,4,9
2400770,17,24,1-17-2024-024-09,9,2,1,1,1,180,6,0,7,270,06BDEW04,B,D,E,W,04,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,27,3,1,"Begins 80cm left of center point, extending right","Begins 80cm left of center point, extending right",18 cm left of center,160,0,172,0,160,40,16,20,20,18,18,16,,,311.398354328333,4,9
2401260,17,41,1-17-2024-041-07,7,1,1,1,2,30,1,0,0,85,01FREE03,F,R,E,E,03,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,1,"Begins 58cm right of center point, extending right",Unknown,right front bumper corner,999,999,999,999,9,999,999,999,999,999,999,999,,,243.718011272748,4,9
2401299,22,38,1-22-2024-038-03,3,1,1,2,31,998,0,0,0,888,00RDAO02,R,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Right A-Pillar,777,777,777,777,777,,,,,,,,1,2,26.576495712423,12,9
2401298,22,37,1-22-2024-037-06,6,1,1,1,2,10,12,1,1,265,12FYEN02,F,Y,E,N,02,8,8,8,8,888,888,888,1,32,-32,-6,54085,998,-70,27,0,1,"Begins 23cm left of center point, extending left","Begins 57cm right of center point, extending left",67 cm left of center,114,0,148,-39,32,40,30,24,16,5,3,4,,,88.2065738868729,12,9
2401294,27,40,1-27-2024-040-04,4,1,3,2,31,998,0,0,0,888,00TDDO01,T,D,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Left A-Pillar,777,777,777,777,777,,,,,,,,0,0,94.2504458585864,3,9
2401294,27,40,1-27-2024-040-04,4,1,4,3,68,998,0,0,0,888,00TFLN02,T,F,L,N,02,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,2,"Begins 15cm forward of front axle, extending forward",Unknown,FRONT LEFT QUARTER PANEL,999,999,999,999,10,999,999,999,999,999,999,999,,,94.2504458585864,3,9
2401294,27,40,1-27-2024-040-04,4,1,5,3,68,998,0,0,0,888,00TFLN01,T,F,L,N,01,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,"Begins 51cm rear of front axle, extending rearward",Unknown,FRONT LEFT QUARTEER PANEL,999,999,999,999,9,999,999,999,999,999,999,999,,,94.2504458585864,3,9
2400584,79,17,1-79-2024-017-03,3,1,6,3,48,340,11,0,0,888,11LBE999,L,B,E,9,99,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,7,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,135.026101730896,8,9
2400584,79,17,1-79-2024-017-03,3,1,7,3,48,260,9,0,0,888,09LDEW03,L,D,E,W,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,135.026101730896,8,9
2400584,79,17,1-79-2024-017-03,3,1,9,3,42,999,99,0,0,888,99999999,9,9,9,9,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,135.026101730896,8,9
2400584,79,17,1-79-2024-017-03,3,1,10,3,42,999,99,0,0,888,99999999,9,9,9,9,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,135.026101730896,8,9
2400584,79,17,1-79-2024-017-03,3,2,3,2,31,998,0,0,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,8,Not measured,Not Measured,Right C-Pillar,777,777,777,777,777,,,,,,,,999,999,135.026101730896,8,9
2400584,79,17,1-79-2024-017-03,3,2,5,3,42,998,0,0,0,888,00RYA902,R,Y,A,9,02,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,135.026101730896,8,9
2401273,60,14,1-60-2024-014-03,3,1,1,1,2,350,12,0,0,130,12FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,1,15,-15,3,41872,998,68,24,0,1,"Begins 12cm left of center point, extending right","Begins 63cm left of center point, extending right",68 cm right of center,126,0,160,34,92,28,5,7,9,12,14,28,,,623.203929289304,8,9
2401272,24,29,1-24-2024-029-04,4,2,1,1,1,20,1,0,0,175,01FREW01,F,R,E,W,01,8,8,8,8,888,888,888,1,11,-10,-4,10779,998,-17,14,0,1,"Begins 25cm right of center point, extending right","Begins 70cm right of center point, extending left",59 cm right of center,140,0,140,47,45,12,0,0,0,0,1,12,,,300.011267961684,1,9
2400718,79,20,1-79-2024-020-03,3,1,1,1,2,10,12,0,0,888,12FLEE01,F,L,E,E,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,104.756877618907,8,9
2400496,76,11,1-76-2024-011-03,3,1,1,1,2,20,1,0,0,280,01FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,40,-38,-14,94165,998,-67,38,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,71.5495535595937,3,9
2401272,24,29,1-24-2024-029-04,4,1,1,1,2,80,3,0,0,295,03RBEW02,R,B,E,W,02,8,8,8,8,888,888,888,1,7,-1,-7,9426,998,261,6,0,1,"Begins 366cm rear of front axle, extending rearward","Begins 320cm rear of front axle, extending rearward",234 cm rearward of center,107,-200,107,-223,61,16,7,16,11,4,4,2,,,300.011267961684,1,9
2401238,48,45,1-48-2024-045-02,2,1,2,2,31,998,0,0,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Not measured,Not Measured,Right Back Light Header,777,777,777,777,777,,,,,,,,999,999,74.210049573419,12,9
2400784,26,15,1-26-2024-015-05,5,2,1,1,1,180,6,0,0,75,06BZEW05,B,Z,E,W,05,8,8,8,8,888,888,888,3,44,44,0,139758,998,-35,48,0,1,Unknown,Unknown,UNKNOWN - NOT MEASURED,999,999,999,999,999,999,999,999,999,999,999,999,,,37.7123897005153,10,9
2401209,77,42,1-77-2024-042-03,3,2,1,1,1,180,6,0,0,105,06BZEW01,B,Z,E,W,01,8,8,8,8,888,888,888,3,18,18,0,21855,998,-36,18,0,1,"Begins 8cm left of center point, extending right","Begins 75cm right of center point, extending left",47 cm right of center,150,0,160,36,88,16,0,4,6,10,16,12,,,159.92267008186,9,9
2401209,77,42,1-77-2024-042-03,3,2,2,1,3,0,12,0,0,105,12FREE99,F,R,E,E,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 66cm right of center point, extending right",Unknown,RIGHT FRONT BUMPER CORNER,999,999,999,999,14,999,999,999,999,999,999,999,,,159.92267008186,9,9
2401233,62,32,1-62-2024-032-01,1,2,1,1,1,350,12,0,0,350,12FZEW99,F,Z,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,188.971843846857,7,9
2401228,73,39,1-73-2024-039-03,3,2,1,1,1,350,12,0,0,335,12FYEW03,F,Y,E,W,03,8,8,8,8,888,888,888,1,47,-47,8,259013,998,4,55,0,1,"Begins 9cm right of center point, extending left","Begins 83cm right of center point, extending left",27 cm left of center,166,0,186,-31,80,57,47,57,54,41,16,0,,,23.5881329232141,3,9
2400844,73,27,1-73-2024-027-06,6,1,1,4,76,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,37.0946854309253,3,9
2401233,62,32,1-62-2024-032-01,1,3,2,1,1,0,12,0,0,355,12FREW99,F,R,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,188.971843846857,7,9
2401317,28,34,1-28-2024-034-09,9,1,1,4,76,0,12,0,0,888,12FREE06,F,R,E,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"Begins 66cm right of center point, extending left",Unknown,84 cm/ right front bumper corner,999,999,999,999,28,999,999,999,999,999,999,999,,,34.7771381559099,3,9
2401238,48,45,1-48-2024-045-02,2,1,3,3,48,998,0,0,0,888,00LDAW02,L,D,A,W,02,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Left front fender,999,999,999,999,999,999,999,999,999,999,999,999,,,74.210049573419,12,9
2400551,10,8,1-10-2024-008-01,1,2,5,1,1,340,11,0,0,325,11FDAW06,F,D,A,W,06,8,8,8,8,888,888,888,3,67,-63,23,261743,998,62,59,0,1,"Begins 60cm left of center point, extending right","Begins 60cm left of center point, extending right",48 cm left of center,120,0,150,0,120,86,86,67,60,46,21,0,,,78.4498878232952,4,9
2401237,48,44,1-48-2024-044-04,4,1,1,1,2,50,2,0,0,295,02RZEW02,R,Z,E,W,02,0,0,0,0,37,39,999,1,20,-13,-16,18179,998,113,14,0,1,"Begins 102cm rear of front axle, extending rearward","Begins 55cm rear of front axle, extending rearward",16 cm rearward of center,216,-31,216,-47,155,15,0,6,10,15,4,0,,,424.163340716026,12,9
2401237,48,44,1-48-2024-044-04,4,1,2,3,50,350,12,0,0,888,12FLEE03,F,L,E,E,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 57cm left of center point, extending left",Unknown,75 cm left of front center point,999,999,999,999,12,999,999,999,999,999,999,999,,,424.163340716026,12,9
2401155,24,26,1-24-2024-026-03,3,1,2,1,2,90,3,0,0,340,03RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,2,"Begins 5cm forward of rear axle, extending rearward",Unknown,93cm rear of right rear,999,999,999,999,98,999,999,999,999,999,999,999,,,37.5833593561642,1,9
2400877,24,18,1-24-2024-018-06,6,2,1,1,1,170,6,0,2,290,06BYEW02,B,Y,E,W,02,8,8,8,8,888,888,888,3,16,16,-3,16114,998,90,13,0,1,"Begins 15cm left of center point, extending left","Begins 70cm right of center point, extending left",87 cm left of center,139,0,139,-47,65,15,15,8,4,3,3,6,,,89.5632476398201,1,9
2400949,13,25,1-13-2024-025-02,2,2,2,3,63,240,8,0,0,888,08LBWN01,L,B,W,N,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,9.3110805778853,7,9
