CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTACTAREA,CONTCOMP,NMNO,LONGLOC,LATLOC,CRUSH,BOTTOMOUT,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
2402841,24,79,1-24-2024-079-NM1,21,1,D,1,703,1,999,999,999,9,831,2,1,23.1726143074507,1,9
2405870,81,152,1-81-2024-152-NM1,21,1,J,6,777,1,294,6,4,0,999,96,2,20.2135532866767,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,C,1,701,1,999,999,999,9,859,9,2,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,D,1,706,1,999,999,999,9,839,2,1,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,E,1,700,1,999,999,999,9,839,9,2,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,F,1,703,1,999,999,999,9,829,5,1,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,I,10,61,1,888,888,888,8,999,98,2,37.1071357763572,8,9
2405843,11,178,1-11-2024-178-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,142.256664296033,8,9
2404607,26,111,1-26-2024-111-NM1,21,1,C,5,770,1,999,999,999,0,519,5,2,76.6867213232,10,9
2404607,26,111,1-26-2024-111-NM1,21,1,D,6,775,1,999,999,999,0,101,2,1,76.6867213232,10,9
2404607,26,111,1-26-2024-111-NM1,21,1,E,10,61,1,888,888,888,8,999,98,2,76.6867213232,10,9
2405998,20,141,1-20-2024-141-NM1,21,1,A,1,700,1,999,999,999,0,859,96,2,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,B,1,703,1,999,999,999,0,812,96,2,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,C,5,770,1,999,999,999,0,512,3,3,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,D,6,775,1,999,999,999,8,101,12,2,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,E,6,775,1,999,999,999,8,401,5,3,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,F,6,776,1,999,999,999,0,999,5,3,35.0220589332575,11,9
2404711,25,125,1-25-2024-125-NM1,21,1,G,10,61,1,888,888,888,8,999,98,1,55.4169403670828,2,9
2405998,20,141,1-20-2024-141-NM1,21,1,H,10,61,1,888,888,888,8,999,98,1,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,G,2,720,1,999,999,999,0,999,3,3,35.0220589332575,11,9
2404276,81,106,1-81-2024-106-NM1,21,1,I,10,61,1,888,888,888,8,999,98,2,34.7221032435964,8,9
2400052,27,1,1-27-2024-001-NM1,21,1,O,6,784,2,999,999,999,0,601,5,3,20.5862279366663,3,9
2406352,26,138,1-26-2024-138-NM1,21,1,A,1,702,1,68,125,999,0,879,3,3,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,B,1,706,1,106,120,999,0,829,3,3,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,C,1,703,1,160,130,12,1,501,1,2,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,D,6,775,1,240,130,3,0,719,2,2,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,E,3,753,1,100,250,999,0,719,1,2,89.692806404866,10,9
2404422,33,84,1-33-2024-084-NM1,21,1,K,1,703,1,110,55,999,0,811,5,1,41.0900179301514,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,L,10,61,1,888,888,888,8,999,98,2,41.0900179301514,12,9
2404760,32,138,1-32-2024-138-NM1,21,1,D,1,706,1,21,67,4,9,841,2,2,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,F,6,775,1,226,73,888,0,101,2,2,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,G,6,784,1,226,78,0,0,999,3,2,41.8806863445024,7,9
2405394,10,107,1-10-2024-107-NM1,21,1,H,10,61,1,888,888,888,8,999,98,2,36.1764362071444,4,9
2405276,77,169,1-77-2024-169-NM1,21,1,E,3,750,4,888,888,888,8,999,5,2,113.21347390618,9,9
2405049,30,174,1-30-2024-174-NM1,21,1,D,5,770,1,999,999,999,9,732,5,2,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,E,5,774,1,999,999,999,8,999,5,2,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,F,10,61,1,888,888,888,8,999,98,2,35.2170995864478,10,9
2405096,32,144,1-32-2024-144-NM1,21,1,A,1,701,1,22,-53,0,9,851,2,2,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,F,2,720,1,179,-112,3,0,999,1,2,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,G,2,722,1,313,-98,1,0,999,9,3,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,H,10,61,1,888,888,888,0,999,98,1,65.0700959465246,7,9
2405069,11,151,1-11-2024-151-NM1,21,1,A,7,790,1,999,999,999,0,851,98,2,37.1071357763572,8,9
2405972,21,146,1-21-2024-146-NM1,21,1,A,10,61,1,888,888,888,8,999,98,1,9.08918343004306,11,9
2405069,11,151,1-11-2024-151-NM1,21,1,B,10,61,1,888,888,888,8,999,98,2,37.1071357763572,8,9
2405156,10,100,1-10-2024-100-NM1,21,1,B,5,770,1,999,999,999,0,999,5,2,31.3806248143146,4,9
2405156,10,100,1-10-2024-100-NM1,21,1,C,10,61,1,888,888,888,8,999,98,1,31.3806248143146,4,9
2405886,57,185,1-57-2024-185-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,382.264183805407,1,9
2405105,27,160,1-27-2024-160-NM2,22,1,C,2,720,1,999,999,999,0,999,3,3,35.0197990149152,3,9
2406229,81,163,1-81-2024-163-NM1,21,2,A,5,770,1,999,999,1,1,999,1,3,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,2,B,5,770,1,999,999,1,1,999,1,3,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,2,C,1,703,1,999,999,8,1,999,1,3,20.2135532866767,8,9
2405105,27,160,1-27-2024-160-NM2,22,1,B,2,732,1,999,999,999,0,711,96,3,35.0197990149152,3,9
2405819,60,98,1-60-2024-098-NM1,21,1,D,10,61,1,888,888,888,8,999,98,2,43.22330010499,8,9
2404658,81,117,1-81-2024-117-NM1,21,2,B,2,736,1,888,888,5,0,999,5,2,26.5893987350207,8,9
2404658,81,117,1-81-2024-117-NM1,21,2,C,2,738,1,888,888,888,0,999,3,2,26.5893987350207,8,9
2404658,81,117,1-81-2024-117-NM1,21,2,D,2,730,1,888,888,888,8,999,5,3,26.5893987350207,8,9
2404658,81,117,1-81-2024-117-NM1,21,2,E,2,730,1,888,888,888,0,999,5,3,26.5893987350207,8,9
2404658,81,117,1-81-2024-117-NM1,21,2,F,4,760,1,888,888,888,0,999,9,3,26.5893987350207,8,9
2404658,81,117,1-81-2024-117-NM1,21,2,G,10,61,1,888,888,888,0,999,98,1,26.5893987350207,8,9
2404927,54,110,1-54-2024-110-NM1,21,1,A,3,750,1,999,999,999,9,999,5,2,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,2,A,2,736,1,999,999,999,0,999,3,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,2,B,2,720,1,999,999,999,0,999,3,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,2,C,2,730,1,999,999,999,9,999,3,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,2,D,2,730,1,999,999,999,0,999,3,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,2,E,2,730,1,999,999,999,9,999,3,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,2,F,10,61,1,999,999,999,9,999,6,2,158.05614243884,9,9
2406259,30,213,1-30-2024-213-NM1,21,1,A,1,701,1,69,-20,0,0,841,3,3,70.0679338170937,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,B,1,700,1,78,-30,1,0,832,3,3,70.0679338170937,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,C,1,702,1,102,-12,1,0,812,5,3,70.0679338170937,10,9
2405096,32,144,1-32-2024-144-NM1,21,1,D,5,770,1,64,0,32,0,101,1,3,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,E,6,775,1,52,90,8,0,769,2,3,65.0700959465246,7,9
2404700,69,110,1-69-2024-110-NM1,21,1,A,1,703,1,115,-40,2,0,849,5,2,7.66811372485411,8,9
2404700,69,110,1-69-2024-110-NM1,21,1,B,6,775,1,242,-60,4,0,201,12,1,7.66811372485411,8,9
2404700,69,110,1-69-2024-110-NM1,21,1,C,1,700,1,60,-114,6,0,869,2,2,7.66811372485411,8,9
2400618,16,20,1-16-2024-020-NM1,21,2,D,5,770,1,999,999,999,9,601,5,2,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,2,E,2,733,1,198,-72,999,8,729,98,3,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,2,F,1,706,1,60,-56,888,8,999,2,3,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,2,G,10,88,1,888,888,888,8,999,98,1,19.3635256654646,5,9
2404582,24,129,1-24-2024-129-NM1,21,1,A,1,700,1,97,-60,31,0,859,2,1,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,C,6,775,1,54,-32,23,1,101,96,1,23.1726143074507,1,9
2404586,25,121,1-25-2024-121-NM2,22,1,D,10,61,1,888,888,888,8,999,96,2,117.391789482128,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,A,1,700,1,999,999,0,0,842,5,2,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,B,1,703,1,999,999,2,0,999,5,2,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,C,5,770,1,999,999,2,0,999,5,2,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,D,3,740,1,999,999,5,0,501,5,2,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,55.4169403670828,2,9
2405242,17,171,1-17-2024-171-NM2,22,1,A,1,703,1,138,90,0,0,101,5,1,85.8489914277837,4,9
2403849,62,106,1-62-2024-106-NM1,21,1,B,5,770,1,999,999,999,8,999,3,3,41.0383325582026,7,9
2403849,62,106,1-62-2024-106-NM1,21,1,C,10,61,1,888,888,888,8,999,98,2,41.0383325582026,7,9
2404890,30,167,1-30-2024-167-NM2,22,1,A,1,701,1,999,999,999,0,999,2,1,814.767720370494,10,9
2406229,81,163,1-81-2024-163-NM1,21,1,A,5,770,1,888,888,888,0,101,11,2,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,B,5,770,1,999,999,999,0,712,11,2,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,C,5,770,1,999,999,999,0,722,11,2,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,D,5,770,1,999,999,999,0,742,11,2,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,E,5,770,1,999,999,999,0,762,11,2,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,F,5,770,1,999,999,999,0,761,5,3,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,G,10,61,1,888,888,888,8,999,98,2,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,H,5,770,1,999,999,999,0,812,5,2,20.2135532866767,8,9
2405941,11,180,1-11-2024-180-NM2,22,1,B,1,706,1,999,999,999,0,999,2,1,2346.62012709175,8,9
2405941,11,180,1-11-2024-180-NM2,22,1,D,10,61,1,888,888,888,8,999,98,1,2346.62012709175,8,9
2405968,29,102,1-29-2024-102-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,46.066249775962,2,9
2404311,19,58,1-19-2024-058-NM1,21,1,A,1,701,1,31,34,0,0,999,2,1,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,F,3,740,1,999,999,0,0,999,3,2,58.1964149408969,9,9
2406091,32,158,1-32-2024-158-NM1,21,1,D,10,61,1,888,888,888,8,999,98,2,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,E,5,770,1,999,999,999,9,732,5,3,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,F,5,770,1,999,999,999,9,731,5,3,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,G,6,775,1,999,999,999,8,999,2,3,128.080968764564,7,9
2406001,81,158,1-81-2024-158-NM2,22,2,B,10,61,1,888,888,888,8,999,98,3,1666.588526805,8,9
2406110,22,186,1-22-2024-186-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,94.6557465142525,12,9
2405722,30,193,1-30-2024-193-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,2186.42290292287,10,9
2406065,79,118,1-79-2024-118-NM1,21,1,C,10,61,1,888,888,888,8,999,98,2,131.970085856043,8,9
2405551,33,106,1-33-2024-106-NM1,21,1,B,6,775,1,265,-58,999,0,101,2,2,41.0900179301514,12,9
2405551,33,106,1-33-2024-106-NM1,21,1,C,1,706,1,67,-56,888,0,819,2,1,41.0900179301514,12,9
2405551,33,106,1-33-2024-106-NM1,21,1,D,2,732,1,210,-68,888,8,999,98,3,41.0900179301514,12,9
2405551,33,106,1-33-2024-106-NM1,21,1,E,10,61,1,888,888,888,8,999,96,3,41.0900179301514,12,9
2406243,67,57,1-67-2024-057-NM2,22,1,A,10,61,1,888,888,888,8,999,98,3,280.830811465838,7,9
2406132,10,129,1-10-2024-129-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,31.3806248143146,4,9
2402198,11,55,1-11-2024-055-NM1,21,1,G,10,61,1,888,888,888,8,999,98,2,37.1071357763572,8,9
2406391,22,194,1-22-2024-194-NM1,21,1,F,5,770,2,999,999,999,9,811,3,2,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,1,G,6,784,2,999,999,999,9,999,3,2,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,1,H,10,61,1,888,888,888,8,999,98,2,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,1,I,10,61,2,888,888,888,8,999,98,2,23.3960835753343,12,9
2405977,26,132,1-26-2024-132-NM1,21,1,B,1,702,1,999,999,999,0,511,2,1,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,1,C,1,700,1,999,999,999,0,811,1,1,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,1,D,5,770,2,999,999,999,9,511,5,2,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,1,E,10,61,1,888,888,888,8,999,98,2,29.2426811637843,10,9
2404890,30,167,1-30-2024-167-NM2,22,1,B,1,700,1,999,999,999,0,999,3,1,814.767720370494,10,9
2404890,30,167,1-30-2024-167-NM2,22,1,C,1,700,1,999,999,999,0,999,96,1,814.767720370494,10,9
2404890,30,167,1-30-2024-167-NM2,22,1,D,1,702,1,999,999,999,0,999,2,1,814.767720370494,10,9
