CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,WEIGHTDIST,CASEWGT,PSUSTRAT,VERSION
2401490,81,29,1-81-2024-029-04,4,1,270,469,187,1599,162,99,100,160,4,1.5,2,1,0,0,58,3479.41374986717,8,9
2401490,81,29,1-81-2024-029-04,4,2,270,468,189,1691,162,95,104,147,6,2.7,2,1,0,1,57,3479.41374986717,8,9
2405569,25,150,1-25-2024-150-03,3,1,369,584,203,2731,173,96,118,999,98,98.0,3,3,0,0,50,129.841261681797,2,9
2404046,81,99,1-81-2024-099-02,2,1,270,462,180,1280,156,92,101,148,4,2.0,2,1,0,0,61,45.7690227505208,8,9
2401888,10,25,1-10-2024-025-08,8,1,261,427,170,1184,147,88,78,150,4,2.0,2,1,0,0,61,469.660121887338,4,9
2401341,59,45,1-59-2024-045-08,8,1,260,449,170,1050,143,97,94,142,4,1.8,2,1,0,0,61,88.9173994035588,6,9
2401341,59,45,1-59-2024-045-08,8,2,303,510,193,2322,164,100,110,162,8,4.7,2,3,0,0,54,88.9173994035588,6,9
2404544,10,86,1-10-2024-086-03,3,1,283,490,185,1558,161,97,112,152,4,2.5,2,4,0,0,61,106.552789194027,4,9
2404544,10,86,1-10-2024-086-03,3,2,237,376,169,1565,148,61,77,999,6,4.0,2,3,9,0,99,106.552789194027,4,9
2404544,10,86,1-10-2024-086-03,3,3,279,489,193,2030,163,100,111,999,6,3.5,2,4,9,0,55,106.552789194027,4,9
2402872,28,87,1-28-2024-087-06,6,1,286,478,184,1782,158,95,97,148,4,2.4,2,4,0,0,56,47.2101277154018,3,9
2402374,26,67,1-26-2024-067-04,4,1,303,509,200,1962,162,96,111,999,6,3.8,2,1,9,0,57,551.702001236537,10,9
2402374,26,67,1-26-2024-067-04,4,2,283,489,183,1575,158,98,109,999,4,2.5,2,1,0,0,59,551.702001236537,10,9
2402374,26,67,1-26-2024-067-04,4,3,268,460,180,1399,155,96,96,999,4,1.4,2,1,9,0,61,551.702001236537,10,9
2402380,27,74,1-27-2024-074-06,6,1,374,589,206,2184,173,95,121,180,4,2.7,2,3,0,0,99,78.7044382164163,3,9
2405675,77,181,1-77-2024-181-07,7,1,310,514,169,1483,150,82,122,999,4,2.7,2,2,9,0,58,3726.87470771091,9,9
2404495,29,63,1-29-2024-063-02,2,1,292,482,194,2211,163,88,102,185,6,3.6,2,3,0,0,53,439.446667333394,2,9
2406210,11,188,1-11-2024-188-03,3,1,266,459,185,1580,161,91,101,140,4,1.5,2,4,0,0,58,199.422450532305,8,9
2406210,11,188,1-11-2024-188-03,3,2,254,398,170,1268,148,79,66,999,99,1.8,2,1,9,0,51,199.422450532305,8,9
2400747,33,10,1-33-2024-010-06,6,1,282,495,203,1930,168,98,114,162,6,3.5,2,4,0,0,57,133.440131762511,12,9
2406014,77,194,1-77-2024-194-06,6,2,270,464,180,1253,154,91,104,144,4,2.0,2,1,0,0,61,934.62982464716,9,9
2401686,14,26,1-14-2024-026-08,8,1,353,563,203,2265,165,100,110,180,8,4.6,2,3,0,1,57,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,289,489,183,1722,158,100,100,160,4,2.4,2,1,0,0,56,128.530640298038,8,9
2401437,12,26,1-12-2024-026-04,4,1,374,589,206,2184,173,95,121,180,6,3.0,2,3,0,0,99,578.80653797021,9,9
2404348,60,65,1-60-2024-065-06,6,1,357,575,203,2281,168,95,123,164,8,4.7,2,3,0,0,57,1902.54330227895,8,9
2404348,60,65,1-60-2024-065-06,6,2,278,485,182,1467,159,99,109,150,4,2.5,2,1,0,0,62,1902.54330227895,8,9
2402676,54,69,1-54-2024-069-07,7,1,251,395,170,1085,148,81,63,140,4,1.5,1,1,0,1,62,163.639088013261,9,9
2402676,54,69,1-54-2024-069-07,7,2,299,494,196,1790,161,92,103,164,8,5.7,2,2,0,0,99,163.639088013261,9,9
2402178,12,38,1-12-2024-038-08,8,2,287,516,194,1918,168,103,126,999,6,3.5,2,4,9,0,60,341.753555196611,9,9
2400263,21,5,1-21-2024-005-08,8,1,273,447,174,1470,149,74,100,146,6,2.5,1,2,0,1,50,74.902781366511,11,9
2400263,21,5,1-21-2024-005-08,8,2,254,428,181,1478,157,88,86,140,5,2.4,1,1,9,0,63,74.902781366511,11,9
2400512,15,16,1-15-2024-016-03,3,2,270,442,176,1347,151,999,999,999,4,2.4,2,1,9,0,99,20.3353299094226,1,9
2404840,28,147,1-28-2024-147-07,7,1,282,484,187,1742,160,98,104,150,6,3.2,2,4,0,0,58,44.330330715033,3,9
2404840,28,147,1-28-2024-147-07,7,2,279,489,193,2030,163,100,111,166,6,3.5,2,4,0,0,55,44.330330715033,3,9
2405865,73,148,1-73-2024-148-09,9,1,267,470,173,1473,148,99,104,999,99,2.5,1,4,9,0,57,300.06155561036,3,9
2400210,24,2,1-24-2024-002-04,4,2,281,465,188,1882,163,85,97,160,4,2.0,2,4,0,0,50,107.064222722261,1,9
2403605,16,102,1-16-2024-102-03,3,1,269,472,181,1350,154,91,112,148,4,1.5,2,1,0,0,59,346.592119950096,5,9
2403605,16,102,1-16-2024-102-03,3,2,283,489,183,1520,158,98,109,150,4,2.5,2,1,0,0,60,346.592119950096,5,9
2404444,24,123,1-24-2024-123-05,5,1,270,463,176,1300,153,91,102,144,4,1.8,2,1,0,0,60,24.2721053029394,1,9
2402523,66,57,1-66-2024-057-03,3,1,322,536,186,2014,156,93,123,144,4,2.3,2,3,0,0,57,79.4686416678806,6,9
2402031,62,52,1-62-2024-052-06,6,1,242,388,187,1839,159,68,78,999,6,3.6,9,3,9,0,50,5728.45831228632,7,9
2402031,62,52,1-62-2024-052-06,6,2,294,492,185,1765,161,84,114,154,4,2.0,2,2,0,0,54,5728.45831228632,7,9
2400359,52,4,1-52-2024-004-03,3,1,282,484,200,1890,169,102,101,174,6,3.5,2,4,0,0,58,68.9591235242687,12,9
2400359,52,4,1-52-2024-004-03,3,2,279,482,193,2121,160,91,112,999,6,4.0,2,3,9,0,54,68.9591235242687,12,9
2400608,11,15,1-11-2024-015-09,9,1,365,571,202,2151,167,101,105,999,8,5.3,2,3,0,0,60,1357.74178221116,8,9
2405277,77,170,1-77-2024-170-05,5,1,278,477,189,1742,164,93,106,160,4,2.4,2,4,0,0,56,90.6570748528622,9,9
2405869,11,179,1-11-2024-179-03,3,1,267,472,176,1431,149,100,107,999,5,2.4,1,1,9,0,99,50.959088452492,8,9
2405869,11,179,1-11-2024-179-03,3,2,283,489,183,1520,158,98,109,999,4,2.5,2,1,0,0,60,50.959088452492,8,9
2401541,11,37,1-11-2024-037-04,4,1,401,624,203,2550,175,99,124,160,6,3.4,2,3,0,0,99,267.838588479671,8,9
2401000,79,24,1-79-2024-024-09,9,2,285,483,181,1650,156,83,115,144,6,3.2,2,2,0,1,50,1745.97381842404,8,9
2400508,27,16,1-27-2024-016-09,9,1,272,474,181,1425,156,93,108,152,4,2.4,2,1,0,0,99,92.4966943327305,3,9
2400508,27,16,1-27-2024-016-09,9,2,365,573,203,2366,174,100,108,999,8,5.3,2,3,9,0,59,92.4966943327305,3,9
2405377,11,161,1-11-2024-161-06,6,1,278,487,183,1416,159,97,112,146,4,2.5,2,1,0,1,60,499.728045002681,8,9
2403479,11,103,1-11-2024-103-04,4,1,278,485,182,1467,159,99,109,999,4,2.5,2,1,0,0,62,595.929961083085,8,9
2403479,11,103,1-11-2024-103-04,4,3,290,500,198,2084,166,99,112,999,8,3.5,2,3,9,0,56,595.929961083085,8,9
2404143,69,94,1-69-2024-094-03,3,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,36.8490959189231,8,9
2400159,73,7,1-73-2024-007-09,9,1,303,508,198,2070,172,95,110,166,6,3.5,2,1,0,0,56,119.848974462893,3,9
2400562,18,20,1-18-2024-020-06,6,1,286,492,192,1998,164,95,112,164,6,3.6,2,4,0,0,57,173.45428776267,6,9
2405732,29,96,1-29-2024-096-NM1,21,2,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,151.12126186189,2,9
2405068,11,150,1-11-2024-150-01,1,1,262,439,178,1357,153,85,92,999,4,2.0,2,1,0,0,59,37.1443494829188,8,9
2405068,11,150,1-11-2024-150-01,1,2,277,477,189,1629,165,95,105,999,4,2.4,2,1,9,0,58,37.1443494829188,8,9
2405068,11,150,1-11-2024-150-01,1,3,376,599,203,2890,173,97,126,999,8,6.7,2,3,9,0,99,37.1443494829188,8,9
2403456,12,60,1-12-2024-060-04,4,1,272,478,192,1607,162,95,112,164,4,2.3,2,2,0,0,52,523.991116135277,9,9
2400800,22,23,1-22-2024-023-07,7,1,278,477,189,1742,164,93,106,160,4,2.4,2,4,9,0,56,98.6738695779625,12,9
2400917,15,29,1-15-2024-029-05,5,1,390,615,208,2373,174,101,124,999,6,3.6,2,3,9,0,57,13.6400789963135,1,9
2402460,11,65,1-11-2024-065-02,2,2,376,599,203,2890,173,97,126,999,8,6.2,2,3,9,0,99,30.7614595081659,8,9
2402128,52,32,1-52-2024-032-06,6,1,265,425,181,1172,157,85,75,156,4,1.6,2,1,0,0,60,56.6465719357727,12,9
2402128,52,32,1-52-2024-032-06,6,2,297,500,200,1816,999,85,117,999,8,5.8,2,3,9,0,99,56.6465719357727,12,9
2403857,10,65,1-10-2024-065-08,8,1,334,552,195,1777,161,92,126,182,8,5.7,2,2,9,1,99,172.063505930727,4,9
2406279,11,190,1-11-2024-190-05,5,1,265,451,178,1313,153,88,99,999,4,2.0,1,1,9,0,63,40.0406351983628,8,9
2401865,77,64,1-77-2024-064-07,7,2,330,557,200,2601,168,95,134,172,8,5.3,2,3,0,1,53,2827.15580820604,9,9
2401533,79,32,1-79-2024-032-04,4,1,271,464,182,1385,159,91,102,145,4,2.0,2,1,0,0,61,213.632193597411,8,9
2403834,21,81,1-21-2024-081-08,8,1,330,565,201,2579,173,100,135,185,8,5.3,2,2,0,0,51,281.39230853194,11,9
2400846,82,22,1-82-2024-022-NM2,22,1,271,464,182,1385,160,91,102,999,4,2.0,9,1,9,0,61,774.715121583303,1,9
2406133,10,130,1-10-2024-130-03,3,1,326,540,189,2001,158,94,120,999,6,3.6,9,3,0,0,57,302.334296505622,4,9
2406133,10,130,1-10-2024-130-03,3,2,266,479,178,1360,154,98,116,999,4,2.2,1,1,0,0,62,302.334296505622,4,9
2406133,10,130,1-10-2024-130-03,3,3,268,461,180,1407,154,97,96,999,4,1.8,2,1,9,0,61,302.334296505622,4,9
2406133,10,130,1-10-2024-130-03,3,4,275,486,190,1655,159,101,111,999,4,2.5,2,3,9,0,56,302.334296505622,4,9
2406133,10,130,1-10-2024-130-03,3,5,283,488,191,1462,160,94,112,999,4,2.0,2,1,0,0,61,302.334296505622,4,9
2401178,52,16,1-52-2024-016-03,3,1,258,439,170,1218,152,83,98,142,4,1.6,2,1,0,0,61,35.109411555864,12,9
2401178,52,16,1-52-2024-016-03,3,2,266,460,185,1765,157,94,100,999,4,2.5,2,4,9,0,58,35.109411555864,12,9
2404830,16,118,1-16-2024-118-04,4,2,305,504,191,1785,162,89,110,148,6,3.6,2,2,0,1,56,1051.44737889773,5,9
2403642,15,146,1-15-2024-146-06,6,1,281,486,187,1475,162,97,108,999,4,2.4,2,1,9,0,61,84.2221488644135,1,9
2403648,81,86,1-81-2024-086-02,2,1,267,447,180,1500,156,97,84,160,4,2.0,1,4,0,0,54,19.0849903848337,8,9
2402314,79,48,1-79-2024-048-09,9,1,285,508,187,1618,159,108,116,150,6,3.8,2,1,0,0,62,117.957752270952,8,9
2402314,79,48,1-79-2024-048-09,9,2,285,477,185,2150,157,83,110,999,6,4.0,2,2,0,0,51,117.957752270952,8,9
2404976,27,156,1-27-2024-156-03,3,1,300,515,201,1996,173,94,120,154,6,3.4,2,1,0,0,56,18.7327308831734,3,9
2404976,27,156,1-27-2024-156-03,3,2,269,459,185,1703,161,92,99,142,4,2.5,2,4,0,0,56,18.7327308831734,3,9
2400322,12,7,1-12-2024-007-05,5,1,295,502,192,1785,161,95,112,999,6,3.6,2,2,9,0,56,241.497853716308,9,9
2400399,16,12,1-16-2024-012-05,5,1,274,487,185,1625,158,99,114,164,4,2.5,2,1,0,1,60,15.6592746300539,5,9
2400399,16,12,1-16-2024-012-05,5,2,262,456,182,1531,158,92,102,154,4,2.3,2,4,0,0,58,15.6592746300539,5,9
2405640,77,177,1-77-2024-177-06,6,3,374,589,206,2184,173,95,121,999,4,2.7,2,3,9,0,99,1021.39406710871,9,9
2400345,14,5,1-14-2024-005-07,7,1,281,486,187,1475,162,97,108,150,4,2.4,2,1,0,0,61,1828.86190504672,8,9
2400345,14,5,1-14-2024-005-07,7,2,287,504,200,2067,170,98,119,999,4,2.3,2,1,9,0,54,1828.86190504672,8,9
2402220,28,66,1-28-2024-066-06,6,1,275,482,184,1614,158,101,108,156,4,2.5,2,4,0,0,57,44.5186799027896,3,9
2404335,28,136,1-28-2024-136-10,10,1,292,460,180,1538,153,94,74,146,4,2.0,2,1,0,1,55,241.705082713595,3,9
2400376,27,12,1-27-2024-012-03,3,1,260,454,176,1279,151,94,100,152,4,1.8,2,1,0,0,60,11.8514312322575,3,9
2400376,27,12,1-27-2024-012-03,3,2,271,459,188,1571,158,96,92,154,4,1.6,2,4,0,0,58,11.8514312322575,3,9
2405214,23,45,1-23-2024-045-02,2,1,285,487,185,1575,159,94,110,999,4,2.0,2,4,9,0,59,87.6936737284278,5,9
2405214,23,45,1-23-2024-045-02,2,2,267,463,182,1569,157,97,99,144,4,2.5,2,4,9,0,58,87.6936737284278,5,9
2402950,79,64,1-79-2024-064-03,3,2,270,464,184,1536,159,94,100,999,3,1.5,2,1,9,0,59,104.756877618907,8,9
2402950,79,64,1-79-2024-064-03,3,3,398,611,200,2586,170,98,116,999,8,5.0,2,3,9,0,56,104.756877618907,8,9
2402455,20,72,1-20-2024-072-05,5,1,286,482,190,1814,165,100,97,146,6,3.6,2,1,0,0,59,19.9171728154044,11,9
2402455,20,72,1-20-2024-072-05,5,2,278,491,185,1496,158,98,114,144,4,2.4,2,1,0,0,61,19.9171728154044,11,9
2402455,20,72,1-20-2024-072-05,5,3,300,511,192,1980,168,100,113,999,6,3.4,2,1,9,0,57,19.9171728154044,11,9
2405787,69,146,1-69-2024-146-02,2,2,280,493,185,1523,157,100,114,999,4,2.3,9,9,9,0,61,7.30201599951961,8,9
2405455,25,143,1-25-2024-143-09,9,1,325,529,190,1791,161,85,119,999,6,4.0,2,3,0,1,58,155.695038201267,2,9
2404708,24,130,1-24-2024-130-03,3,1,398,613,206,2217,173,95,121,170,8,5.3,2,3,0,0,58,53.0684303957817,1,9
2404708,24,130,1-24-2024-130-03,3,2,262,452,182,1604,156,89,100,999,4,2.3,9,4,9,0,57,53.0684303957817,1,9
2404708,24,130,1-24-2024-130-03,3,3,358,574,203,1989,172,90,120,174,6,2.7,2,4,0,0,58,53.0684303957817,1,9
2404459,76,127,1-76-2024-127-08,8,1,286,471,185,1748,158,90,95,150,4,2.4,2,1,0,1,57,75.1501837907099,3,9
2404459,76,127,1-76-2024-127-08,8,2,272,481,180,1455,156,94,115,999,4,2.4,2,1,0,0,59,75.1501837907099,3,9
2406282,32,162,1-32-2024-162-03,3,1,283,492,185,1418,159,97,113,148,4,1.5,2,1,0,0,59,389.952264846681,7,9
2406036,48,194,1-48-2024-194-02,2,4,281,486,186,1465,159,97,109,144,4,3.5,2,1,0,0,61,74.210049573419,12,9
2400045,25,1,1-25-2024-001-07,7,1,264,460,180,1498,155,96,100,999,4,2.5,2,4,0,0,57,4478.5820805509,2,9
2400626,76,15,1-76-2024-015-03,3,1,267,446,178,1382,155,97,83,150,4,2.0,2,4,0,0,60,71.5495535595937,3,9
2400626,76,15,1-76-2024-015-03,3,2,286,491,192,1923,164,94,112,150,6,3.6,2,4,0,0,57,71.5495535595937,3,9
2402985,25,74,1-25-2024-074-08,8,1,357,570,203,2333,173,102,111,160,4,2.4,2,3,0,1,58,139.634325521896,2,9
2403428,54,86,1-54-2024-086-09,9,1,278,484,180,1437,154,97,109,150,4,2.5,2,1,0,1,60,117.274582131211,9,9
2401768,73,57,1-73-2024-057-03,3,2,245,380,167,940,143,75,61,999,3,1.2,2,1,9,0,60,23.5881329232141,3,9
2401018,60,12,1-60-2024-012-04,4,1,282,484,200,1890,169,102,101,168,6,3.5,2,4,0,0,58,1122.95553268025,8,9
2405063,79,97,1-79-2024-097-06,6,1,265,465,178,1417,153,91,109,999,4,2.0,2,1,9,0,60,138.57476538574,8,9
2405063,79,97,1-79-2024-097-06,6,2,278,477,189,1742,164,93,106,999,98,3.3,2,4,9,0,56,138.57476538574,8,9
2405100,60,78,1-60-2024-078-03,3,1,279,489,190,2020,164,108,102,150,6,3.5,2,4,0,0,58,321.683073030639,8,9
2405100,60,78,1-60-2024-078-03,3,2,285,480,182,1762,157,86,110,148,6,3.0,2,2,0,0,57,321.683073030639,8,9
2404313,17,138,1-17-2024-138-09,9,1,278,487,183,1451,159,97,112,164,4,2.5,2,1,0,0,60,230.682943628102,4,9
2406391,22,194,1-22-2024-194-NM1,21,1,270,464,178,1290,152,97,98,144,4,1.8,2,1,0,0,61,23.3960835753343,12,9
2403085,17,97,1-17-2024-097-04,4,1,279,489,193,2030,163,100,111,999,6,3.5,2,4,9,0,55,183.019292109299,4,9
2404550,73,121,1-73-2024-121-09,9,2,267,447,180,1447,156,97,84,999,4,2.0,2,4,9,0,60,71.1373514066558,3,9
2403030,73,87,1-73-2024-087-07,7,1,270,453,178,1265,156,87,97,999,4,1.8,9,1,9,0,62,46.0859335695799,3,9
2403030,73,87,1-73-2024-087-07,7,2,266,459,185,1580,161,91,101,999,4,1.5,2,4,0,0,58,46.0859335695799,3,9
2403101,16,92,1-16-2024-092-04,4,1,271,464,182,1385,160,91,102,150,4,2.0,2,1,0,0,61,466.830413061627,5,9
2403863,48,124,1-48-2024-124-03,3,1,291,483,187,1873,162,83,110,148,4,2.0,2,4,0,0,52,192.139655150175,12,9
2404945,24,139,1-24-2024-139-03,3,2,256,427,177,1468,154,94,77,999,4,1.4,2,1,9,0,60,39.5708422080072,1,9
2404945,24,139,1-24-2024-139-03,3,3,389,598,203,2409,174,100,108,999,8,5.3,2,3,9,0,59,39.5708422080072,1,9
2404945,24,139,1-24-2024-139-03,3,4,365,573,203,2366,174,100,108,999,6,4.3,2,3,9,0,59,39.5708422080072,1,9
2402955,12,49,1-12-2024-049-03,3,1,286,479,184,1713,158,96,97,160,4,2.4,2,1,0,0,58,167.151387048075,9,9
2402955,12,49,1-12-2024-049-03,3,2,295,502,192,1852,161,95,112,180,8,5.7,2,2,0,0,56,167.151387048075,9,9
2403176,10,49,1-10-2024-049-08,8,1,281,509,185,1630,158,110,120,150,6,3.5,2,1,0,1,61,215.380273252509,4,9
2403717,16,104,1-16-2024-104-02,2,1,269,472,181,1350,154,91,112,150,4,1.4,2,1,0,1,59,17.113025437318,5,9
2400963,81,22,1-81-2024-022-09,9,1,263,448,176,1431,150,93,93,150,6,3.6,2,1,0,1,57,4796.11655826995,8,9
2402291,57,48,1-57-2024-048-03,3,2,300,493,202,2230,168,92,102,150,4,2.0,2,4,0,0,99,110.52437398961,1,9
2405168,73,131,1-73-2024-131-06,6,1,418,622,203,2540,173,90,113,999,8,5.7,2,3,0,0,58,37.0946854309253,3,9
2405045,48,164,1-48-2024-164-06,6,1,270,446,175,1435,153,90,85,156,4,1.8,2,1,0,0,60,377.586236118,12,9
2406250,54,131,1-54-2024-131-03,3,2,275,453,165,1253,142,78,116,156,6,2.8,1,2,0,1,99,125.113113257208,9,9
2406373,10,131,1-10-2024-131-NM2,22,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,47.9403529530355,4,9
2405709,25,154,1-25-2024-154-03,3,1,273,465,184,1572,158,95,98,140,4,1.5,2,4,0,0,57,188.675216303941,2,9
2405871,81,153,1-81-2024-153-02,2,2,285,484,192,1815,162,92,107,145,6,3.6,2,2,9,0,52,19.0849903848337,8,9
2405871,81,153,1-81-2024-153-02,2,3,295,492,188,1660,161,87,111,150,4,2.0,2,4,0,0,51,19.0849903848337,8,9
2404242,17,133,1-17-2024-133-04,4,2,237,388,168,1335,147,63,88,150,4,2.5,1,3,0,1,52,172.988606472898,4,9
2402570,32,93,1-32-2024-093-05,5,1,320,526,174,1702,153,86,120,165,4,2.8,2,1,0,1,57,52.966553872157,7,9
2402570,32,93,1-32-2024-093-05,5,2,283,488,191,1462,160,94,112,160,4,2.0,2,1,0,0,61,52.966553872157,7,9
2402570,32,93,1-32-2024-093-05,5,3,286,479,184,1706,158,96,97,165,4,2.4,2,4,0,0,56,52.966553872157,7,9
2402576,48,84,1-48-2024-084-06,6,1,408,624,202,3200,175,100,116,999,8,6.4,2,3,0,0,99,86.4307074675267,12,9
2404734,15,181,1-15-2024-181-08,8,1,277,481,182,1441,159,96,108,999,4,2.5,2,1,9,0,60,24.1312824272688,1,9
2404734,15,181,1-15-2024-181-08,8,2,266,459,185,1580,161,91,101,999,4,2.4,2,4,9,0,58,24.1312824272688,1,9
2404740,82,127,1-82-2024-127-05,5,1,292,482,194,2121,163,88,102,142,6,3.6,2,4,0,0,51,23.9814262485552,1,9
2401886,57,37,1-57-2024-037-03,3,1,302,511,200,2200,170,98,111,160,6,3.6,2,4,0,0,55,168.570265700135,1,9
2404883,76,141,1-76-2024-141-04,4,1,270,464,176,1380,152,94,100,999,4,1.8,2,4,9,0,61,159.257021770113,3,9
2405965,28,180,1-28-2024-180-07,7,1,270,462,186,1669,157,100,93,156,6,3.2,2,3,0,0,57,380.711991081105,3,9
2400312,79,12,1-79-2024-012-05,5,1,275,490,181,1575,160,105,110,150,4,2.4,2,1,0,0,60,121.577378642075,8,9
2405473,32,148,1-32-2024-148-02,2,1,286,482,190,1940,165,100,97,168,6,3.6,2,2,0,0,59,15.2800393080999,7,9
2405473,32,148,1-32-2024-148-02,2,2,275,490,181,1721,160,105,110,999,4,2.4,2,1,0,0,99,15.2800393080999,7,9
2405622,76,163,1-76-2024-163-04,4,1,267,448,185,1634,162,91,90,999,4,2.4,2,4,9,0,58,305.259282774884,3,9
2405032,77,161,1-77-2024-161-05,5,1,270,463,188,1324,156,89,104,144,4,2.0,2,1,0,0,62,90.6570748528622,9,9
2402868,32,101,1-32-2024-101-NM1,21,1,260,415,170,1114,148,84,71,999,4,1.6,2,1,9,0,60,21.5942405462542,7,9
2402917,81,60,1-81-2024-060-04,4,1,280,494,185,1621,157,100,114,999,6,3.4,2,1,9,0,62,1581.17356728117,8,9
2402917,81,60,1-81-2024-060-04,4,2,310,519,202,2242,174,96,113,999,6,3.6,2,1,0,0,56,1581.17356728117,8,9
2402327,20,65,1-20-2024-065-04,4,1,250,386,173,1298,149,77,59,150,4,2.0,2,1,0,0,63,167.519556813425,11,9
2405586,12,107,1-12-2024-107-03,3,2,262,449,174,1194,153,88,99,160,4,1.6,2,1,0,0,61,164.057323491007,9,9
2400817,57,16,1-57-2024-016-05,5,1,270,462,186,1788,157,100,93,160,6,3.2,2,4,0,0,57,55.3733551294336,1,9
2406390,21,161,1-21-2024-161-02,2,1,287,498,187,1680,162,101,111,170,4,2.5,2,1,0,0,59,99.1452930935043,11,9
2402560,73,80,1-73-2024-080-04,4,1,398,613,206,2208,173,95,121,180,8,6.2,2,3,0,1,99,38.9268584589882,3,9
2402406,62,63,1-62-2024-063-04,4,1,267,463,182,1610,157,97,99,999,4,2.5,2,4,0,0,58,2493.02751254833,7,9
2401813,28,49,1-28-2024-049-03,3,1,262,440,180,1648,156,91,87,150,4,2.4,2,3,0,0,59,28.3089754479373,3,9
2401232,62,31,1-62-2024-031-06,6,1,270,446,175,1380,153,90,85,144,4,1.8,2,1,0,0,60,4736.59279411858,7,9
2401232,62,31,1-62-2024-031-06,6,2,369,584,203,2134,173,96,118,999,6,3.5,2,3,9,0,58,4736.59279411858,7,9
2400485,16,15,1-16-2024-015-03,3,1,290,499,198,1880,170,96,113,168,6,3.8,2,1,0,0,57,112.722559097346,5,9
2405145,48,166,1-48-2024-166-10,10,1,391,596,203,2918,173,100,105,180,8,6.6,2,3,0,1,45,234.818157575356,12,9
2405394,10,107,1-10-2024-107-NM1,21,1,275,490,181,1575,160,105,110,160,4,2.4,2,1,0,0,60,36.1764362071444,4,9
2403425,10,55,1-10-2024-055-09,9,1,262,452,182,1604,156,89,100,999,4,2.3,2,3,0,0,57,838.325820933804,4,9
2403425,10,55,1-10-2024-055-09,9,2,353,559,201,2105,170,98,110,999,8,5.2,2,2,9,0,99,838.325820933804,4,9
2401126,73,38,1-73-2024-038-03,3,1,290,498,198,1957,170,95,113,160,6,3.8,2,4,0,1,56,23.5881329232141,3,9
2404458,16,115,1-16-2024-115-02,2,1,262,430,176,1200,153,87,82,146,4,1.6,2,1,0,1,61,35.8384991974306,5,9
2404458,16,115,1-16-2024-115-02,2,2,292,482,194,2211,163,88,102,150,6,3.6,2,3,0,0,53,35.8384991974306,5,9
2402798,62,74,1-62-2024-074-02,2,1,404,635,208,3009,172,103,128,999,8,6.6,2,3,9,0,99,61.2648028245878,7,9
2400130,27,3,1-27-2024-003-08,8,1,333,533,182,2034,159,87,113,154,8,4.7,2,3,0,1,58,27.4102566170998,3,9
2405749,15,221,1-15-2024-221-03,3,1,286,471,189,2100,163,87,99,999,6,3.0,2,4,0,0,50,11.752943697986,1,9
2405786,30,196,1-30-2024-196-03,3,1,343,569,202,2664,173,101,124,999,8,4.8,9,2,9,0,53,303.201045250652,10,9
2405786,30,196,1-30-2024-196-03,3,2,273,455,190,1313,157,93,89,160,4,2.0,2,1,0,0,61,303.201045250652,10,9
2405786,30,196,1-30-2024-196-03,3,3,286,478,184,1706,158,95,97,160,4,2.4,2,1,0,0,57,303.201045250652,10,9
2405454,11,165,1-11-2024-165-NM1,21,1,257,414,180,1346,158,83,73,999,4,1.6,2,1,9,0,61,37.1071357763572,8,9
2403771,81,90,1-81-2024-090-02,2,1,283,489,183,1520,158,98,109,150,4,2.5,2,1,0,0,60,26.3649807190026,8,9
2401278,11,30,1-11-2024-030-06,6,1,280,484,183,1468,159,97,108,144,4,2.4,2,1,0,0,60,4617.44446865698,8,9
2401278,11,30,1-11-2024-030-06,6,2,290,501,196,2044,167,100,111,999,99,3.5,2,3,9,0,54,4617.44446865698,8,9
2401364,13,36,1-13-2024-036-02,2,1,257,405,172,1124,153,81,67,140,4,1.6,2,1,0,0,63,9.13287494953795,7,9
2401364,13,36,1-13-2024-036-02,2,2,279,500,190,2095,164,108,113,180,6,3.5,2,1,0,0,55,9.13287494953795,7,9
2402938,10,43,1-10-2024-043-05,5,1,270,463,184,1610,160,93,100,150,4,2.5,2,4,0,0,57,46.5643531239171,4,9
2402938,10,43,1-10-2024-043-05,5,2,269,461,185,1847,151,82,111,999,8,4.7,2,3,9,0,54,46.5643531239171,4,9
2402692,69,50,1-69-2024-050-NM1,21,1,285,484,192,1700,163,92,107,160,6,3.6,2,2,0,0,52,7.66811372485411,8,9
2402360,52,36,1-52-2024-036-03,3,1,274,467,190,1333,157,93,100,148,4,2.0,2,1,0,0,60,37.7054990290211,12,9
2405692,12,112,1-12-2024-112-03,3,1,283,489,183,1520,158,98,109,160,4,2.5,2,1,0,0,60,164.057323491007,9,9
2403293,73,94,1-73-2024-094-07,7,1,418,622,203,2540,173,90,113,180,8,5.7,2,3,0,1,58,46.0859335695799,3,9
2403379,16,99,1-16-2024-099-01,1,1,283,488,191,1408,160,94,112,150,4,1.5,2,1,0,0,61,75.8360340917396,5,9
