CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,SEATLOC,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION
2401225,81,26,1-81-2024-026-08,8,1,14,23,20,999,2,3,311.568158784373,8,9
2401225,81,26,1-81-2024-026-08,8,1,15,23,9,999,1,3,311.568158784373,8,9
2401225,81,26,1-81-2024-026-08,8,1,16,11,21,999,9,1,311.568158784373,8,9
2401225,81,26,1-81-2024-026-08,8,1,17,12,21,999,9,1,311.568158784373,8,9
2403988,30,142,1-30-2024-142-08,8,1,3,21,15,5,1,3,294.615301509236,10,9
2400152,81,7,1-81-2024-007-02,2,1,1,11,17,999,9,3,23.5191438097523,8,9
2400152,81,7,1-81-2024-007-02,2,1,2,11,7,999,9,3,23.5191438097523,8,9
2400152,81,7,1-81-2024-007-02,2,1,3,11,8,999,9,3,23.5191438097523,8,9
2400152,81,7,1-81-2024-007-02,2,1,4,21,15,999,9,3,23.5191438097523,8,9
2400152,81,7,1-81-2024-007-02,2,4,1,23,16,999,1,3,23.5191438097523,8,9
2405980,26,133,1-26-2024-133-01,1,1,1,11,24,999,2,2,115.531316627262,10,9
2402963,69,57,1-69-2024-057-01,1,1,1,11,1,999,3,2,8.82408354436594,8,9
2402963,69,57,1-69-2024-057-01,1,1,2,11,2,999,3,2,8.82408354436594,8,9
2402963,69,57,1-69-2024-057-01,1,1,3,12,3,999,3,2,8.82408354436594,8,9
2402963,69,57,1-69-2024-057-01,1,1,4,11,22,999,9,2,8.82408354436594,8,9
2402963,69,57,1-69-2024-057-01,1,1,5,11,21,999,9,2,8.82408354436594,8,9
2402963,69,57,1-69-2024-057-01,1,1,6,11,35,999,9,2,8.82408354436594,8,9
2402963,69,57,1-69-2024-057-01,1,1,7,23,24,999,2,2,8.82408354436594,8,9
2402963,69,57,1-69-2024-057-01,1,1,8,88,96,999,8,8,8.82408354436594,8,9
2403224,76,85,1-76-2024-085-04,4,1,1,23,30,14,2,1,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,2,22,30,6,1,1,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,3,21,32,999,1,1,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,4,22,32,999,3,1,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,5,23,32,999,3,1,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,6,21,25,7,1,2,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,7,22,25,11,2,2,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,8,23,25,46,5,2,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,9,23,16,20,3,3,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,10,21,9,999,9,3,159.257021770113,3,9
2403224,76,85,1-76-2024-085-04,4,1,11,23,9,999,9,3,159.257021770113,3,9
2403461,69,73,1-69-2024-073-01,1,1,1,11,5,999,3,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,1,2,11,2,999,3,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,1,3,11,1,999,2,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,1,4,11,34,999,2,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,1,5,11,6,999,2,3,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,1,6,12,3,999,1,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,1,7,98,32,999,3,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,2,1,11,3,8,2,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,2,2,11,5,5,1,2,25.5510252230987,8,9
2403461,69,73,1-69-2024-073-01,1,2,3,11,12,5,1,3,25.5510252230987,8,9
2400556,77,20,1-77-2024-020-03,3,1,1,23,17,3,1,3,114.553202113012,9,9
2400556,77,20,1-77-2024-020-03,3,1,2,23,9,2,0,3,114.553202113012,9,9
2405631,62,166,1-62-2024-166-08,8,1,1,12,21,999,9,2,758.921079249798,7,9
2405631,62,166,1-62-2024-166-08,8,1,2,13,7,999,2,2,758.921079249798,7,9
2405880,77,187,1-77-2024-187-05,5,1,1,31,13,8,2,3,90.6570748528622,9,9
2403069,69,59,1-69-2024-059-01,1,1,1,11,1,10,2,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,2,11,6,16,3,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,3,11,3,20,3,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,4,13,6,30,4,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,5,13,24,25,3,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,6,11,24,10,2,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,7,21,25,5,1,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,8,22,25,10,2,2,7.66811372485411,8,9
2403069,69,59,1-69-2024-059-01,1,1,9,23,25,12,2,2,7.66811372485411,8,9
2403616,32,123,1-32-2024-123-NM1,21,1,1,11,21,999,9,2,73.4062485290255,7,9
2402073,66,47,1-66-2024-047-02,2,1,1,11,21,4,1,2,107.302186022856,6,9
2402073,66,47,1-66-2024-047-02,2,1,2,12,21,5,1,2,107.302186022856,6,9
2402073,66,47,1-66-2024-047-02,2,2,1,13,16,2,0,3,107.302186022856,6,9
2402073,66,47,1-66-2024-047-02,2,2,2,13,8,6,1,3,107.302186022856,6,9
2402073,66,47,1-66-2024-047-02,2,2,3,23,15,6,1,3,107.302186022856,6,9
2402073,66,47,1-66-2024-047-02,2,2,4,13,6,999,1,3,107.302186022856,6,9
2402073,66,47,1-66-2024-047-02,2,2,5,23,6,999,1,3,107.302186022856,6,9
2400911,66,18,1-66-2024-018-04,4,1,1,13,21,7,1,2,114.973892842,6,9
2400911,66,18,1-66-2024-018-04,4,1,2,12,21,4,1,2,114.973892842,6,9
2400948,13,24,1-13-2024-024-01,1,1,1,11,1,999,4,2,56.8234365067384,7,9
2400948,13,24,1-13-2024-024-01,1,1,2,11,2,999,4,2,56.8234365067384,7,9
2400948,13,24,1-13-2024-024-01,1,1,3,12,3,999,4,2,56.8234365067384,7,9
2400948,13,24,1-13-2024-024-01,1,1,4,13,4,999,4,2,56.8234365067384,7,9
2400948,13,24,1-13-2024-024-01,1,1,5,11,5,999,3,2,56.8234365067384,7,9
2403012,82,75,1-82-2024-075-02,2,1,1,13,4,999,1,2,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,2,12,3,999,2,2,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,3,11,2,999,2,2,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,4,11,1,999,9,2,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,5,13,22,999,3,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,6,12,22,999,5,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,7,11,22,999,5,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,8,13,19,999,3,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,9,12,19,999,5,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,10,11,19,999,5,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,11,21,19,999,1,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,12,22,19,999,1,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,13,11,21,999,9,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,14,12,21,999,9,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,15,13,21,999,9,1,23.9814262485552,1,9
2403012,82,75,1-82-2024-075-02,2,1,16,11,35,999,4,2,23.9814262485552,1,9
2405668,54,123,1-54-2024-123-10,10,1,1,99,99,999,9,9,892.219811254638,9,9
2405680,81,146,1-81-2024-146-08,8,1,1,11,22,999,2,1,280.699265939303,8,9
2405680,81,146,1-81-2024-146-08,8,1,2,11,19,999,9,1,280.699265939303,8,9
2405680,81,146,1-81-2024-146-08,8,1,3,12,22,999,2,1,280.699265939303,8,9
2405680,81,146,1-81-2024-146-08,8,1,4,12,19,999,2,1,280.699265939303,8,9
2401254,33,19,1-33-2024-019-08,8,1,1,99,99,999,9,9,39.8865413755801,12,9
2402926,62,80,1-62-2024-080-05,5,1,1,11,5,20,3,2,40.9792470322256,7,9
2402926,62,80,1-62-2024-080-05,5,1,2,11,2,999,2,2,40.9792470322256,7,9
2402926,62,80,1-62-2024-080-05,5,1,3,13,24,999,3,2,40.9792470322256,7,9
2402677,54,70,1-54-2024-070-10,10,1,1,11,8,5,1,3,446.109905627319,9,9
2402677,54,70,1-54-2024-070-10,10,1,2,11,14,2,0,3,446.109905627319,9,9
2405431,69,135,1-69-2024-135-05,5,2,1,11,2,10,2,2,16.5467329701507,8,9
2405431,69,135,1-69-2024-135-05,5,2,2,12,3,15,3,2,16.5467329701507,8,9
2405431,69,135,1-69-2024-135-05,5,2,3,13,4,30,4,2,16.5467329701507,8,9
2405431,69,135,1-69-2024-135-05,5,2,4,11,32,8,2,3,16.5467329701507,8,9
2405431,69,135,1-69-2024-135-05,5,2,5,13,14,25,3,3,16.5467329701507,8,9
2405431,69,135,1-69-2024-135-05,5,2,6,12,22,10,2,1,16.5467329701507,8,9
2405431,69,135,1-69-2024-135-05,5,2,7,13,22,30,4,1,16.5467329701507,8,9
2404337,76,122,1-76-2024-122-03,3,1,1,11,21,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,2,12,21,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,3,13,21,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,4,11,22,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,5,12,22,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,6,13,22,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,7,11,19,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,8,12,19,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,9,13,19,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,10,12,32,999,9,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,11,13,32,999,9,1,71.5495535595937,3,9
2400748,27,24,1-27-2024-024-06,6,1,1,11,7,3,1,3,50.9387159232509,3,9
2400748,27,24,1-27-2024-024-06,6,1,2,11,22,4,1,1,50.9387159232509,3,9
2400748,27,24,1-27-2024-024-06,6,1,3,11,8,11,2,3,50.9387159232509,3,9
2400748,27,24,1-27-2024-024-06,6,1,4,11,17,999,2,3,50.9387159232509,3,9
2400748,27,24,1-27-2024-024-06,6,1,5,21,15,999,2,3,50.9387159232509,3,9
2400748,27,24,1-27-2024-024-06,6,1,6,21,9,5,1,3,50.9387159232509,3,9
2400748,27,24,1-27-2024-024-06,6,1,7,11,20,10,2,1,50.9387159232509,3,9
2401695,66,38,1-66-2024-038-10,10,1,1,11,8,3,1,3,242.389498710963,6,9
2401695,66,38,1-66-2024-038-10,10,1,2,11,16,7,1,3,242.389498710963,6,9
2401695,66,38,1-66-2024-038-10,10,1,3,11,20,3,1,3,242.389498710963,6,9
2401695,66,38,1-66-2024-038-10,10,1,4,21,20,5,1,3,242.389498710963,6,9
2401695,66,38,1-66-2024-038-10,10,1,5,21,9,16,3,3,242.389498710963,6,9
2401695,66,38,1-66-2024-038-10,10,1,6,31,20,12,2,3,242.389498710963,6,9
2401289,14,19,1-14-2024-019-04,4,2,1,23,17,5,1,3,924.75131399512,8,9
2405617,21,137,1-21-2024-137-05,5,1,1,11,21,999,6,2,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,2,12,21,999,6,2,31.6080006612922,11,9
2401225,81,26,1-81-2024-026-08,8,1,18,13,21,999,9,1,311.568158784373,8,9
2404806,66,96,1-66-2024-096-03,3,2,1,21,24,999,1,2,96.0036958815834,6,9
2400561,18,19,1-18-2024-019-07,7,2,1,11,16,6,1,3,950.591365303636,6,9
2400561,18,19,1-18-2024-019-07,7,2,2,11,8,5,1,3,950.591365303636,6,9
2400561,18,19,1-18-2024-019-07,7,2,3,21,17,4,1,3,950.591365303636,6,9
2405470,31,117,1-31-2024-117-05,5,1,1,11,5,999,2,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,1,2,11,2,999,1,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,1,3,12,3,999,1,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,1,4,13,24,999,1,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,1,5,11,12,999,1,3,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,2,1,11,5,29,3,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,2,2,11,2,17,3,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,2,3,12,3,30,4,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,2,4,11,7,4,1,2,223.697137607501,6,9
2405470,31,117,1-31-2024-117-05,5,2,5,11,12,999,2,2,223.697137607501,6,9
2403292,62,90,1-62-2024-090-02,2,2,1,11,7,7,1,3,40.5230025519482,7,9
2403292,62,90,1-62-2024-090-02,2,2,2,11,8,6,1,3,40.5230025519482,7,9
2403292,62,90,1-62-2024-090-02,2,2,3,11,20,7,1,3,40.5230025519482,7,9
2403292,62,90,1-62-2024-090-02,2,2,4,21,20,5,1,3,40.5230025519482,7,9
2403292,62,90,1-62-2024-090-02,2,2,5,13,20,999,1,3,40.5230025519482,7,9
2403292,62,90,1-62-2024-090-02,2,2,6,23,20,999,1,3,40.5230025519482,7,9
2403292,62,90,1-62-2024-090-02,2,2,7,13,8,999,1,3,40.5230025519482,7,9
2403292,62,90,1-62-2024-090-02,2,2,8,98,9,999,1,3,40.5230025519482,7,9
2404288,54,103,1-54-2024-103-02,2,2,1,21,17,10,2,3,132.981711816027,9,9
2402530,81,51,1-81-2024-051-06,6,2,1,13,18,999,9,3,3112.81222309498,8,9
2401534,12,27,1-12-2024-027-10,10,2,1,13,15,8,2,3,10950.8685767775,9,9
2405617,21,137,1-21-2024-137-05,5,1,3,13,21,999,6,2,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,4,11,22,16,3,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,5,12,22,18,3,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,6,13,22,12,2,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,7,11,7,6,1,3,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,8,11,20,5,1,3,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,9,21,20,4,1,3,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,10,21,30,8,2,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,11,22,30,6,1,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,12,23,30,3,1,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,13,11,19,999,2,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,14,12,19,999,2,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,15,13,19,999,2,1,31.6080006612922,11,9
2402285,54,58,1-54-2024-058-07,7,1,1,99,99,999,9,9,248.157241541513,9,9
2400699,16,22,1-16-2024-022-02,2,3,1,13,4,5,1,2,18.740072057542,5,9
2400699,16,22,1-16-2024-022-02,2,3,2,11,21,999,1,2,18.740072057542,5,9
2400699,16,22,1-16-2024-022-02,2,3,3,12,21,999,1,2,18.740072057542,5,9
2400699,16,22,1-16-2024-022-02,2,3,4,13,21,999,1,2,18.740072057542,5,9
2403553,77,122,1-77-2024-122-02,2,1,1,21,14,5,1,3,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,2,13,15,35,4,3,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,3,13,6,38,4,3,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,4,13,4,25,3,2,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,5,13,21,22,3,2,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,6,12,21,22,3,2,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,7,11,21,30,4,2,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,8,23,19,3,1,1,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,9,22,19,4,1,1,83.1566199866033,9,9
2403802,17,119,1-17-2024-119-03,3,1,1,21,9,2,0,3,84.9097725138934,4,9
2403802,17,119,1-17-2024-119-03,3,1,2,21,17,3,1,3,84.9097725138934,4,9
2406209,21,154,1-21-2024-154-01,1,1,1,99,99,999,9,9,32.0082246155111,11,9
2402628,28,79,1-28-2024-079-06,6,1,1,11,6,22,3,3,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,1,2,11,2,15,3,2,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,1,3,11,14,5,1,3,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,1,4,11,7,10,2,3,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,1,5,11,8,4,1,3,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,1,6,11,29,4,1,3,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,1,7,11,5,3,1,2,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,1,8,11,1,2,0,3,44.5186799027896,3,9
2401887,10,24,1-10-2024-024-02,2,1,1,13,21,999,1,2,22.3566511295402,4,9
2405972,21,146,1-21-2024-146-NM1,21,1,1,11,21,999,6,2,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,2,12,21,999,6,2,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,3,13,21,999,6,2,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,4,11,19,6,1,1,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,5,11,2,999,2,2,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,6,12,3,999,2,2,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,7,13,4,999,2,2,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,8,13,32,12,2,3,9.08918343004306,11,9
2405717,52,56,1-52-2024-056-03,3,2,1,98,31,999,2,2,84.9706344483022,12,9
2403653,59,113,1-59-2024-113-07,7,2,1,13,17,11,2,2,956.812136728296,6,9
2403653,59,113,1-59-2024-113-07,7,2,2,13,8,10,2,2,956.812136728296,6,9
2403653,59,113,1-59-2024-113-07,7,2,3,23,15,7,1,2,956.812136728296,6,9
2403653,59,113,1-59-2024-113-07,7,2,4,23,6,5,1,2,956.812136728296,6,9
2403653,59,113,1-59-2024-113-07,7,2,5,13,6,6,1,2,956.812136728296,6,9
2403659,62,102,1-62-2024-102-06,6,1,1,13,17,18,3,3,1429.435218867,7,9
2403659,62,102,1-62-2024-102-06,6,1,2,23,15,19,3,3,1429.435218867,7,9
2403659,62,102,1-62-2024-102-06,6,1,3,13,7,999,3,3,1429.435218867,7,9
2406315,14,131,1-14-2024-131-03,3,1,1,11,3,13,2,3,164.682121960949,8,9
2406315,14,131,1-14-2024-131-03,3,1,2,11,32,7,1,3,164.682121960949,8,9
2405866,66,115,1-66-2024-115-06,6,1,1,11,21,8,2,1,124.972344097308,6,9
2405866,66,115,1-66-2024-115-06,6,1,2,12,21,11,2,1,124.972344097308,6,9
2405866,66,115,1-66-2024-115-06,6,1,3,13,21,9,2,1,124.972344097308,6,9
2402528,77,86,1-77-2024-086-08,8,2,1,11,2,16,3,2,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,2,12,3,22,3,2,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,3,13,4,30,4,2,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,4,13,7,40,4,2,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,5,13,14,14,2,3,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,6,23,8,11,2,3,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,7,23,14,13,2,3,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,8,13,21,12,2,2,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,9,13,22,999,1,2,921.984007928312,9,9
2402030,62,51,1-62-2024-051-02,2,1,1,13,4,10,2,2,30.7296078319322,7,9
2401495,62,39,1-62-2024-039-02,2,2,1,77,97,997,7,7,27.4104501869369,7,9
2405817,60,96,1-60-2024-096-06,6,1,1,21,19,6,1,1,812.131135711044,8,9
2404151,81,102,1-81-2024-102-02,2,2,1,21,24,999,2,2,26.6902214863668,8,9
2404151,81,102,1-81-2024-102-02,2,2,2,22,25,999,1,2,26.6902214863668,8,9
2403510,82,90,1-82-2024-090-06,6,2,1,11,15,5,1,3,254.538804801585,1,9
2403753,21,78,1-21-2024-078-01,1,1,1,11,7,8,2,3,60.528048009658,11,9
2403753,21,78,1-21-2024-078-01,1,1,2,11,22,999,3,1,60.528048009658,11,9
2403753,21,78,1-21-2024-078-01,1,1,3,12,22,999,2,1,60.528048009658,11,9
2403753,21,78,1-21-2024-078-01,1,1,4,11,20,10,2,3,60.528048009658,11,9
2403753,21,78,1-21-2024-078-01,1,1,5,21,20,8,2,3,60.528048009658,11,9
2403753,21,78,1-21-2024-078-01,1,1,6,11,19,6,1,1,60.528048009658,11,9
2405917,19,86,1-19-2024-086-01,1,1,1,13,20,28,3,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,2,13,22,18,3,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,3,13,8,37,4,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,4,13,7,10,2,3,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,5,13,30,20,3,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,6,12,22,999,2,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,7,13,21,999,2,2,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,8,11,22,999,1,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,9,12,21,999,2,2,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,10,11,21,999,2,2,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,11,13,19,999,3,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,12,11,19,999,1,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,13,12,19,999,2,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,1,13,22,23,3,2,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,2,13,19,22,3,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,3,12,22,999,2,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,4,12,19,999,1,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,5,13,35,999,9,2,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,6,11,21,999,3,2,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,7,12,21,999,2,2,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,8,13,21,999,2,2,103.75873151528,9,9
2402179,69,40,1-69-2024-040-02,2,1,1,11,15,6,1,3,7.30201599951961,8,9
2401346,81,27,1-81-2024-027-02,2,1,1,11,2,21,3,2,30.8995068274556,8,9
2401346,81,27,1-81-2024-027-02,2,2,1,11,2,5,1,2,30.8995068274556,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,1,12,21,999,1,2,37.1071357763572,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,2,13,21,999,1,2,37.1071357763572,8,9
2402671,48,88,1-48-2024-088-02,2,1,1,11,17,14,2,3,74.210049573419,12,9
2402671,48,88,1-48-2024-088-02,2,1,2,12,24,10,2,3,74.210049573419,12,9
2402671,48,88,1-48-2024-088-02,2,1,3,21,24,19,3,2,74.210049573419,12,9
2402671,48,88,1-48-2024-088-02,2,1,4,21,15,34,4,3,74.210049573419,12,9
2402671,48,88,1-48-2024-088-02,2,1,5,21,8,999,3,3,74.210049573419,12,9
2403951,48,128,1-48-2024-128-06,6,1,1,99,99,999,9,9,226.137614831187,12,9
2400115,25,2,1-25-2024-002-01,1,1,1,99,99,999,9,9,84.4595032082749,2,9
2400115,25,2,1-25-2024-002-01,1,2,1,11,8,8,2,3,84.4595032082749,2,9
2400115,25,2,1-25-2024-002-01,1,2,2,11,5,5,1,2,84.4595032082749,2,9
2400115,25,2,1-25-2024-002-01,1,2,3,11,2,999,1,2,84.4595032082749,2,9
2400115,25,2,1-25-2024-002-01,1,2,4,11,32,5,1,3,84.4595032082749,2,9
2400115,25,2,1-25-2024-002-01,1,2,5,11,7,999,1,3,84.4595032082749,2,9
2400115,25,2,1-25-2024-002-01,1,2,6,11,12,999,2,2,84.4595032082749,2,9
2405574,16,126,1-16-2024-126-NM1,21,1,1,13,21,10,2,2,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,2,12,21,10,2,2,196.102077456907,5,9
2401787,69,32,1-69-2024-032-08,8,1,1,11,5,10,2,2,168.132556552678,8,9
2401787,69,32,1-69-2024-032-08,8,1,2,11,32,9,2,2,168.132556552678,8,9
2401787,69,32,1-69-2024-032-08,8,1,3,11,2,3,1,2,168.132556552678,8,9
2401787,69,32,1-69-2024-032-08,8,1,4,12,3,7,1,2,168.132556552678,8,9
2403645,31,71,1-31-2024-071-01,1,1,1,11,2,999,5,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,2,12,3,999,4,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,3,13,4,999,3,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,4,11,5,999,3,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,5,11,7,999,2,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,6,21,8,9,2,3,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,7,11,20,23,3,1,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,8,11,32,28,3,1,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,9,12,21,999,1,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,10,11,21,999,2,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,11,11,6,999,3,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,1,12,11,12,999,2,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,2,1,11,1,999,2,2,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,2,2,11,16,999,2,3,190.536266122907,6,9
2403645,31,71,1-31-2024-071-01,1,2,3,11,2,999,3,2,190.536266122907,6,9
