CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,SEATLOC,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION
2405299,69,129,1-69-2024-129-05,5,1,6,13,22,999,2,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,7,11,19,999,4,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,8,12,19,999,4,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,9,13,19,999,2,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,10,11,7,999,3,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,11,13,7,999,3,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,12,21,20,999,2,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,13,21,19,999,2,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,14,98,30,999,3,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,15,11,35,999,3,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,16,12,35,999,4,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,17,13,35,999,4,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,18,11,18,999,9,3,7.30201599951961,8,9
2405050,69,120,1-69-2024-120-08,8,2,1,11,3,15,3,2,43.4057771952858,8,9
2405050,69,120,1-69-2024-120-08,8,2,2,11,7,6,1,3,43.4057771952858,8,9
2405050,69,120,1-69-2024-120-08,8,2,3,11,20,12,2,3,43.4057771952858,8,9
2405050,69,120,1-69-2024-120-08,8,2,4,11,8,20,3,3,43.4057771952858,8,9
2402405,62,62,1-62-2024-062-05,5,1,1,21,17,15,3,3,79.6455162566525,7,9
2402405,62,62,1-62-2024-062-05,5,1,2,21,9,5,1,3,79.6455162566525,7,9
2402442,33,40,1-33-2024-040-03,3,1,1,12,21,5,1,1,51.2513411158493,12,9
2402442,33,40,1-33-2024-040-03,3,1,2,13,21,4,1,1,51.2513411158493,12,9
2405405,18,132,1-18-2024-132-01,1,1,1,12,21,20,3,2,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,2,11,21,28,3,2,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,3,11,16,9,2,3,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,4,11,2,4,1,2,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,5,12,3,1,0,2,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,6,11,19,3,1,1,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,7,12,19,3,1,1,63.8166126674341,6,9
2403700,69,80,1-69-2024-080-01,1,1,2,12,3,999,3,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,3,13,4,999,3,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,4,11,2,999,3,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,5,11,5,999,3,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,6,11,6,999,2,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,7,11,12,999,2,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,8,13,5,999,3,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,9,13,12,999,2,3,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,1,10,13,6,999,2,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,2,1,11,6,3,1,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,2,2,13,5,13,2,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,2,3,11,24,43,4,2,12.402162466744,8,9
2403700,69,80,1-69-2024-080-01,1,2,4,13,24,9,2,2,12.402162466744,8,9
2403712,60,47,1-60-2024-047-10,10,1,1,12,19,6,1,1,10692.6304351397,8,9
2404290,67,31,1-67-2024-031-05,5,1,1,11,21,999,2,2,70.7745535355824,7,9
2404290,67,31,1-67-2024-031-05,5,1,2,12,21,999,1,2,70.7745535355824,7,9
2402040,73,63,1-73-2024-063-03,3,2,1,23,15,15,3,3,23.5881329232141,3,9
2403108,14,51,1-14-2024-051-06,6,1,1,11,17,999,2,3,320.057583182733,8,9
2403108,14,51,1-14-2024-051-06,6,1,2,11,8,999,9,3,320.057583182733,8,9
2403108,14,51,1-14-2024-051-06,6,1,3,21,14,999,3,3,320.057583182733,8,9
2404055,23,42,1-23-2024-042-05,5,2,1,98,31,999,2,2,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,2,21,24,999,3,2,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,3,23,24,999,1,2,106.980373929413,5,9
2405727,27,177,1-27-2024-177-03,3,1,1,11,2,4,1,2,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,2,11,7,22,3,3,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,3,21,30,11,2,1,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,4,21,19,13,2,1,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,5,22,30,25,3,1,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,6,22,19,26,3,1,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,7,23,30,18,3,1,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,8,23,19,20,3,1,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,9,23,20,10,2,1,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,10,11,21,999,3,2,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,11,12,21,999,3,2,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,12,13,21,999,2,2,15.4192274038201,3,9
2404731,31,102,1-31-2024-102-03,3,3,1,99,99,999,9,9,151.964719784207,6,9
2400354,76,7,1-76-2024-007-07,7,1,1,98,19,4,1,1,72.7960942583928,3,9
2405913,17,192,1-17-2024-192-08,8,1,1,13,19,4,1,1,66.7779698608357,4,9
2405913,17,192,1-17-2024-192-08,8,1,2,13,7,4,1,3,66.7779698608357,4,9
2405913,17,192,1-17-2024-192-08,8,1,3,13,21,2,0,1,66.7779698608357,4,9
2401585,22,46,1-22-2024-046-01,1,1,1,11,1,999,3,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,2,11,2,999,3,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,3,11,5,999,3,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,4,11,6,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,5,11,7,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,6,11,21,999,3,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,7,11,22,999,3,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,8,11,32,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,9,11,3,999,3,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,10,11,32,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,11,12,3,999,3,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,12,12,21,999,2,2,23.1353338048251,12,9
2403827,28,116,1-28-2024-116-03,3,1,2,12,21,999,1,1,59.3520019457149,3,9
2403827,28,116,1-28-2024-116-03,3,1,3,13,21,999,1,1,59.3520019457149,3,9
2403827,28,116,1-28-2024-116-03,3,1,4,11,22,6,1,1,59.3520019457149,3,9
2403827,28,116,1-28-2024-116-03,3,1,5,12,22,6,1,1,59.3520019457149,3,9
2403827,28,116,1-28-2024-116-03,3,1,6,13,22,5,1,1,59.3520019457149,3,9
2403827,28,116,1-28-2024-116-03,3,1,7,11,19,6,1,1,59.3520019457149,3,9
2403827,28,116,1-28-2024-116-03,3,1,8,12,19,8,2,1,59.3520019457149,3,9
2403827,28,116,1-28-2024-116-03,3,1,9,13,19,6,1,1,59.3520019457149,3,9
2400876,24,17,1-24-2024-017-03,3,1,1,11,21,999,1,1,28.7833246640805,1,9
2404319,11,129,1-11-2024-129-09,9,1,1,11,15,12,2,3,773.836866449136,8,9
2400335,11,6,1-11-2024-006-03,3,2,1,98,31,999,3,2,84.2498727782102,8,9
2403681,48,122,1-48-2024-122-06,6,1,1,11,7,7,1,3,94.3884388953899,12,9
2403681,48,122,1-48-2024-122-06,6,1,2,11,22,20,3,1,94.3884388953899,12,9
2403681,48,122,1-48-2024-122-06,6,1,3,11,21,15,3,1,94.3884388953899,12,9
2403681,48,122,1-48-2024-122-06,6,1,4,12,21,48,5,1,94.3884388953899,12,9
2403681,48,122,1-48-2024-122-06,6,1,5,13,21,54,5,1,94.3884388953899,12,9
2403681,48,122,1-48-2024-122-06,6,1,6,13,7,4,1,3,94.3884388953899,12,9
2403681,48,122,1-48-2024-122-06,6,1,7,11,19,999,3,1,94.3884388953899,12,9
2406100,21,148,1-21-2024-148-01,1,2,1,11,34,999,9,2,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,2,12,34,999,9,2,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,3,13,34,999,9,3,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,4,11,2,999,9,2,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,5,12,3,999,9,2,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,6,13,4,999,9,2,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,7,11,5,15,3,3,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,8,21,24,26,3,2,39.4711762734772,11,9
2406100,21,148,1-21-2024-148-01,1,2,9,22,32,16,3,2,39.4711762734772,11,9
2401523,30,52,1-30-2024-052-03,3,2,1,13,22,4,1,1,249.635031514874,10,9
2401523,30,52,1-30-2024-052-03,3,2,2,12,22,2,0,1,249.635031514874,10,9
2401523,30,52,1-30-2024-052-03,3,2,3,13,8,4,1,3,249.635031514874,10,9
2401357,18,51,1-18-2024-051-08,8,1,1,11,21,9,2,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,2,12,21,3,1,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,3,13,21,10,2,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,4,13,22,2,0,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,5,11,20,19,3,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,6,21,20,43,4,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,7,11,19,10,2,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,8,12,19,12,2,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,9,13,19,12,2,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,10,21,19,40,4,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,11,22,19,5,1,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,12,23,19,29,3,1,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,13,21,16,999,3,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,14,21,8,16,3,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,15,23,8,45,4,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,16,13,17,15,3,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,17,13,7,26,3,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,18,11,7,14,2,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,19,13,20,999,9,3,56.5663772378367,6,9
2401357,18,51,1-18-2024-051-08,8,1,20,23,20,999,9,3,56.5663772378367,6,9
2404677,62,137,1-62-2024-137-04,4,2,1,99,99,999,9,9,3101.50103629253,7,9
2402021,57,40,1-57-2024-040-06,6,1,1,13,19,9,2,1,428.153726027629,1,9
2402021,57,40,1-57-2024-040-06,6,1,2,12,19,999,2,1,428.153726027629,1,9
2403220,25,80,1-25-2024-080-01,1,1,8,12,21,999,2,2,37.8996534757413,2,9
2403220,25,80,1-25-2024-080-01,1,1,9,13,21,999,2,2,37.8996534757413,2,9
2403884,69,85,1-69-2024-085-04,4,2,1,21,25,6,1,2,89.8384928002341,8,9
2400303,54,14,1-54-2024-014-07,7,2,1,11,14,2,0,3,163.639088013261,9,9
2402224,32,79,1-32-2024-079-01,1,1,1,11,5,13,2,2,73.3907437140686,7,9
2402224,32,79,1-32-2024-079-01,1,1,2,11,2,5,1,2,73.3907437140686,7,9
2402224,32,79,1-32-2024-079-01,1,1,3,11,6,999,1,2,73.3907437140686,7,9
2402224,32,79,1-32-2024-079-01,1,1,4,11,31,999,2,2,73.3907437140686,7,9
2402224,32,79,1-32-2024-079-01,1,1,5,12,31,999,2,2,73.3907437140686,7,9
2402224,32,79,1-32-2024-079-01,1,1,6,13,31,999,2,2,73.3907437140686,7,9
2402224,32,79,1-32-2024-079-01,1,1,7,11,29,999,9,2,73.3907437140686,7,9
2402224,32,79,1-32-2024-079-01,1,1,8,11,24,999,9,2,73.3907437140686,7,9
2401560,52,22,1-52-2024-022-03,3,1,1,13,5,999,2,1,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,1,2,13,4,5,1,2,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,1,3,13,21,7,1,2,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,1,4,12,21,4,1,2,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,1,5,11,21,3,1,2,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,1,6,13,7,999,1,2,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,2,1,98,31,999,3,2,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,2,2,21,24,999,3,2,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,2,3,23,24,999,3,2,18.6968585475994,12,9
2401228,73,39,1-73-2024-039-03,3,2,1,11,5,999,9,2,23.5881329232141,3,9
2400564,48,20,1-48-2024-020-05,5,2,1,13,4,19,3,2,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,2,13,5,20,3,2,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,3,11,19,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,4,21,19,999,4,1,80.9035530796695,12,9
2405405,18,132,1-18-2024-132-01,1,1,8,13,19,6,1,1,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,9,11,20,3,1,3,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,10,11,7,12,2,2,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,11,13,21,3,1,2,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,12,11,5,10,2,2,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,1,13,13,32,8,2,3,63.8166126674341,6,9
2405405,18,132,1-18-2024-132-01,1,2,1,11,17,2,0,3,63.8166126674341,6,9
2404409,48,144,1-48-2024-144-07,7,2,1,98,31,999,4,2,320.637738411807,12,9
2404409,48,144,1-48-2024-144-07,7,2,2,23,25,999,3,2,320.637738411807,12,9
2404409,48,144,1-48-2024-144-07,7,2,3,22,25,999,3,2,320.637738411807,12,9
2404409,48,144,1-48-2024-144-07,7,2,4,21,25,999,3,2,320.637738411807,12,9
2404409,48,144,1-48-2024-144-07,7,2,5,21,24,999,3,2,320.637738411807,12,9
2404280,62,122,1-62-2024-122-02,2,1,1,98,30,40,4,1,28.5234131836987,7,9
2404280,62,122,1-62-2024-122-02,2,1,2,31,19,12,2,1,28.5234131836987,7,9
2404280,62,122,1-62-2024-122-02,2,1,3,32,19,39,4,1,28.5234131836987,7,9
2404280,62,122,1-62-2024-122-02,2,1,4,33,19,35,4,1,28.5234131836987,7,9
2402952,30,102,1-30-2024-102-NM1,21,1,1,13,7,24,3,2,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,2,13,15,4,1,3,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,3,12,21,999,9,2,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,4,13,21,999,9,2,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,5,13,19,999,1,1,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,6,12,22,999,1,2,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,7,13,22,999,1,2,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,8,12,19,999,1,1,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,9,12,32,999,9,2,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,10,13,34,999,9,3,73.645145385009,10,9
2401755,81,34,1-81-2024-034-NM1,21,1,1,11,21,999,1,2,46.909790827141,8,9
2401672,60,17,1-60-2024-017-03,3,1,1,11,16,3,1,3,837.497473917714,8,9
2401423,28,38,1-28-2024-038-10,10,1,1,13,13,3,1,3,80.5683609045318,3,9
2400427,62,14,1-62-2024-014-03,3,2,1,13,15,43,4,3,402.933322817671,7,9
2400427,62,14,1-62-2024-014-03,3,2,2,23,15,19,3,3,402.933322817671,7,9
2400427,62,14,1-62-2024-014-03,3,2,3,13,8,6,1,3,402.933322817671,7,9
2400427,62,14,1-62-2024-014-03,3,2,4,13,4,999,3,1,402.933322817671,7,9
2401277,11,29,1-11-2024-029-02,2,2,1,11,15,4,1,2,30.7614595081659,8,9
2401363,13,35,1-13-2024-035-05,5,1,1,23,14,999,9,3,38.0193356006179,7,9
2401363,13,35,1-13-2024-035-05,5,2,1,11,7,999,1,1,38.0193356006179,7,9
2401363,13,35,1-13-2024-035-05,5,2,2,12,3,999,0,2,38.0193356006179,7,9
2401363,13,35,1-13-2024-035-05,5,2,3,13,7,999,1,1,38.0193356006179,7,9
2401363,13,35,1-13-2024-035-05,5,2,4,13,8,999,0,3,38.0193356006179,7,9
2401363,13,35,1-13-2024-035-05,5,2,5,13,22,999,2,1,38.0193356006179,7,9
2401363,13,35,1-13-2024-035-05,5,2,6,13,19,999,2,1,38.0193356006179,7,9
2404658,81,117,1-81-2024-117-NM1,21,2,1,23,16,999,1,3,26.5893987350207,8,9
2402703,30,93,1-30-2024-093-02,2,2,1,98,31,999,3,2,23.3913815537653,10,9
2406387,12,129,1-12-2024-129-10,10,1,1,23,9,2,0,3,2775.12094827989,9,9
2402545,25,62,1-25-2024-062-01,1,1,1,11,2,20,3,2,37.8996534757413,2,9
2402545,25,62,1-25-2024-062-01,1,1,2,13,7,8,2,2,37.8996534757413,2,9
2402545,25,62,1-25-2024-062-01,1,1,3,13,22,20,3,2,37.8996534757413,2,9
2402545,25,62,1-25-2024-062-01,1,1,4,12,22,38,4,2,37.8996534757413,2,9
2402545,25,62,1-25-2024-062-01,1,1,5,11,22,20,3,2,37.8996534757413,2,9
2402545,25,62,1-25-2024-062-01,1,1,6,23,20,3,1,1,37.8996534757413,2,9
2402545,25,62,1-25-2024-062-01,1,1,7,11,29,4,1,2,37.8996534757413,2,9
2402302,13,58,1-13-2024-058-06,6,1,1,11,17,7,1,3,3257.73544489409,7,9
2402302,13,58,1-13-2024-058-06,6,1,2,21,14,15,3,3,3257.73544489409,7,9
2402302,13,58,1-13-2024-058-06,6,1,3,11,8,7,1,3,3257.73544489409,7,9
2404958,14,95,1-14-2024-095-04,4,2,1,11,16,3,1,3,1497.44554492478,8,9
2404472,52,46,1-52-2024-046-03,3,2,1,11,24,17,3,3,474.51953142531,12,9
2404472,52,46,1-52-2024-046-03,3,2,2,98,31,999,3,2,474.51953142531,12,9
2404217,66,85,1-66-2024-085-03,3,2,1,21,24,8,2,2,79.4686416678806,6,9
2404217,66,85,1-66-2024-085-03,3,2,2,98,31,26,3,2,79.4686416678806,6,9
2404223,27,130,1-27-2024-130-09,9,1,1,21,8,3,1,3,14.5067065550545,3,9
2400636,32,18,1-32-2024-018-02,2,1,1,11,2,999,9,2,9.01771538689787,7,9
2400636,32,18,1-32-2024-018-02,2,1,2,11,5,999,9,2,9.01771538689787,7,9
2400636,32,18,1-32-2024-018-02,2,1,3,12,3,999,9,2,9.01771538689787,7,9
2405794,10,119,1-10-2024-119-06,6,1,1,99,99,999,9,9,469.073691082994,4,9
2403536,20,95,1-20-2024-095-03,3,1,1,12,21,999,1,1,140.279626384234,11,9
2401661,11,40,1-11-2024-040-02,2,1,1,99,99,999,9,9,30.7614595081659,8,9
2401323,27,44,1-27-2024-044-09,9,1,1,23,24,6,1,2,158.05014073623,3,9
2404317,33,83,1-33-2024-083-09,9,1,1,11,21,999,1,1,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,2,12,21,999,1,1,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,3,13,21,999,1,1,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,4,13,6,3,1,1,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,5,11,7,30,4,3,187.781585730197,12,9
2401585,22,46,1-22-2024-046-01,1,1,13,12,22,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,14,12,32,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,15,13,4,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,16,13,3,999,2,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,17,13,21,999,1,2,23.1353338048251,12,9
2400564,48,20,1-48-2024-020-05,5,2,5,12,19,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,6,22,19,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,7,13,19,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,8,23,19,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,9,11,22,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,10,12,22,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,11,13,22,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,12,11,7,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,13,21,8,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,14,21,9,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,15,11,20,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,16,21,20,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,17,21,30,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,18,22,30,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,19,23,29,999,4,1,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,20,13,18,999,3,3,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,21,11,21,999,3,2,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,22,12,21,999,3,2,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,23,13,21,999,3,2,80.9035530796695,12,9
2400564,48,20,1-48-2024-020-05,5,2,24,12,3,999,2,2,80.9035530796695,12,9
2404317,33,83,1-33-2024-083-09,9,1,6,11,20,30,4,3,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,7,21,8,30,4,3,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,8,21,20,30,4,3,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,9,21,9,10,2,3,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,10,21,30,8,2,1,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,11,22,30,4,1,1,187.781585730197,12,9
2401858,21,35,1-21-2024-035-05,5,1,1,11,21,34,4,2,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,2,12,21,12,2,2,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,3,13,21,10,2,2,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,4,13,32,24,3,2,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,5,13,19,5,1,1,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,6,21,9,4,1,3,24.0451985663992,11,9
2406192,29,108,1-29-2024-108-02,2,1,1,13,4,8,2,2,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,2,12,3,7,1,2,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,3,13,5,36,4,2,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,4,22,25,5,1,2,90.8510962627682,2,9
2400089,48,7,1-48-2024-007-04,4,1,1,21,19,999,1,1,144.051903745075,12,9
2400089,48,7,1-48-2024-007-04,4,1,2,22,19,999,1,1,144.051903745075,12,9
2404420,18,117,1-18-2024-117-01,1,2,1,13,14,2,0,3,63.8166126674341,6,9
2400682,59,23,1-59-2024-023-08,8,1,1,13,17,999,1,3,90.2221060039316,6,9
2400682,59,23,1-59-2024-023-08,8,1,2,23,13,999,1,3,90.2221060039316,6,9
2400682,59,23,1-59-2024-023-08,8,1,3,23,6,999,1,3,90.2221060039316,6,9
2400682,59,23,1-59-2024-023-08,8,1,4,13,7,999,1,1,90.2221060039316,6,9
2400682,59,23,1-59-2024-023-08,8,1,5,11,7,999,1,1,90.2221060039316,6,9
2405499,33,102,1-33-2024-102-01,1,1,1,11,7,20,3,3,72.5787308334631,12,9
2405499,33,102,1-33-2024-102-01,1,1,2,11,8,30,4,3,72.5787308334631,12,9
2401585,22,46,1-22-2024-046-01,1,1,18,13,22,999,1,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,19,13,32,999,4,2,23.1353338048251,12,9
2401585,22,46,1-22-2024-046-01,1,1,20,11,35,999,9,2,23.1353338048251,12,9
2401591,28,41,1-28-2024-041-08,8,2,1,11,18,999,2,3,48.0385140677194,3,9
2401591,28,41,1-28-2024-041-08,8,2,2,21,8,999,2,3,48.0385140677194,3,9
2401591,28,41,1-28-2024-041-08,8,2,3,21,18,999,2,3,48.0385140677194,3,9
2401591,28,41,1-28-2024-041-08,8,2,4,98,13,999,3,3,48.0385140677194,3,9
2400168,48,11,1-48-2024-011-06,6,1,1,11,21,8,2,2,422.474337478436,12,9
2404390,59,128,1-59-2024-128-08,8,1,1,11,2,10,2,3,556.055811451957,6,9
2404390,59,128,1-59-2024-128-08,8,1,2,11,7,22,3,3,556.055811451957,6,9
2404390,59,128,1-59-2024-128-08,8,1,3,11,14,11,2,3,556.055811451957,6,9
2404390,59,128,1-59-2024-128-08,8,1,4,11,6,30,4,3,556.055811451957,6,9
2404390,59,128,1-59-2024-128-08,8,1,5,11,5,3,1,3,556.055811451957,6,9
2404390,59,128,1-59-2024-128-08,8,1,6,11,1,999,2,1,556.055811451957,6,9
