CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,BAGLOCATION,BAGSTATUS,BAGTYPE,BAGDEPLOY,BAGMALFUNCTION,BAGFLAPSOPEN,BAGFLAPSDAM,BAGDAMAGE,BAGDAMSOURCE,PREVCRASH,PRIORMAINT,DEPLOYEVENT,BAGDVTOTAL,BAGDVLONG,BAGDVLAT,BAGDVENERGY,BAGDVSPEED,BAGDVBES,BAGDVEST,BAGDVRANK,CDCFORDEPLOY,CASEWGT,PSUSTRAT,VERSION
2400039,20,1,1-20-2024-001-03,3,1,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.9011133058566,11,9
2400039,20,1,1-20-2024-001-03,3,2,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,48.9011133058566,11,9
2400039,20,1,1-20-2024-001-03,3,2,2,5,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,48.9011133058566,11,9
2400039,20,1,1-20-2024-001-03,3,2,3,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,48.9011133058566,11,9
2400039,20,1,1-20-2024-001-03,3,2,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.9011133058566,11,9
2400039,20,1,1-20-2024-001-03,3,2,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.9011133058566,11,9
2400039,20,1,1-20-2024-001-03,3,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.9011133058566,11,9
2400040,81,2,1-81-2024-002-03,3,1,1,1,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,9,1,1,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,2,4,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,9,1,1,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,3,8,1,1,1,0,1,0,99,59,1,1,1,999,999,999,9999999,999,999,9,1,1,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,4,8,1,1,1,0,1,0,99,59,,,,,,,,,,,,,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,5,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,6,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,7,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,8,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,9,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,266.037932580766,8,9
2400040,81,2,1-81-2024-002-03,3,1,10,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,266.037932580766,8,9
2400041,11,1,1-11-2024-001-07,7,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,6,1,1,39.2977008375247,8,9
2400041,11,1,1-11-2024-001-07,7,1,2,5,1,99,1,0,1,0,0,50,9,9,2,999,999,999,9999999,999,999,6,2,2,39.2977008375247,8,9
2400041,11,1,1-11-2024-001-07,7,1,3,8,1,99,1,0,1,0,97,97,9,9,2,999,999,999,9999999,999,999,6,2,2,39.2977008375247,8,9
2400041,11,1,1-11-2024-001-07,7,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,39.2977008375247,8,9
2400041,11,1,1-11-2024-001-07,7,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,39.2977008375247,8,9
2400041,11,1,1-11-2024-001-07,7,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,39.2977008375247,8,9
2400042,14,1,1-14-2024-001-07,7,1,1,1,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,1866.51616575165,8,9
2400042,14,1,1-14-2024-001-07,7,1,2,4,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,1866.51616575165,8,9
2400042,14,1,1-14-2024-001-07,7,1,3,8,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,1866.51616575165,8,9
2400042,14,1,1-14-2024-001-07,7,1,4,2,9,79,79,79,79,79,79,79,,,,,,,,,,,,,1866.51616575165,8,9
2400042,14,1,1-14-2024-001-07,7,1,5,4,9,79,79,79,79,79,79,79,,,,,,,,,,,,,1866.51616575165,8,9
2400042,14,1,1-14-2024-001-07,7,1,6,8,9,79,79,79,79,79,79,79,,,,,,,,,,,,,1866.51616575165,8,9
2400042,14,1,1-14-2024-001-07,7,1,7,5,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,1866.51616575165,8,9
2400042,14,1,1-14-2024-001-07,7,1,8,5,9,79,79,79,79,79,79,79,,,,,,,,,,,,,1866.51616575165,8,9
2400043,16,1,1-16-2024-001-04,4,1,1,1,1,99,1,0,1,0,0,50,9,9,1,26,-26,5,47436,998,26,0,1,1,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,1,4,4,1,99,1,0,1,0,0,50,9,9,1,26,-26,5,47436,998,26,0,1,1,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,1,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,2,1,1,1,99,1,0,1,0,0,50,9,9,1,30,-29,-5,54084,998,30,0,1,1,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,2,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,2,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,2,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1184.77644929998,5,9
2400045,25,1,1-25-2024-001-07,7,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,2,4,1,1,99,99,69,69,69,69,1,1,69,,,,,,,,,69,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,3,11,1,1,99,99,69,69,69,69,1,1,69,,,,,,,,,69,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,4,11,1,1,99,99,69,69,69,69,,,,,,,,,,,,,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,5,5,1,1,99,99,69,69,69,69,1,1,69,,,,,,,,,69,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,6,5,1,1,99,99,69,69,69,69,,,,,,,,,,,,,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,7,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,8,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,4478.5820805509,2,9
2400045,25,1,1-25-2024-001-07,7,1,9,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,4478.5820805509,2,9
2400046,28,1,1-28-2024-001-10,10,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,80.5683609045318,3,9
2400046,28,1,1-28-2024-001-10,10,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.5683609045318,3,9
2400046,28,1,1-28-2024-001-10,10,1,3,7,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,80.5683609045318,3,9
2400046,28,1,1-28-2024-001-10,10,1,4,7,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.5683609045318,3,9
2400047,32,1,1-32-2024-001-03,3,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,2,5,1,99,1,0,1,0,0,50,9,9,3,20,-17,10,45176,998,19,0,1,1,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,3,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,4,8,1,99,1,0,1,0,0,50,9,9,3,20,-17,10,45176,998,19,0,1,1,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,5,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,7,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,8,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,2,10,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,1,1,1,99,1,0,1,0,0,50,9,9,3,25,-23,-9,45176,998,26,0,1,1,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,2,4,1,99,1,0,1,0,0,50,9,9,3,25,-23,-9,45176,998,26,0,1,1,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,5,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,6,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,8,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400047,32,1,1-32-2024-001-03,3,3,10,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,320.638176083653,7,9
2400049,60,2,1-60-2024-002-09,9,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,461.937193690162,8,9
2400049,60,2,1-60-2024-002-09,9,1,2,5,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,8,1,1,1,461.937193690162,8,9
2400049,60,2,1-60-2024-002-09,9,1,3,8,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,8,1,1,1,461.937193690162,8,9
2400049,60,2,1-60-2024-002-09,9,1,4,2,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,461.937193690162,8,9
2400049,60,2,1-60-2024-002-09,9,1,5,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,461.937193690162,8,9
2400049,60,2,1-60-2024-002-09,9,1,6,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,461.937193690162,8,9
2400050,69,1,1-69-2024-001-NM1,21,1,1,1,1,1,7,0,60,60,60,60,2,1,60,,,,,,,,,60,7.66811372485411,8,9
2400050,69,1,1-69-2024-001-NM1,21,1,2,2,1,1,7,0,60,60,60,60,2,1,60,,,,,,,,,60,7.66811372485411,8,9
2400051,69,2,1-69-2024-002-04,4,1,1,1,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,6,1,1,775.494115152989,8,9
2400051,69,2,1-69-2024-002-04,4,1,2,5,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,6,1,1,775.494115152989,8,9
2400051,69,2,1-69-2024-002-04,4,1,3,4,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,6,1,1,775.494115152989,8,9
2400051,69,2,1-69-2024-002-04,4,1,4,8,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,6,1,1,775.494115152989,8,9
2400051,69,2,1-69-2024-002-04,4,1,5,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,775.494115152989,8,9
2400051,69,2,1-69-2024-002-04,4,1,6,5,1,1,1,0,0,0,0,50,,,,,,,,,,,,,775.494115152989,8,9
2400051,69,2,1-69-2024-002-04,4,1,7,8,1,1,1,0,0,0,0,50,,,,,,,,,,,,,775.494115152989,8,9
2400052,27,1,1-27-2024-001-NM1,21,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,5,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,6,11,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,7,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,8,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,20.5862279366663,3,9
2400055,57,2,1-57-2024-002-03,3,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,12.8224544609376,1,9
2400055,57,2,1-57-2024-002-03,3,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,12.8224544609376,1,9
2400055,57,2,1-57-2024-002-03,3,2,3,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,12.8224544609376,1,9
2400055,57,2,1-57-2024-002-03,3,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,12.8224544609376,1,9
2400055,57,2,1-57-2024-002-03,3,2,5,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8224544609376,1,9
2400055,57,2,1-57-2024-002-03,3,2,6,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8224544609376,1,9
2400055,57,2,1-57-2024-002-03,3,2,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8224544609376,1,9
2400055,57,2,1-57-2024-002-03,3,2,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8224544609376,1,9
2400056,22,1,1-22-2024-001-09,9,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,55.0527044392151,12,9
2400056,22,1,1-22-2024-001-09,9,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,55.0527044392151,12,9
2400057,81,3,1-81-2024-003-10,10,2,1,1,1,99,1,99,1,99,99,59,9,9,1,999,999,999,9999999,999,999,9,1,1,23702.9226403574,8,9
2400057,81,3,1-81-2024-003-10,10,2,2,8,1,99,1,99,1,99,99,59,9,9,1,999,999,999,9999999,999,999,9,1,1,23702.9226403574,8,9
2400057,81,3,1-81-2024-003-10,10,2,3,5,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,23702.9226403574,8,9
2400057,81,3,1-81-2024-003-10,10,2,4,2,1,99,7,99,60,60,60,60,,,,,,,,,,,,,23702.9226403574,8,9
2400057,81,3,1-81-2024-003-10,10,2,5,5,1,99,7,99,60,60,60,60,,,,,,,,,,,,,23702.9226403574,8,9
2400057,81,3,1-81-2024-003-10,10,2,6,8,1,99,1,99,1,99,99,59,,,,,,,,,,,,,23702.9226403574,8,9
2400058,15,1,1-15-2024-001-05,5,1,1,1,1,99,99,99,69,69,69,69,9,9,69,,,,,,,,,69,15.9677578710684,1,9
2400058,15,1,1-15-2024-001-05,5,1,2,4,1,99,99,99,69,69,69,69,9,9,69,,,,,,,,,69,15.9677578710684,1,9
2400058,15,1,1-15-2024-001-05,5,1,3,5,1,99,99,99,69,69,69,69,9,9,69,,,,,,,,,69,15.9677578710684,1,9
2400059,57,1,1-57-2024-001-07,7,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,4,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,9,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,44.2620389608346,1,9
2400059,57,1,1-57-2024-001-07,7,1,10,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,44.2620389608346,1,9
2400060,21,1,1-21-2024-001-03,3,1,1,1,1,1,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,999,6,1,1,54.9367577389877,11,9
2400060,21,1,1-21-2024-001-03,3,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,54.9367577389877,11,9
2400060,21,1,1-21-2024-001-03,3,1,3,8,1,1,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,999,6,1,1,54.9367577389877,11,9
2400060,21,1,1-21-2024-001-03,3,1,4,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,54.9367577389877,11,9
2400060,21,1,1-21-2024-001-03,3,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,54.9367577389877,11,9
2400060,21,1,1-21-2024-001-03,3,1,6,8,1,1,1,0,1,0,0,50,,,,,,,,,,,,,54.9367577389877,11,9
2400061,26,1,1-26-2024-001-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,122.620839003631,10,9
2400061,26,1,1-26-2024-001-03,3,1,2,4,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,122.620839003631,10,9
2400061,26,1,1-26-2024-001-03,3,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,122.620839003631,10,9
2400061,26,1,1-26-2024-001-03,3,1,4,6,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,122.620839003631,10,9
2400061,26,1,1-26-2024-001-03,3,1,5,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,122.620839003631,10,9
2400061,26,1,1-26-2024-001-03,3,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,122.620839003631,10,9
2400061,26,1,1-26-2024-001-03,3,1,7,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,122.620839003631,10,9
2400061,26,1,1-26-2024-001-03,3,1,8,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,122.620839003631,10,9
2400062,31,2,1-31-2024-002-07,7,1,1,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,2,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,3,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,4,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,5,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,6,12,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,7,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,8,12,1,1,7,0,60,60,60,60,,,,,,,,,,,,,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,9,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,10,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,11,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,279.47292149898,6,9
2400062,31,2,1-31-2024-002-07,7,1,12,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,279.47292149898,6,9
2400063,29,1,1-29-2024-001-04,4,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400063,29,1,1-29-2024-001-04,4,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400063,29,1,1-29-2024-001-04,4,2,3,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400063,29,1,1-29-2024-001-04,4,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400063,29,1,1-29-2024-001-04,4,2,5,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400063,29,1,1-29-2024-001-04,4,2,6,11,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400063,29,1,1-29-2024-001-04,4,2,7,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400063,29,1,1-29-2024-001-04,4,2,8,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,398.469602501026,2,9
2400064,79,3,1-79-2024-003-04,4,2,1,1,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,124.792601068346,8,9
2400064,79,3,1-79-2024-003-04,4,2,2,2,9,79,79,79,79,79,79,79,,,,,,,,,,,,,124.792601068346,8,9
2400064,79,3,1-79-2024-003-04,4,2,3,5,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,124.792601068346,8,9
2400064,79,3,1-79-2024-003-04,4,2,4,5,1,99,7,99,60,60,60,60,,,,,,,,,,,,,124.792601068346,8,9
2400066,73,2,1-73-2024-002-09,9,1,1,1,1,99,1,0,99,99,99,59,9,9,1,999,999,999,9999999,999,999,8,1,1,33.1279885103634,3,9
2400066,73,2,1-73-2024-002-09,9,1,2,2,1,99,1,0,1,99,99,59,,,,,,,,,,,,,33.1279885103634,3,9
2400067,81,4,1-81-2024-004-07,7,2,1,1,1,99,1,0,1,0,0,50,9,9,1,9,-6,7,9411,998,11,0,1,1,4178.10588447085,8,9
2400067,81,4,1-81-2024-004-07,7,2,2,4,1,99,1,0,1,0,0,50,9,9,1,9,-6,7,9411,998,11,0,1,1,4178.10588447085,8,9
2400067,81,4,1-81-2024-004-07,7,2,3,5,1,99,1,0,1,0,0,50,9,9,1,9,-6,7,9411,998,11,0,1,1,4178.10588447085,8,9
2400067,81,4,1-81-2024-004-07,7,2,4,8,1,99,1,0,1,0,0,50,9,9,1,9,-6,7,9411,998,11,0,1,1,4178.10588447085,8,9
2400067,81,4,1-81-2024-004-07,7,2,5,2,1,99,1,0,0,0,0,50,,,,,,,,,,,,,4178.10588447085,8,9
2400067,81,4,1-81-2024-004-07,7,2,6,4,1,99,7,99,60,60,60,60,,,,,,,,,,,,,4178.10588447085,8,9
2400067,81,4,1-81-2024-004-07,7,2,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,4178.10588447085,8,9
2400067,81,4,1-81-2024-004-07,7,2,8,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,4178.10588447085,8,9
2400069,10,2,1-10-2024-002-06,6,1,1,1,1,99,1,0,1,0,0,50,9,9,1,28,-28,0,28950,998,23,0,1,1,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,2,3,5,1,99,1,0,1,0,0,50,9,9,1,22,-21,7,56411,998,25,0,1,1,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,2,4,8,1,99,1,0,1,0,0,50,9,9,1,22,-21,7,56411,998,25,0,1,1,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,2,5,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,2,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1275.29137392333,4,9
2400070,13,2,1-13-2024-002-01,1,1,1,1,1,99,1,0,1,0,0,50,9,9,1,44,-15,-41,180872,998,47,0,1,1,148.493580370567,7,9
2400070,13,2,1-13-2024-002-01,1,1,2,8,1,99,1,0,1,99,0,50,9,9,1,44,-15,-41,180872,998,47,0,1,1,148.493580370567,7,9
2400070,13,2,1-13-2024-002-01,1,1,3,8,1,99,1,99,99,99,99,59,9,9,1,44,-15,-41,180872,998,47,0,1,1,148.493580370567,7,9
2400070,13,2,1-13-2024-002-01,1,1,4,2,1,99,1,99,99,99,99,59,9,9,1,44,-15,-41,180872,998,47,0,1,1,148.493580370567,7,9
