CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,BAGLOCATION,BAGSTATUS,BAGTYPE,BAGDEPLOY,BAGMALFUNCTION,BAGFLAPSOPEN,BAGFLAPSDAM,BAGDAMAGE,BAGDAMSOURCE,PREVCRASH,PRIORMAINT,DEPLOYEVENT,BAGDVTOTAL,BAGDVLONG,BAGDVLAT,BAGDVENERGY,BAGDVSPEED,BAGDVBES,BAGDVEST,BAGDVRANK,CDCFORDEPLOY,CASEWGT,PSUSTRAT,VERSION
2404037,62,112,1-62-2024-112-04,4,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,2,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,2,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,2,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,3,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,3,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,3,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,3,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,3,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1828.44209322658,7,9
2404037,62,112,1-62-2024-112-04,4,3,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1828.44209322658,7,9
2404039,33,73,1-33-2024-073-09,9,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,112.064497820463,12,9
2404039,33,73,1-33-2024-073-09,9,1,2,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,112.064497820463,12,9
2404041,76,111,1-76-2024-111-10,10,1,1,1,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,60,325.313804205718,3,9
2404041,76,111,1-76-2024-111-10,10,1,2,2,9,79,79,79,79,79,79,79,,,,,,,,,,,,,325.313804205718,3,9
2404041,76,111,1-76-2024-111-10,10,1,3,5,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,325.313804205718,3,9
2404041,76,111,1-76-2024-111-10,10,1,4,5,9,79,79,79,79,79,79,79,,,,,,,,,,,,,325.313804205718,3,9
2404041,76,111,1-76-2024-111-10,10,1,5,8,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,325.313804205718,3,9
2404041,76,111,1-76-2024-111-10,10,1,6,8,9,79,79,79,79,79,79,79,,,,,,,,,,,,,325.313804205718,3,9
2404043,11,123,1-11-2024-123-04,4,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,266.740512711128,8,9
2404043,11,123,1-11-2024-123-04,4,1,2,5,1,1,1,0,1,0,0,50,1,1,3,999,999,999,9999999,999,999,6,2,2,266.740512711128,8,9
2404043,11,123,1-11-2024-123-04,4,1,3,8,1,1,1,0,1,0,97,97,1,1,3,999,999,999,9999999,999,999,6,2,2,266.740512711128,8,9
2404043,11,123,1-11-2024-123-04,4,1,4,2,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,266.740512711128,8,9
2404043,11,123,1-11-2024-123-04,4,1,5,5,1,1,1,0,1,0,97,97,1,1,3,999,999,999,9999999,999,999,6,2,2,266.740512711128,8,9
2404043,11,123,1-11-2024-123-04,4,1,6,8,1,1,1,0,1,0,97,97,1,1,3,999,999,999,9999999,999,999,6,2,2,266.740512711128,8,9
2404044,11,124,1-11-2024-124-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,72.7397637397295,8,9
2404044,11,124,1-11-2024-124-03,3,1,2,4,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,72.7397637397295,8,9
2404044,11,124,1-11-2024-124-03,3,1,3,5,1,99,1,0,1,0,0,50,9,9,2,999,999,999,9999999,999,999,6,2,2,72.7397637397295,8,9
2404044,11,124,1-11-2024-124-03,3,1,4,8,1,99,1,0,1,0,0,50,9,9,2,999,999,999,9999999,999,999,6,2,2,72.7397637397295,8,9
2404044,11,124,1-11-2024-124-03,3,1,5,2,1,99,1,0,1,0,0,50,,,,,,,,,,,,,72.7397637397295,8,9
2404044,11,124,1-11-2024-124-03,3,1,6,5,1,99,1,0,1,0,0,50,,,,,,,,,,,,,72.7397637397295,8,9
2404044,11,124,1-11-2024-124-03,3,1,7,8,1,99,1,0,1,0,0,50,,,,,,,,,,,,,72.7397637397295,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,5,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,74.6147978501919,8,9
2404046,81,99,1-81-2024-099-02,2,1,1,1,1,1,1,0,1,0,0,50,9,1,2,999,999,999,9999999,999,999,7,1,1,45.7690227505208,8,9
2404046,81,99,1-81-2024-099-02,2,1,2,4,1,1,1,0,1,0,0,50,9,1,2,999,999,999,9999999,999,999,7,1,1,45.7690227505208,8,9
2404046,81,99,1-81-2024-099-02,2,1,3,5,1,1,7,0,60,60,60,60,9,1,60,,,,,,,,,60,45.7690227505208,8,9
2404046,81,99,1-81-2024-099-02,2,1,4,8,1,1,1,0,1,0,0,50,9,1,2,999,999,999,9999999,999,999,7,1,1,45.7690227505208,8,9
2404046,81,99,1-81-2024-099-02,2,1,5,2,1,1,1,0,1,0,0,50,9,1,2,999,999,999,9999999,999,999,7,1,1,45.7690227505208,8,9
2404046,81,99,1-81-2024-099-02,2,1,6,5,1,1,7,0,60,60,60,60,9,1,60,,,,,,,,,60,45.7690227505208,8,9
2404046,81,99,1-81-2024-099-02,2,1,7,8,1,1,1,0,1,0,0,50,9,1,2,999,999,999,9999999,999,999,7,1,1,45.7690227505208,8,9
2404048,62,114,1-62-2024-114-06,6,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,2242.08850291379,7,9
2404048,62,114,1-62-2024-114-06,6,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,2242.08850291379,7,9
2404048,62,114,1-62-2024-114-06,6,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,2242.08850291379,7,9
2404048,62,114,1-62-2024-114-06,6,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,2242.08850291379,7,9
2404048,62,114,1-62-2024-114-06,6,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,2242.08850291379,7,9
2404048,62,114,1-62-2024-114-06,6,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,2242.08850291379,7,9
2404049,62,115,1-62-2024-115-08,8,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,418.525437508354,7,9
2404049,62,115,1-62-2024-115-08,8,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,418.525437508354,7,9
2404049,62,115,1-62-2024-115-08,8,2,3,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,39,3,1,1,418.525437508354,7,9
2404049,62,115,1-62-2024-115-08,8,2,4,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,418.525437508354,7,9
2404049,62,115,1-62-2024-115-08,8,2,5,5,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,39,3,1,1,418.525437508354,7,9
2404049,62,115,1-62-2024-115-08,8,2,6,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,39,3,1,1,418.525437508354,7,9
2404050,62,116,1-62-2024-116-01,1,1,1,1,1,99,1,0,1,0,0,50,9,9,1,83,-83,0,69657,998,27,0,1,1,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,1,4,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,1,1,1,99,1,1,1,0,4,9,9,9,2,999,999,999,9999999,999,999,9,2,2,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,2,4,1,99,1,0,1,0,0,50,9,9,2,999,999,999,9999999,999,999,9,2,2,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,4,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,5,5,1,99,1,0,1,0,0,50,9,9,1,112,110,-19,1542360,998,143,0,1,1,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,7,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,2,8,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,4,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,5,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,9,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,187.399481537113,7,9
2404050,62,116,1-62-2024-116-01,1,4,10,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,187.399481537113,7,9
2404052,10,69,1-10-2024-069-05,5,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,1,1,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,5,8,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,6,8,1,99,1,0,1,0,0,50,,,,,,,,,,,,,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,7,4,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,59.1173447825401,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,31.3806248143146,4,9
2404054,10,71,1-10-2024-071-02,2,1,1,1,1,99,1,0,99,99,99,59,9,9,1,999,999,999,9999999,999,999,8,1,1,22.3566511295402,4,9
2404054,10,71,1-10-2024-071-02,2,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,22.3566511295402,4,9
2404054,10,71,1-10-2024-071-02,2,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,22.3566511295402,4,9
2404054,10,71,1-10-2024-071-02,2,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,22.3566511295402,4,9
2404054,10,71,1-10-2024-071-02,2,1,5,8,1,99,7,99,60,60,60,60,9,9,1,999,999,999,9999999,999,999,8,1,1,22.3566511295402,4,9
2404054,10,71,1-10-2024-071-02,2,1,6,8,1,99,1,0,99,99,99,59,,,,,,,,,,,,,22.3566511295402,4,9
2404054,10,71,1-10-2024-071-02,2,1,7,4,1,99,7,99,60,60,60,60,9,9,1,999,999,999,9999999,999,999,8,1,1,22.3566511295402,4,9
2404054,10,71,1-10-2024-071-02,2,1,8,4,1,99,1,0,99,99,99,59,,,,,,,,,,,,,22.3566511295402,4,9
2404055,23,42,1-23-2024-042-05,5,1,1,1,1,99,1,0,99,99,99,59,9,9,2,39,-39,0,127233,998,42,0,1,1,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,1,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,1,7,4,1,99,99,99,69,69,69,69,9,9,69,,,,,,,,,69,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,5,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404055,23,42,1-23-2024-042-05,5,2,7,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.980373929413,5,9
2404056,77,133,1-77-2024-133-02,2,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,83.1566199866033,9,9
2404056,77,133,1-77-2024-133-02,2,1,2,5,1,1,1,0,1,0,0,50,1,1,4,999,999,999,9999999,999,999,7,2,2,83.1566199866033,9,9
2404056,77,133,1-77-2024-133-02,2,1,3,5,1,1,1,0,1,0,0,50,,,,,,,,,,,,,83.1566199866033,9,9
2404056,77,133,1-77-2024-133-02,2,1,4,8,1,1,1,0,1,0,0,50,1,1,4,999,999,999,9999999,999,999,7,2,2,83.1566199866033,9,9
2404056,77,133,1-77-2024-133-02,2,1,5,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,83.1566199866033,9,9
2404056,77,133,1-77-2024-133-02,2,1,6,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,83.1566199866033,9,9
2404056,77,133,1-77-2024-133-02,2,1,7,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,83.1566199866033,9,9
2404056,77,133,1-77-2024-133-02,2,1,8,8,1,1,1,0,1,0,0,50,,,,,,,,,,,,,83.1566199866033,9,9
2404057,77,134,1-77-2024-134-03,3,1,1,1,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,18,2,1,1,554.17937603608,9,9
2404057,77,134,1-77-2024-134-03,3,1,2,4,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,18,2,1,1,554.17937603608,9,9
2404057,77,134,1-77-2024-134-03,3,1,3,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,554.17937603608,9,9
2404057,77,134,1-77-2024-134-03,3,1,4,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,554.17937603608,9,9
2404057,77,134,1-77-2024-134-03,3,1,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,554.17937603608,9,9
2404057,77,134,1-77-2024-134-03,3,1,6,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,554.17937603608,9,9
2404057,77,134,1-77-2024-134-03,3,1,7,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,554.17937603608,9,9
2404058,67,27,1-67-2024-027-03,3,1,1,1,1,99,1,0,1,0,97,97,9,9,1,20,-19,3,78862,998,29,0,1,1,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,1,2,2,1,99,1,0,1,0,0,50,9,9,1,20,-19,3,78862,998,29,0,1,1,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,1,3,8,1,99,1,0,1,0,97,97,9,9,1,20,-19,3,78862,998,29,0,1,1,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,1,4,8,1,99,1,0,1,0,97,97,9,9,1,20,-19,3,78862,998,29,0,1,1,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,1,5,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,1,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,3,8,1,1,1,0,1,0,97,97,1,1,1,32,-20,-24,21845,998,19,0,1,1,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,4,8,1,1,1,0,1,0,97,97,,,,,,,,,,,,,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,5,5,1,1,1,0,1,0,97,97,,,,,,,,,,,,,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,6,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,7,5,1,1,1,0,1,0,97,97,,,,,,,,,,,,,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,8,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,9,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,98.1894542929286,7,9
2404058,67,27,1-67-2024-027-03,3,2,10,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,98.1894542929286,7,9
2404059,67,28,1-67-2024-028-04,4,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,9,1,1,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,1,2,4,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,9,1,1,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,1,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,1,4,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,9,1,1,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,1,5,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,1,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,1,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,2,1,1,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,9,1,1,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,2,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,2,3,4,1,1,1,0,1,0,0,50,1,1,1,999,999,999,9999999,999,999,9,1,1,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,2,4,8,1,1,1,0,1,0,0,50,,,,,,,,,,,,,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,2,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,2,6,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,420.22869156482,7,9
2404059,67,28,1-67-2024-028-04,4,2,7,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,420.22869156482,7,9
2404060,48,129,1-48-2024-129-05,5,1,1,1,9,79,79,79,79,79,79,79,3,9,79,,,,,,,,,79,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,2,4,1,99,3,0,1,0,0,50,8,9,99,,,,,,,,,99,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,4,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,5,5,1,99,7,0,60,60,60,60,2,9,60,,,,,,,,,60,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,9,8,1,99,7,0,60,60,60,60,2,9,60,,,,,,,,,60,80.9035530796695,12,9
2404060,48,129,1-48-2024-129-05,5,1,10,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,80.9035530796695,12,9
2404062,48,131,1-48-2024-131-03,3,2,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,14,2,1,1,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,2,4,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,14,2,1,1,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,6,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,83.301978591563,12,9
2404062,48,131,1-48-2024-131-03,3,2,9,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,83.301978591563,12,9
2404063,48,132,1-48-2024-132-08,8,1,1,1,1,99,1,0,1,0,0,50,9,9,1,19,-19,3,16868,998,18,0,1,1,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,1,2,5,1,99,1,0,1,0,0,50,9,9,1,19,-19,3,16868,998,18,0,1,1,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,1,3,8,1,99,1,0,1,0,0,50,9,9,1,19,-19,3,16868,998,18,0,1,1,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,118.318452247458,12,9
