CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
2406204,21,152,1-21-2024-152-03,3,2,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,3450,324.785475546463,11,9
2406202,26,134,1-26-2024-134-NM1,21,1,1,1,E-N-H-01-00-0067,EDR002-R01,1,2415,112.32218986867,10,9
2406215,14,128,1-14-2024-128-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,115,85.5382393215963,8,9
2406217,18,153,1-18-2024-153-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,17000,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,107,90.4428231986945,6,9
2406213,66,121,1-66-2024-121-NM2,22,1,1,3,Crash Data Retrieval Tool 24.2.357,Crash Data Retrieval Tool 24.3.648,1,999997,110.074249285118,6,9
2406221,69,162,1-69-2024-162-03,3,2,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,8583,53.9679117020293,8,9
2406222,66,122,1-66-2024-122-10,10,2,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,16643,242.389498710963,6,9
2406224,28,191,1-28-2024-191-04,4,2,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,2574,81.1581075737838,3,9
2406224,28,191,1-28-2024-191-04,4,3,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,5061,81.1581075737838,3,9
2406225,19,95,1-19-2024-095-04,4,1,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,999997,263.790946458572,9,9
2406226,48,202,1-48-2024-202-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,870,54.9604072040948,12,9
2406227,30,210,1-30-2024-210-03,3,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,7947,339.574625310413,10,9
2406177,11,187,1-11-2024-187-03,3,2,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,1851,199.422450532305,8,9
2406235,59,186,1-59-2024-186-06,6,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,8878,83.2990442714816,6,9
2406232,23,49,1-23-2024-049-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,3898,538.277569353781,5,9
2406236,59,187,1-59-2024-187-04,4,1,1,0,E-N-K-01-00-0061,EDR001-R01,1,999997,96.3162647485713,6,9
2406241,48,203,1-48-2024-203-06,6,2,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,15447,129.402457177988,12,9
2406240,77,201,1-77-2024-201-06,6,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,8271,1537.21615541284,9,9
2406245,14,130,1-14-2024-130-01,1,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,3775,73.3352740137857,8,9
2406234,77,202,1-77-2024-202-05,5,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,12118,90.6570748528622,9,9
2406247,18,155,1-18-2024-155-08,8,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,31076,66.5662168606509,6,9
2401991,22,57,1-22-2024-057-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,32.0683092145635,12,9
2401997,24,48,1-24-2024-048-03,3,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,32.3570562743358,1,9
2401997,24,48,1-24-2024-048-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,162,32.3570562743358,1,9
2401999,31,35,1-31-2024-035-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,773,222.052598299916,6,9
2402007,21,40,1-21-2024-040-01,1,1,1,1,E-N-H-01-00-0060,EDR002-R01,1,7654,24.9428514164702,11,9
2402009,30,67,1-30-2024-067-03,3,3,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3550,502.051585863858,10,9
2402008,11,51,1-11-2024-051-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4234,58.0001927129368,8,9
2402006,17,64,1-17-2024-064-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15261,178.74407922116,4,9
2401780,30,58,1-30-2024-058-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,515,203.469910150752,10,9
2402013,77,69,1-77-2024-069-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13267,345.173461043352,9,9
2402014,77,70,1-77-2024-070-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3504,68.3121620749861,9,9
2402016,59,63,1-59-2024-063-05,5,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17706,53.1907731759788,6,9
2402017,59,64,1-59-2024-064-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12090,264.039231659228,6,9
2402022,81,40,1-81-2024-040-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1926,19.0849903848337,8,9
2402018,59,65,1-59-2024-065-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12225,305.300892260132,6,9
2402030,62,51,1-62-2024-051-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2492,30.7296078319322,7,9
2402040,73,63,1-73-2024-063-03,3,2,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,5030,23.5881329232141,3,9
2402028,10,27,1-10-2024-027-03,3,3,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9531,200.267688395763,4,9
2402041,73,64,1-73-2024-064-06,6,1,1,4,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,13313,71.5546863272977,3,9
2402034,48,68,1-48-2024-068-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9890,86.4307074675267,12,9
2402031,62,52,1-62-2024-052-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23937,5728.45831228632,7,9
2402034,48,68,1-48-2024-068-06,6,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,35190,86.4307074675267,12,9
2402036,48,70,1-48-2024-070-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13450,165.9221415263,12,9
2402036,48,70,1-48-2024-070-07,7,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,165.9221415263,12,9
2402038,13,54,1-13-2024-054-02,2,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,873,28.453150066667,7,9
2402051,33,35,1-33-2024-035-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13086,185.63642695444,12,9
2402050,33,34,1-33-2024-034-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1932,18.6448141384411,12,9
2402048,12,36,1-12-2024-036-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15353,2650.77373773183,9,9
2402054,54,49,1-54-2024-049-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,27948,144.976226836895,9,9
2402062,20,59,1-20-2024-059-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16164,1371.4721415387,11,9
2402058,17,67,1-17-2024-067-03,3,1,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4483,56.2627107467575,4,9
2402055,54,50,1-54-2024-050-07,7,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,14677,163.639088013261,9,9
2402060,19,29,1-19-2024-029-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,98.7930647556001,9,9
2402069,30,71,1-30-2024-071-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14430,437.500322170257,10,9
2402069,30,71,1-30-2024-071-03,3,2,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2205,437.500322170257,10,9
2402073,66,47,1-66-2024-047-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2858,107.302186022856,6,9
2402074,66,48,1-66-2024-048-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5971,79.4686416678806,6,9
2402075,66,49,1-66-2024-049-01,1,2,1,1,E-N-K-01-00-0056,EDR002-R01,1,4124,106.258770256521,6,9
2402076,66,50,1-66-2024-050-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,114.973892842,6,9
2402077,18,71,1-18-2024-071-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,305.022831662752,6,9
2402078,30,72,1-30-2024-072-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5637,2044.29476701994,10,9
2402082,24,49,1-24-2024-049-05,5,2,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,26527,29.2580280079194,1,9
2402084,24,51,1-24-2024-051-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14753,2577.43990619842,1,9
2402087,25,48,1-25-2024-048-03,3,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,3114,139.912654997625,2,9
2402087,25,48,1-25-2024-048-03,3,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,33790,139.912654997625,2,9
2402088,25,49,1-25-2024-049-04,4,1,1,0,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,505.356391706328,2,9
2402091,16,60,1-16-2024-060-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18715,493.068595429479,5,9
2402091,16,60,1-16-2024-060-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1946,493.068595429479,5,9
2402093,14,33,1-14-2024-033-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,73.7387227230028,8,9
2402070,69,37,1-69-2024-037-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12127,28.5486297674218,8,9
2402095,25,50,1-25-2024-050-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16596,505.35639159941,2,9
2402089,16,58,1-16-2024-058-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6647,17.113025437318,5,9
2402099,32,77,1-32-2024-077-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6685,1089.69850207101,7,9
2402104,52,30,1-52-2024-030-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8619,56.6465719357727,12,9
2402098,32,76,1-32-2024-076-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6618,5.84186321476011,7,9
2402098,32,76,1-32-2024-076-02,2,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6451,5.84186321476011,7,9
2402104,52,30,1-52-2024-030-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14613,56.6465719357727,12,9
2402065,79,43,1-79-2024-043-10,10,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23128,174.035213758045,8,9
2402101,27,66,1-27-2024-066-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9503,22.8219831356438,3,9
2402101,27,66,1-27-2024-066-06,6,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9320,22.8219831356438,3,9
2402102,27,67,1-27-2024-067-10,10,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,891.037552958284,3,9
2402090,16,59,1-16-2024-059-NM1,21,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,19.3635256654646,5,9
2402079,11,52,1-11-2024-052-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3044,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11301,212.616287924737,8,9
2402100,27,65,1-27-2024-065-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,41.9395991935004,3,9
2402110,15,82,1-15-2024-082-05,5,1,1,6,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,8124,12.7957875926179,1,9
2402109,15,81,1-15-2024-081-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,923,15.9642153816097,1,9
2402113,22,62,1-22-2024-062-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,44650,28.3215946385297,12,9
2402096,32,74,1-32-2024-074-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5056,34.8659199592484,7,9
2402096,32,74,1-32-2024-074-05,5,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15766,34.8659199592484,7,9
2402115,27,69,1-27-2024-069-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8673,103.214055110448,3,9
2402116,21,41,1-21-2024-041-02,2,1,1,1,E-N-K-01-00-0056,EDR002-R01,1,3345,11.5473621177818,11,9
2401891,13,51,1-13-2024-051-02,2,4,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3566,10.2488631638442,7,9
2402121,26,58,1-26-2024-058-06,6,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15375,562.424480129101,10,9
2402119,26,56,1-26-2024-056-02,2,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4741,21.1529220587709,10,9
2402118,26,55,1-26-2024-055-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,68,180.748765092808,10,9
2402122,28,59,1-28-2024-059-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18373,44.330330715033,3,9
2402123,28,60,1-28-2024-060-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12374,44.5186799027896,3,9
2402126,21,43,1-21-2024-043-03,3,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3201,671.942412724886,11,9
2402126,21,43,1-21-2024-043-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2711,671.942412724886,11,9
2402127,60,22,1-60-2024-022-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2923,1425.1124132527,8,9
2402068,30,70,1-30-2024-070-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8005,18.7124163743047,10,9
2402135,30,73,1-30-2024-073-01,1,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10870,78.0176264802272,10,9
2402107,82,49,1-82-2024-049-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8553,96.8509673685012,1,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,2,24.0,24.0,1,13077,37.1071357763572,8,9
2402081,11,54,1-11-2024-054-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4289,30.7614595081659,8,9
2402136,31,39,1-31-2024-039-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16845,238.979638420053,6,9
2402132,31,40,1-31-2024-040-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13749,161.39423315543,6,9
2402133,31,41,1-31-2024-041-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18623,230.868935151332,6,9
2402137,57,41,1-57-2024-041-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1995,137.597597548363,1,9
2402134,31,42,1-31-2024-042-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4238,238.979638420053,6,9
2402138,17,69,1-17-2024-069-06,6,2,1,1,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,15508,118.409975247929,4,9
2402139,17,70,1-17-2024-070-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,342,135.89963259832,4,9
2402141,77,72,1-77-2024-072-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9751,641.186205980175,9,9
2402142,77,73,1-77-2024-073-01,1,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19360,96.927477716339,9,9
2402147,59,66,1-59-2024-066-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,65535,373.564191154545,6,9
2402156,54,53,1-54-2024-053-07,7,1,1,1,E-N-K-01-00-0056,EDR001-R01,1,7636,163.639088013261,9,9
2402149,59,68,1-59-2024-068-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7343,113.075776303552,6,9
2402154,54,51,1-54-2024-051-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8295,152.997399597271,9,9
2402162,10,28,1-10-2024-028-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2962,43.1569552808062,4,9
2402166,18,73,1-18-2024-073-07,7,1,1,1,E-N-K-01-00-0056,EDR001-R01,1,8207,2970.64644247884,6,9
2402163,10,29,1-10-2024-029-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12800,309.187676526689,4,9
2402160,62,55,1-62-2024-055-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4717,1788.30992745826,7,9
2402167,48,71,1-48-2024-071-07,7,1,1,1,E-N-H-01-00-0060,EDR001-R01,1,15711,463.276379422285,12,9
2402168,48,72,1-48-2024-072-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,76.3842355060005,12,9
2402160,62,55,1-62-2024-055-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8217,1788.30992745826,7,9
2402157,54,54,1-54-2024-054-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4859,152.997399597271,9,9
2402161,62,56,1-62-2024-056-NM1,21,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16468,60.6701620601723,7,9
2402172,62,57,1-62-2024-057-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1988,481.728882975185,7,9
2402158,62,53,1-62-2024-053-01,1,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18068,71.1932947835798,7,9
2402177,12,37,1-12-2024-037-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2365,233.637776041798,9,9
2402177,12,37,1-12-2024-037-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21298,233.637776041798,9,9
2402175,33,36,1-33-2024-036-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,67.4774847162324,12,9
2402176,33,37,1-33-2024-037-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3026,48.442386450573,12,9
2402183,30,75,1-30-2024-075-06,6,2,1,2,E-N-H-01-00-0060,EDR001-R01,1,25652,771.048231142881,10,9
2402185,30,77,1-30-2024-077-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19604,771.048231344047,10,9
2402176,33,37,1-33-2024-037-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15052,48.442386450573,12,9
2402179,69,40,1-69-2024-040-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9226,7.30201599951961,8,9
2402179,69,40,1-69-2024-040-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7852,7.30201599951961,8,9
2402182,30,74,1-30-2024-074-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12411,771.048231235537,10,9
2402182,30,74,1-30-2024-074-06,6,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13435,771.048231235537,10,9
2402187,17,72,1-17-2024-072-04,4,1,1,10,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11274,252.09105770205,4,9
2402184,30,76,1-30-2024-076-05,5,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10417,41.0620689400047,10,9
2402190,19,31,1-19-2024-031-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3643,109.751530405425,9,9
2402190,19,31,1-19-2024-031-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23131,109.751530405425,9,9
2402189,17,74,1-17-2024-074-08,8,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16273,66.7779698608357,4,9
2402165,18,72,1-18-2024-072-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3963,684.781671220701,6,9
2402195,79,44,1-79-2024-044-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,110.555038236303,8,9
2402180,69,41,1-69-2024-041-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11007,194.766719989576,8,9
2402180,69,41,1-69-2024-041-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,36251,194.766719989576,8,9
2402192,20,61,1-20-2024-061-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18516,166.545037793419,11,9
2402192,20,61,1-20-2024-061-06,6,2,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7922,166.545037793419,11,9
2402193,20,62,1-20-2024-062-05,5,1,1,2,E-N-K-01-00-0056,EDR001-R01,1,14644,19.9171728154044,11,9
2402194,20,63,1-20-2024-063-04,4,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4778,191.36238078355,11,9
2402181,69,42,1-69-2024-042-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,25383,50.4787572129909,8,9
2402181,69,42,1-69-2024-042-03,3,3,1,1,E-N-H-01-00-0060,EDR002-R01,1,4661,50.4787572129909,8,9
2402186,17,71,1-17-2024-071-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11969,219.648098632459,4,9
2402188,17,73,1-17-2024-073-06,6,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17730,219.648098632459,4,9
2402208,25,51,1-25-2024-051-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18757,268.371866835865,2,9
2402209,25,52,1-25-2024-052-03,3,1,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,11976,72.4488725969622,2,9
2402209,25,52,1-25-2024-052-03,3,2,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,1847,72.4488725969622,2,9
2402198,11,55,1-11-2024-055-NM1,21,1,1,1,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,4757,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,2,1,4,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,25554,37.1071357763572,8,9
2402216,24,56,1-24-2024-056-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,24860,47.7141611573377,1,9
2402207,60,24,1-60-2024-024-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23864,255.395501854437,8,9
2402218,28,64,1-28-2024-064-10,10,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21315,161.136721809064,3,9
2402207,60,24,1-60-2024-024-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17154,255.395501854437,8,9
2402220,28,66,1-28-2024-066-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12168,44.5186799027896,3,9
2402207,60,24,1-60-2024-024-06,6,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10843,255.395501854437,8,9
2402212,16,62,1-16-2024-062-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4325,695.536686507108,5,9
