CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
2403043,77,104,1-77-2024-104-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20120,90.6570748528622,9,9
2403082,17,94,1-17-2024-094-04,4,1,1,1,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,6411,183.019292123688,4,9
2403071,69,61,1-69-2024-061-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1682,24.0868849457621,8,9
2403044,77,105,1-77-2024-105-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,1313.43764510397,9,9
2403072,69,62,1-69-2024-062-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2093,24.0868849457621,8,9
2403083,17,95,1-17-2024-095-08,8,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,33791,75.6421709357649,4,9
2403085,17,97,1-17-2024-097-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4721,183.019292109299,4,9
2403085,17,97,1-17-2024-097-04,4,2,2,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,6,999997,183.019292109299,4,9
2403087,30,109,1-30-2024-109-01,1,2,1,2,E-N-H-01-00-0058,EDR001-R01,1,2860,31.9306938476085,10,9
2403089,24,85,1-24-2024-085-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4841,39.5500741406148,1,9
2403090,24,86,1-24-2024-086-09,9,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12338,96.3610685606687,1,9
2403091,24,87,1-24-2024-087-03,3,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3113,25.0633899458079,1,9
2403092,25,75,1-25-2024-075-07,7,2,1,0,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,582.419978548881,2,9
2403094,25,77,1-25-2024-077-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11971,148.110752596866,2,9
2403100,25,76,1-25-2024-076-04,4,1,1,1,E-N-H-01-00-0062,EDR001-R01,1,12401,144.418223406391,2,9
2403100,25,76,1-25-2024-076-04,4,2,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,6916,144.418223406391,2,9
2403101,16,92,1-16-2024-092-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5168,466.830413061627,5,9
2403102,16,93,1-16-2024-093-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,346.176563309069,5,9
2403103,32,107,1-32-2024-107-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9679,8.16907752895326,7,9
2403103,32,107,1-32-2024-107-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6133,8.16907752895326,7,9
2403112,27,102,1-27-2024-102-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7142,11.8514312322575,3,9
2403112,27,102,1-27-2024-102-03,3,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12977,11.8514312322575,3,9
2403109,27,99,1-27-2024-099-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4271,49.1628248129367,3,9
2403109,27,99,1-27-2024-099-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23871,49.1628248129367,3,9
2403108,14,51,1-14-2024-051-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11576,320.057583182733,8,9
2403110,27,100,1-27-2024-100-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,24128,42.4506543066445,3,9
2403114,60,36,1-60-2024-036-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1069,156.995970867951,8,9
2405903,54,127,1-54-2024-127-08,8,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,53209,183.997323343744,9,9
2405928,48,193,1-48-2024-193-09,9,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,16858,249.720671709397,12,9
2405921,69,149,1-69-2024-149-01,1,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,17316,9.82023560759747,8,9
2405922,69,150,1-69-2024-150-01,1,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,999997,9.82023560759747,8,9
2405905,54,129,1-54-2024-129-03,3,1,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,2228,137.769563396817,9,9
2405914,17,193,1-17-2024-193-05,5,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,7257,73.9642155230616,4,9
2405931,30,197,1-30-2024-197-07,7,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,10837,2060.56491408519,10,9
2405932,30,198,1-30-2024-198-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,20743,184.500396636025,10,9
2405932,30,198,1-30-2024-198-03,3,2,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,3157,184.500396636025,10,9
2405924,69,152,1-69-2024-152-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,694,7.30201599951961,8,9
2405933,30,199,1-30-2024-199-03,3,2,1,1,V24.19.0,V24.50.1,1,3270,184.500396573902,10,9
2405913,17,192,1-17-2024-192-08,8,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,30626,66.7779698608357,4,9
2405915,17,194,1-17-2024-194-07,7,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,12119,562.973405099887,4,9
2405929,20,139,1-20-2024-139-02,2,1,1,6,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,644,19.9171728154044,11,9
2405917,19,86,1-19-2024-086-01,1,3,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,999997,103.75873151528,9,9
2405918,19,87,1-19-2024-087-01,1,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,18018,103.75873151528,9,9
2405919,19,88,1-19-2024-088-02,2,1,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,38696,45.0884525586451,9,9
2405919,19,88,1-19-2024-088-02,2,2,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,4573,45.0884525586451,9,9
2405935,24,164,1-24-2024-164-04,4,1,1,1,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,3687,250.949654847823,1,9
2405936,24,165,1-24-2024-165-05,5,2,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,13567,24.2721053029394,1,9
2405937,24,166,1-24-2024-166-03,3,2,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,5021,70.1335209887082,1,9
2405946,16,128,1-16-2024-128-02,2,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,6593,28.4733610013342,5,9
2405939,60,100,1-60-2024-100-07,7,1,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,10205,649.506114747841,8,9
2405940,60,101,1-60-2024-101-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,807,53.5064326418914,8,9
2405951,60,102,1-60-2024-102-06,6,2,1,2,E-N-H-01-00-0065,EDR001-R01,1,12632,198.203515128736,8,9
2405951,60,102,1-60-2024-102-06,6,3,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,999997,198.203515128736,8,9
2405951,60,102,1-60-2024-102-06,6,4,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,15232,198.203515128736,8,9
2405954,14,117,1-14-2024-117-02,2,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,5839,73.7387227230028,8,9
2405952,27,182,1-27-2024-182-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,13064,34.4736258672475,3,9
2405958,31,128,1-31-2024-128-04,4,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,5482,277.889964841913,6,9
2405952,27,182,1-27-2024-182-03,3,2,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,9197,34.4736258672475,3,9
2405962,32,157,1-32-2024-157-02,2,2,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,19114,20.8819245275317,7,9
2405899,18,148,1-18-2024-148-03,3,1,1,1,E-N-H-01-00-0065,EDR002-R01,1,2904,132.618133574143,6,9
2405899,18,148,1-18-2024-148-03,3,2,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,12216,132.618133574143,6,9
2405900,18,149,1-18-2024-149-03,3,2,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,41,132.618133574143,6,9
2403110,27,100,1-27-2024-100-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15854,42.4506543066445,3,9
2403111,27,101,1-27-2024-101-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19316,191.986127824905,3,9
2403111,27,101,1-27-2024-101-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,33184,191.986127824905,3,9
2403113,60,35,1-60-2024-035-04,4,1,1,1,E-N-K-01-00-0058,EDR001-R01,1,5159,719.772369658448,8,9
2403096,11,84,1-11-2024-084-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19473,292.515838449788,8,9
2403096,11,84,1-11-2024-084-04,4,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2768,292.515838449788,8,9
2403124,26,91,1-26-2024-091-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,146.032571117139,10,9
2403123,26,90,1-26-2024-090-06,6,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15442,454.400298946999,10,9
2403115,82,77,1-82-2024-077-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8148,107.085378466083,1,9
2403115,82,77,1-82-2024-077-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16859,107.085378466083,1,9
2403137,28,95,1-28-2024-095-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,25111,34.7771381559099,3,9
2403141,22,93,1-22-2024-093-07,7,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2904,606.719973233017,12,9
2403139,29,27,1-29-2024-027-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10120,251.073895307197,2,9
2403140,29,28,1-29-2024-028-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1373,251.073895347506,2,9
2403148,66,64,1-66-2024-064-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4240,133.367571576148,6,9
2403142,22,94,1-22-2024-094-03,3,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,435,42.8794568188438,12,9
2403074,30,106,1-30-2024-106-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7513,814.395752762539,10,9
2403074,30,106,1-30-2024-106-04,4,2,1,1,v24.19.0,v24.22.1,1,3520,814.395752762539,10,9
2403143,15,120,1-15-2024-120-06,6,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,7998,31.4721444537059,1,9
2403151,69,63,1-69-2024-063-03,3,2,1,8,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2547,24.0868849457621,8,9
2403155,30,110,1-30-2024-110-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5473,542.324515473092,10,9
2403156,21,66,1-21-2024-066-05,5,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10441,33.7829758264888,11,9
2403157,62,84,1-62-2024-084-NM1,21,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,28347,50.4228553346501,7,9
2403158,31,64,1-31-2024-064-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3415,151.964719784207,6,9
2403159,15,124,1-15-2024-124-09,9,2,1,5,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,21492,92.0517828779891,1,9
2402762,15,108,1-15-2024-108-08,8,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,21200,24.1312824272688,1,9
2403160,11,89,1-11-2024-089-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7283,292.515838449788,8,9
2403165,59,98,1-59-2024-098-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16484,40.2896520955836,6,9
2403165,59,98,1-59-2024-098-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2792,40.2896520955836,6,9
2403167,59,100,1-59-2024-100-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1881,40.2896520955836,6,9
2403168,59,101,1-59-2024-101-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3482,235.392432458967,6,9
2403161,81,69,1-81-2024-069-07,7,2,1,1,E-N-H-01-00-0062,EDR001-R01,1,6510,4302.54433146256,8,9
2403169,62,85,1-62-2024-085-02,2,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3760,84.9091806236359,7,9
2403163,81,71,1-81-2024-071-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,28863,379.516553503678,8,9
2403173,77,108,1-77-2024-108-02,2,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3305,83.1566199866033,9,9
2403176,10,49,1-10-2024-049-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,34143,215.380273252509,4,9
2403177,13,71,1-13-2024-071-NM1,21,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,64.2373320511644,7,9
2403179,48,103,1-48-2024-103-09,9,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,95.9824063547876,12,9
2403170,62,86,1-62-2024-086-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4575,11694.744081918,7,9
2404832,25,129,1-25-2024-129-05,5,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,72.2095218934614,2,9
2404846,57,144,1-57-2024-144-06,6,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,322.279601873712,1,9
2404847,28,151,1-28-2024-151-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10656,44.330330715033,3,9
2404822,11,145,1-11-2024-145-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,28929,1695.08681338025,8,9
2404822,11,145,1-11-2024-145-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5328,1695.08681338025,8,9
2404838,14,91,1-14-2024-091-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7590,725.08269440311,8,9
2404850,27,152,1-27-2024-152-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4912,17.0270955559146,3,9
2404850,27,152,1-27-2024-152-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,17.0270955559146,3,9
2404857,26,115,1-26-2024-115-02,2,1,1,1,E-N-K-01-00-0058,EDR002-R01,1,7662,21.1529220587709,10,9
2404849,27,151,1-27-2024-151-02,2,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,450,35.7945960703371,3,9
2404849,27,151,1-27-2024-151-02,2,1,2,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,6,999997,35.7945960703371,3,9
2404853,15,185,1-15-2024-185-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,28663,13.6400789963135,1,9
2404848,27,150,1-27-2024-150-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4060,28.3860348414799,3,9
2404848,27,150,1-27-2024-150-03,3,2,1,1,V24.19.0,V24.32.1,1,1967,28.3860348414799,3,9
2404852,15,184,1-15-2024-184-06,6,1,1,6,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,11785,104.28993970267,1,9
2404866,21,112,1-21-2024-112-01,1,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22177,41.7819447214444,11,9
2404867,22,145,1-22-2024-145-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3919,26.0912892801948,12,9
2404868,22,146,1-22-2024-146-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14475,197.739270609814,12,9
2404867,22,145,1-22-2024-145-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13768,26.0912892801948,12,9
2404858,29,73,1-29-2024-073-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23339,4396.4318039197,2,9
2404859,29,74,1-29-2024-074-06,6,1,1,4,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,999997,1928.26533178592,2,9
2404859,29,74,1-29-2024-074-06,6,2,1,1,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,16288,1928.26533178592,2,9
2404872,16,120,1-16-2024-120-01,1,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,24380,33.2407402789598,5,9
2404871,69,114,1-69-2024-114-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3980,162.395769775631,8,9
2404854,15,186,1-15-2024-186-06,6,1,1,3,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,9594,104.289939723413,1,9
2404873,15,188,1-15-2024-188-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3058,28.1538025775216,1,9
2404876,17,157,1-17-2024-157-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1131,87.0390575659239,4,9
2404876,17,157,1-17-2024-157-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12830,87.0390575659239,4,9
2404878,81,121,1-81-2024-121-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7555,29.2612564861438,8,9
2404880,31,103,1-31-2024-103-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1191,222.052598299916,6,9
2404880,31,103,1-31-2024-103-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15782,222.052598299916,6,9
2404884,76,142,1-76-2024-142-07,7,1,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9310,183.181627671056,3,9
2404885,76,143,1-76-2024-143-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3124,86.4714255045695,3,9
2404886,22,148,1-22-2024-148-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,35.1496027167127,12,9
2404889,48,158,1-48-2024-158-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16955,94.8892869895368,12,9
2404889,48,158,1-48-2024-158-09,9,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16119,94.8892869895368,12,9
2404905,57,148,1-57-2024-148-06,6,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,25826,232.014851646256,1,9
2404904,57,147,1-57-2024-147-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4745,466.023138963278,1,9
2400079,59,5,1-59-2024-005-NM2,22,1,1,0,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,326.257763636632,6,9
2400088,48,6,1-48-2024-006-09,9,1,1,4,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,28109,253.362227564978,12,9
2400072,62,5,1-62-2024-005-06,6,2,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,21989,2580.51563805831,7,9
2400089,48,7,1-48-2024-007-04,4,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,1946,144.051903745075,12,9
2400072,62,5,1-62-2024-005-06,6,3,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,15672,2580.51563805831,7,9
2400090,73,3,1-73-2024-003-03,3,1,1,1,Crash Data Retrieval Tool 23.2.1,Crash Data Retrieval Tool 24.3.648,1,6289,59.7233547597489,3,9
2400091,73,4,1-73-2024-004-03,3,1,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,11344,59.7233547597489,3,9
2400085,18,2,1-18-2024-002-02,2,1,1,0,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,256,46.7280335632617,6,9
2400085,18,2,1-18-2024-002-02,2,1,2,0,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,6,999997,46.7280335632617,6,9
2400095,30,1,1-30-2024-001-03,3,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,4150,414.154548679097,10,9
2400101,62,6,1-62-2024-006-04,4,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,7298,2586.0757445383,7,9
2400097,19,3,1-19-2024-003-03,3,1,1,1,E-N-K-01-00-0056,EDR002-R01,1,3001,130.467157753061,9,9
2400102,17,2,1-17-2024-002-05,5,1,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,12921,95.9334331296951,4,9
2400104,17,4,1-17-2024-004-07,7,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,16629,1461.10538290808,4,9
2400104,17,4,1-17-2024-004-07,7,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,9478,1461.10538290808,4,9
2400107,48,8,1-48-2024-008-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14086,563.199589112615,12,9
2400098,19,4,1-19-2024-004-06,6,2,1,1,E-N-K-01-00-0056,EDR001-R01,1,15686,659.23547178436,9,9
2400103,17,3,1-17-2024-003-07,7,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,12135,1461.1053822292,4,9
2400109,24,1,1-24-2024-001-06,6,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,2993,272.903840119745,1,9
2400110,16,2,1-16-2024-002-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19099,15.1092509057653,5,9
2400110,16,2,1-16-2024-002-02,2,3,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,15.1092509057653,5,9
2400113,28,3,1-28-2024-003-06,6,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,6577,78.3970439776294,3,9
2400114,14,2,1-14-2024-002-07,7,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,15190,1752.86120972687,8,9
2400119,69,4,1-69-2024-004-05,5,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,13272,22.4152869997207,8,9
2400119,69,4,1-69-2024-004-05,5,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,22151,22.4152869997207,8,9
2400120,60,3,1-60-2024-003-03,3,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,5314,151.148648275766,8,9
2400120,60,3,1-60-2024-003-03,3,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,7748,151.148648275766,8,9
2400122,52,1,1-52-2024-001-07,7,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,8787,27.9760451550854,12,9
2400121,60,4,1-60-2024-004-03,3,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,2484,151.148648275766,8,9
2400124,66,2,1-66-2024-002-04,4,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,6381,114.973892842,6,9
