CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,PBTYPE,PBAGE,PBSEX,PEDCTYPE,PEDCGP,PEDLOC,PEDPOS,PEDDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,BIKECTYPE,BIKECGP,BIKELOC,BIKEPOS,BIKEDIR,CASEWGT,PSUSTRAT,VERSION
2403370,32,117,1-32-2024-117-NM1,21,1,5,28,1,150,100,2,5,9,2,3,2,4d,0,0,7,7,7,24.6793297433215,7,9
2403193,30,111,1-30-2024-111-NM1,21,1,6,74,1,0,0,7,77,7,7,7,7,7,139,110,1,3,3,39.9148366584821,10,9
2405491,22,168,1-22-2024-168-NM2,22,1,12,14,2,781,790,1,2,1,1,1,2,11a,0,0,7,7,7,63.7015832881093,12,9
2404422,33,84,1-33-2024-084-NM1,21,1,11,69,1,770,750,1,2,4,1,3,1,1b,0,0,7,7,7,41.0900179301514,12,9
2404764,33,92,1-33-2024-092-NM2,22,1,5,19,1,741,740,1,2,1,4,3,2,3a,0,0,7,7,7,355.828360472917,12,9
2405156,10,100,1-10-2024-100-NM1,21,1,5,77,2,140,100,1,2,1,2,3,2,3b,0,0,7,7,7,31.3806248143146,4,9
2405134,81,130,1-81-2024-130-NM1,21,1,5,37,2,760,750,3,3,8,8,8,8,8,0,0,7,7,7,32.358742659987,8,9
2405444,17,180,1-17-2024-180-NM2,22,1,5,56,2,794,790,1,2,3,4,2,1,5b,0,0,7,7,7,245.767819800364,4,9
2405276,77,169,1-77-2024-169-NM1,21,1,5,1,2,742,740,1,3,4,1,3,1,2b,0,0,7,7,7,113.21347390618,9,9
2403799,69,82,1-69-2024-082-NM1,21,1,6,47,1,0,0,7,77,7,7,7,7,7,155,158,1,3,3,12.0111452927932,8,9
2405770,57,178,1-57-2024-178-NM2,22,1,5,21,1,770,750,1,2,9,1,3,2,3c,0,0,7,7,7,167.365124450856,1,9
2405263,81,135,1-81-2024-135-NM1,21,1,5,58,1,781,790,1,2,1,1,1,2,11a,0,0,7,7,7,20.6268312285561,8,9
2405574,16,126,1-16-2024-126-NM1,21,1,5,28,2,760,750,1,3,2,1,3,2,4a,0,0,7,7,7,196.102077456907,5,9
2405338,27,166,1-27-2024-166-NM1,21,1,5,18,2,770,750,3,2,8,8,8,8,8,0,0,7,7,7,21.5359551258335,3,9
2405354,29,91,1-29-2024-091-NM2,22,1,6,15,1,0,0,7,77,7,7,7,7,7,213,215,3,1,1,400.603383200049,2,9
2405485,30,188,1-30-2024-188-NM1,21,1,5,19,2,140,100,3,5,8,8,8,8,8,0,0,7,7,7,122.593345242516,10,9
2405316,24,148,1-24-2024-148-NM1,21,1,6,76,1,0,0,7,77,7,7,7,7,7,235,230,3,1,1,23.1726143074507,1,9
2405953,27,183,1-27-2024-183-NM2,22,1,5,76,1,781,790,2,2,4,2,1,2,11b,0,0,7,7,7,130.19869272293,3,9
2405354,29,91,1-29-2024-091-NM2,22,2,6,15,1,0,0,7,77,7,7,7,7,7,213,215,3,1,1,400.603383200049,2,9
2403213,24,89,1-24-2024-089-NM1,21,1,5,79,1,420,400,3,3,8,8,8,8,8,0,0,7,7,7,23.1726143074507,1,9
2403305,10,52,1-10-2024-052-NM1,21,1,5,25,1,190,100,2,5,9,9,9,9,99,0,0,7,7,7,48.5486424740169,4,9
2403849,62,106,1-62-2024-106-NM1,21,1,5,36,2,140,100,3,3,8,8,8,8,8,0,0,7,7,7,41.0383325582026,7,9
2403389,15,132,1-15-2024-132-NM2,22,1,11,20,1,741,740,1,2,3,4,3,1,1b,0,0,7,7,7,43.1774985201338,1,9
2403403,29,33,1-29-2024-033-NM2,22,1,6,45,1,0,0,7,77,7,7,7,7,7,155,158,1,1,3,717.115181555973,2,9
2403524,21,72,1-21-2024-072-NM1,21,1,5,41,2,140,100,3,3,8,8,8,8,8,0,0,7,7,7,9.710167648307,11,9
2403524,21,72,1-21-2024-072-NM1,21,2,5,6,1,140,100,3,4,8,8,8,8,8,0,0,7,7,7,9.710167648307,11,9
2403346,24,92,1-24-2024-092-NM1,21,1,11,62,1,781,790,1,1,2,4,1,2,11b,0,0,7,7,7,23.1726143074507,1,9
2403847,81,94,1-81-2024-094-NM1,21,1,5,72,1,741,740,3,3,8,8,8,8,8,0,0,7,7,7,39.6531790525059,8,9
2402543,25,60,1-25-2024-060-NM1,21,1,5,62,1,760,750,2,3,4,1,3,2,4b,0,0,7,7,7,46.3961698932894,2,9
2403509,82,89,1-82-2024-089-NM2,22,1,5,46,2,794,790,1,2,2,3,2,1,5b,0,0,7,7,7,184.00474438731,1,9
2403576,30,126,1-30-2024-126-NM2,22,1,6,59,1,0,0,7,77,7,7,7,7,7,155,158,1,1,3,516.81832296578,10,9
2401084,77,37,1-77-2024-037-NM2,22,1,13,20,1,410,400,2,4,9,2,2,1,6d,0,0,7,7,7,297.636915073691,9,9
2402376,15,92,1-15-2024-092-NM2,22,1,5,47,1,420,400,1,1,1,2,2,1,6b,0,0,7,7,7,172.627983004139,1,9
2403500,32,122,1-32-2024-122-NM1,21,1,6,27,1,0,0,7,77,7,7,7,7,7,255,258,3,1,1,14.4199310356771,7,9
