CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,LFBELT,LF1STAGEDEP,LF2STAGEDEP,LFSWITCH,LFDISPOSAL,LFSIDEDEPTIME,LFCURTDEPTIME,LFPRETENDEPTIME,LFRETRACTDEPTIME,LFBUCKDEPTIME,LFTRACKPOS,LFOCCSIZE,LFOCCPOS,RFBELT,RF1STAGEDEP,RF2STAGEDEP,RFSWITCH,RFDISPOSAL,RFSIDEDEPTIME,RFCURTDEPTIME,RFPRETENDEPTIME,RFRETRACTDEPTIME,RFBUCKDEPTIME,RFTRACKPOS,RFOCCSIZE,RFOCCPOS,CASEWGT,PSUSTRAT,VERSION
2400699,16,22,1-16-2024-022-02,2,3,1,2,1,53.00,73.00,7,8,9995.00,9997.00,9994.00,9999.00,9997.00,0,7,7,0,53.00,73.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,1,7,7,18.740072057542,5,9
2400699,16,22,1-16-2024-022-02,2,3,1,3,1,29.00,37.00,7,8,9995.00,9995.00,9994.00,9999.00,9997.00,0,7,7,0,29.00,39.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,1,7,7,18.740072057542,5,9
2400699,16,22,1-16-2024-022-02,2,3,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,1,7,7,18.740072057542,5,9
2400702,16,25,1-16-2024-025-05,5,1,1,1,1,24.00,9995.00,7,8,9995.00,9995.00,24.00,24.00,24.00,7,7,7,0,24.00,9995.00,0,8,9995.00,9995.00,24.00,24.00,24.00,7,5,7,118.760350648911,5,9
2400727,48,28,1-48-2024-028-04,4,1,1,1,1,9995.00,9995.00,7,6,9995.00,9995.00,9995.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,6,9995.00,9995.00,9995.00,9997.00,9997.00,8,4,7,145.557430364465,12,9
2400771,17,25,1-17-2024-025-06,6,1,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,1,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,94.7528755365864,4,9
2400775,21,18,1-21-2024-018-03,3,2,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,1.00,9997.00,9997.00,7,7,7,0,8888.00,8888.00,1,8,1.00,1.00,1.00,9997.00,9997.00,7,5,7,144.121526471186,11,9
2400775,21,18,1-21-2024-018-03,3,2,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,8888.00,8888.00,1,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,5,7,144.121526471186,11,9
2400790,69,13,1-69-2024-013-02,2,1,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,8888.00,8888.00,1,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,5,7,9.2899222432138,8,9
2400790,69,13,1-69-2024-013-02,2,1,1,2,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,0,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,5,7,9.2899222432138,8,9
2400735,18,26,1-18-2024-026-04,4,2,1,1,1,95.00,245.00,7,1,9995.00,9995.00,4.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,0,4.00,4.00,4.00,9997.00,9997.00,8,4,7,239.178929734892,6,9
2400797,22,20,1-22-2024-020-06,6,1,1,2,0,44.00,74.00,7,8,44.00,44.00,44.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,1,8,9997.00,9997.00,44.00,9997.00,9997.00,7,7,7,25.2675524846257,12,9
2400797,22,20,1-22-2024-020-06,6,1,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,1,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,25.2675524846257,12,9
2400826,59,27,1-59-2024-027-06,6,1,1,1,0,253.00,9995.00,7,8,3.00,3.00,3.00,3.00,3.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,3.00,3.00,3.00,3.00,7,0,7,181.695806750984,6,9
2400827,59,28,1-59-2024-028-04,4,1,1,1,1,56.00,106.00,7,8,9995.00,69.00,56.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9997.00,56.00,9997.00,9997.00,7,5,7,210.089582417027,6,9
2400842,73,25,1-73-2024-025-06,6,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,37.0946854309253,3,9
2403513,15,138,1-15-2024-138-09,9,1,1,4,7,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,342.689892288111,1,9
2404550,73,121,1-73-2024-121-09,9,1,1,2,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,71.1373514066558,3,9
2402016,59,63,1-59-2024-063-05,5,2,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,3,7,53.1907731759788,6,9
2402944,48,97,1-48-2024-097-09,9,1,1,2,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,72.1214052849462,12,9
2400842,73,25,1-73-2024-025-06,6,1,1,2,0,64.00,100.00,7,8,9994.00,9994.00,9997.00,9999.00,9995.00,0,7,7,1,64.00,150.00,7,8,9994.00,9994.00,9994.00,9999.00,9994.00,0,7,7,37.0946854309253,3,9
2400800,22,23,1-22-2024-023-07,7,2,1,2,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,1,9997.00,9997.00,0,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,5,7,98.6738695779625,12,9
2400800,22,23,1-22-2024-023-07,7,2,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,1,9997.00,9997.00,0,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,5,7,98.6738695779625,12,9
2400887,16,28,1-16-2024-028-04,4,1,1,1,1,0.00,0.00,7,0,0.00,0.00,0.00,9997.00,9997.00,0,7,7,0,0.00,0.00,1,0,0.00,0.00,0.00,9997.00,9997.00,7,7,7,724.275671728201,5,9
2400911,66,18,1-66-2024-018-04,4,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,97.00,9995.00,9995.00,9995.00,9995.00,7,0,7,114.973892842,6,9
2400911,66,18,1-66-2024-018-04,4,1,1,1,1,8.00,10.00,7,8,9995.00,8.00,4.00,9.00,4.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,8.00,4.00,9.00,4.00,7,0,7,114.973892842,6,9
2400915,66,16,1-66-2024-016-07,7,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,1,7,240.716767785159,6,9
2400915,66,16,1-66-2024-016-07,7,1,1,2,1,24.00,44.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,0,7,7,0,24.00,124.00,7,8,9994.00,9994.00,9994.00,9999.00,9994.00,0,1,7,240.716767785159,6,9
2401109,18,42,1-18-2024-042-03,3,1,1,1,1,9997.00,9997.00,7,0,9997.00,9997.00,10.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,0,10.00,10.00,10.00,9997.00,9997.00,7,5,7,34.6070615401308,6,9
2401109,18,42,1-18-2024-042-03,3,1,1,2,1,9997.00,9997.00,7,0,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,0,9997.00,9997.00,9997.00,9997.00,9997.00,7,5,7,34.6070615401308,6,9
2405704,24,157,1-24-2024-157-02,2,1,1,3,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,24.2721053029394,1,9
2405704,24,157,1-24-2024-157-02,2,1,1,4,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,24.2721053029394,1,9
2405704,24,157,1-24-2024-157-02,2,1,1,2,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,24.2721053029394,1,9
2405704,24,157,1-24-2024-157-02,2,1,1,1,1,23.00,9997.00,7,8,9997.00,23.00,18.00,9997.00,9997.00,7,7,7,1,23.00,28.00,7,0,9997.00,23.00,18.00,9997.00,9997.00,7,5,7,24.2721053029394,1,9
2405733,29,97,1-29-2024-097-03,3,1,1,1,1,3.00,8.00,7,0,6.00,6.00,3.00,9997.00,9997.00,7,7,7,1,3.00,8.00,7,0,8888.00,8888.00,3.00,9997.00,9997.00,7,5,7,407.241161386995,2,9
2405733,29,97,1-29-2024-097-03,3,1,1,2,7,8888.00,8888.00,7,8,8888.00,8888.00,8888.00,9997.00,9997.00,7,7,7,7,8888.00,8888.00,7,8,8888.00,8888.00,8888.00,9997.00,9997.00,7,7,7,407.241161386995,2,9
2405786,30,196,1-30-2024-196-03,3,3,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,303.201045250652,10,9
2405823,27,180,1-27-2024-180-07,7,1,1,1,1,43.00,193.00,7,8,9995.00,9995.00,9994.00,9999.00,9997.00,7,7,7,0,43.00,123.00,7,8,9995.00,9995.00,9994.00,9999.00,9997.00,7,7,7,63.5705010255487,3,9
2405827,31,125,1-31-2024-125-10,10,1,1,1,0,44.00,9995.00,7,8,9995.00,9995.00,27.00,27.00,27.00,0,7,7,1,9995.00,9995.00,1,8,9995.00,9995.00,27.00,27.00,27.00,7,0,7,11041.6107098401,6,9
2405841,12,115,1-12-2024-115-09,9,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,356.90055195776,9,9
2405844,15,223,1-15-2024-223-04,4,2,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,51.3259001381716,1,9
2405863,62,174,1-62-2024-174-05,5,2,1,1,1,207.00,210.00,7,8,250.00,209.00,207.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,1,8,9997.00,9997.00,207.00,9997.00,9997.00,7,5,7,74.9338648234269,7,9
2405888,10,122,1-10-2024-122-01,1,2,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,59.5313973431497,4,9
2405888,10,122,1-10-2024-122-01,1,2,1,2,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,59.5313973431497,4,9
2405893,48,190,1-48-2024-190-06,6,2,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,124.286772688647,12,9
2400915,66,16,1-66-2024-016-07,7,1,1,3,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,1,7,240.716767785159,6,9
2400914,27,30,1-27-2024-030-04,4,1,1,5,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,1,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,0,7,23.5163223733446,3,9
2400914,27,30,1-27-2024-030-04,4,1,1,3,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,1,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,0,7,23.5163223733446,3,9
2400914,27,30,1-27-2024-030-04,4,1,1,4,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,1,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,0,7,23.5163223733446,3,9
2400914,27,30,1-27-2024-030-04,4,1,1,2,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,1,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,0,7,23.5163223733446,3,9
2400914,27,30,1-27-2024-030-04,4,1,1,1,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,1,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,0,7,23.5163223733446,3,9
2400914,27,30,1-27-2024-030-04,4,1,1,6,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,1,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,0,7,23.5163223733446,3,9
2400919,15,31,1-15-2024-031-04,4,2,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,78.6733014995686,1,9
2404697,69,107,1-69-2024-107-05,5,1,1,2,0,9997.00,9997.00,7,8,9997.00,642.00,642.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,642.00,642.00,9997.00,9997.00,7,8,7,7.30201599951961,8,9
2402530,81,51,1-81-2024-051-06,6,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,0,9995.00,9995.00,0,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,5,7,3112.81222309498,8,9
2402436,30,85,1-30-2024-085-07,7,1,1,2,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,4,7,1606.47008983315,10,9
2403124,26,91,1-26-2024-091-03,3,1,1,2,1,32.00,32.00,7,8,9997.00,9997.00,32.00,9997.00,9997.00,0,7,7,0,32.00,32.00,7,8,9997.00,9997.00,32.00,9997.00,9997.00,7,0,7,146.032571117139,10,9
2400932,22,27,1-22-2024-027-07,7,2,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9999.00,9995.00,7,7,7,7,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9999.00,9995.00,7,7,7,57.686594357798,12,9
2400932,22,27,1-22-2024-027-07,7,2,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9999.00,9995.00,7,7,7,7,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9999.00,9995.00,7,7,7,57.686594357798,12,9
2400924,26,18,1-26-2024-018-05,5,1,1,1,0,15.50,20.50,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,15.50,9997.00,9997.00,9997.00,0,7,7,43.8292003608038,10,9
2400951,23,15,1-23-2024-015-08,8,1,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,59.3467156686336,5,9
2400951,23,15,1-23-2024-015-08,8,1,1,2,1,74.50,224.50,7,8,9997.00,9997.00,74.50,74.50,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,59.3467156686336,5,9
2400974,30,32,1-30-2024-032-03,3,2,1,1,1,9995.00,9995.00,7,8,69.00,69.00,69.00,114.00,69.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,69.00,69.00,114.00,69.00,7,0,7,313.838331797314,10,9
2401025,16,31,1-16-2024-031-05,5,2,1,1,1,9995.00,9995.00,7,8,3.00,3.00,3.00,3.00,3.00,7,7,7,1,9995.00,9995.00,0,8,9995.00,3.00,3.00,3.00,3.00,7,5,7,17.5468318569652,5,9
2401043,52,14,1-52-2024-014-03,3,1,1,1,0,42.00,45.00,7,8,9995.00,42.00,33.00,38.00,33.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,42.00,33.00,38.00,33.00,7,0,7,140.163579846144,12,9
2401054,27,35,1-27-2024-035-07,7,1,1,2,1,47.00,9995.00,7,8,8888.00,8888.00,9997.00,9997.00,9997.00,7,7,7,0,8888.00,8888.00,7,8,8888.00,8888.00,9997.00,9997.00,9997.00,7,0,7,198.385143986492,3,9
2401589,30,54,1-30-2024-054-03,3,2,1,1,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,249.635031598929,10,9
2401315,32,48,1-32-2024-048-03,3,2,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,162.799402458161,7,9
2400592,33,8,1-33-2024-008-04,4,2,1,2,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,2,7,415.349865952481,12,9
2400801,48,29,1-48-2024-029-04,4,1,1,5,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,145.557430364465,12,9
2400229,52,2,1-52-2024-002-03,3,2,1,1,1,17.00,20.00,7,8,9995.00,27.00,17.00,9997.00,9997.00,7,7,7,0,8888.00,8888.00,1,8,9995.00,9995.00,17.00,9997.00,9997.00,7,5,7,28.0226584874927,12,9
2400977,54,24,1-54-2024-024-05,5,1,1,1,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9995.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9995.00,9997.00,7,7,7,144.976226836895,9,9
2401054,27,35,1-27-2024-035-07,7,1,1,1,1,9995.00,11.00,7,8,8888.00,8888.00,9997.00,9997.00,9997.00,7,7,7,0,8888.00,8888.00,7,8,8888.00,8888.00,9997.00,9997.00,9997.00,7,0,7,198.385143986492,3,9
2401051,27,32,1-27-2024-032-06,6,1,1,2,1,23.00,63.00,7,0,64.00,59.00,8.00,9997.00,9997.00,0,7,7,1,8.00,48.00,0,0,0.00,0.00,8.00,9997.00,9997.00,7,7,7,50.9387159232509,3,9
2401051,27,32,1-27-2024-032-06,6,1,1,1,1,0.00,0.00,7,0,0.00,0.00,0.00,9997.00,9997.00,0,7,7,1,0.00,0.00,0,0,0.00,0.00,0.00,9997.00,9997.00,7,7,7,50.9387159232509,3,9
2401052,27,33,1-27-2024-033-04,4,1,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,1,7,50.8014521302521,3,9
2401083,77,36,1-77-2024-036-09,9,1,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,825.00994640781,9,9
2401089,57,22,1-57-2024-022-02,2,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,13.1815107490417,1,9
2401089,57,22,1-57-2024-022-02,2,1,1,3,1,9995.00,9995.00,7,8,9995.00,253.00,253.00,253.00,253.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,253.00,253.00,253.00,253.00,7,0,7,13.1815107490417,1,9
2401089,57,22,1-57-2024-022-02,2,1,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,13.1815107490417,1,9
2401170,27,38,1-27-2024-038-03,3,1,1,4,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,2,7,20.2445355763671,3,9
2405743,21,141,1-21-2024-141-03,3,2,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,3,7,95.3589102851364,11,9
2405759,59,169,1-59-2024-169-03,3,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,53.2551797406929,6,9
2405765,73,147,1-73-2024-147-03,3,1,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,0,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,30.3986890211754,3,9
2405773,57,181,1-57-2024-181-05,5,1,1,1,1,36.00,66.00,7,8,36.00,36.00,36.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,36.00,36.00,36.00,9997.00,9997.00,7,4,7,9.69650235592079,1,9
2405773,57,181,1-57-2024-181-05,5,1,1,2,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,9.69650235592079,1,9
2405777,48,185,1-48-2024-185-05,5,1,1,2,1,13.00,18.00,7,0,9995.00,9995.00,13.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,6,9995.00,9995.00,9995.00,9997.00,9997.00,8,4,7,80.9035530796695,12,9
2405777,48,185,1-48-2024-185-05,5,1,1,1,1,9995.00,9995.00,7,6,53.00,53.00,53.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,6,53.00,53.00,9995.00,9997.00,9997.00,8,4,7,80.9035530796695,12,9
2405779,48,187,1-48-2024-187-04,4,1,1,3,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,179.531498408301,12,9
2405779,48,187,1-48-2024-187-04,4,1,1,5,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,179.531498408301,12,9
2405779,48,187,1-48-2024-187-04,4,1,1,2,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,179.531498408301,12,9
2405779,48,187,1-48-2024-187-04,4,1,1,4,0,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,179.531498408301,12,9
2405779,48,187,1-48-2024-187-04,4,1,1,1,1,32.00,9997.00,7,8,9997.00,32.00,32.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,32.00,32.00,9997.00,9997.00,7,0,7,179.531498408301,12,9
2405766,77,183,1-77-2024-183-06,6,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9997.00,7,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9997.00,7,7,7,930.398754148013,9,9
2405766,77,183,1-77-2024-183-06,6,1,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9997.00,7,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9997.00,7,7,7,930.398754148013,9,9
2405784,30,194,1-30-2024-194-06,6,2,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,1,9995.00,9995.00,0,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,5,7,943.451481828902,10,9
2405784,30,194,1-30-2024-194-06,6,2,1,2,1,16.00,9995.00,7,8,9995.00,9995.00,16.00,16.00,16.00,7,7,7,1,16.00,9995.00,0,8,9995.00,9995.00,16.00,16.00,16.00,7,5,7,943.451481828902,10,9
2401463,31,30,1-31-2024-030-10,10,1,1,1,1,72.50,222.50,7,8,9997.00,9997.00,72.50,72.50,9997.00,0,7,7,1,72.50,222.50,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,5,7,730.093202930715,6,9
2402322,12,40,1-12-2024-040-10,10,1,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,0,7,4396.75684153562,9,9
2404231,12,78,1-12-2024-078-06,6,2,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,257.996460650317,9,9
2404798,12,92,1-12-2024-092-07,7,1,1,1,1,61.00,91.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,0,7,7,0,61.00,81.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,0,7,7,321.458377980766,9,9
2402110,15,82,1-15-2024-082-05,5,1,1,1,1,36.00,9997.00,7,8,9997.00,36.00,36.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,36.00,36.00,9997.00,9997.00,7,0,7,12.7957875926179,1,9
2404947,60,73,1-60-2024-073-02,2,1,1,5,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,34.2089348957855,8,9
2405897,73,149,1-73-2024-149-05,5,2,1,1,7,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,7,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,47.7981654710363,3,9
