CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,OCCNO,CHILDSEATNO,SEATLOC,CHILDMANUF,CHILDMAKE,CHILDMODEL,CHILDMODELNO,CHILDSEATYPE,CHILDDATEMAN,HOWUSED,DATASOURCE,ORIENTATION,HARNESSDESIGN,RETAINERCLIPDESIGN,TETHERDESIGN,LATCHDESIGN,HARNESSUSE,RETAINERCLIPUSE,TETHERUSE,LATCHUSE,BELTROUT,LOCKCLIPUSE,PLACEMENT,CHILDPOSITION,BELTRETYPE,LATCHPLATE,LATCHANCHOR,LATCHTETHER,CASEWGT,PSUSTRAT,VERSION
2400020,54,1,1-54-2024-001-08,8,2,3,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,161.994257211147,9,9
2400020,54,1,1-54-2024-001-08,8,2,4,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,161.994257211147,9,9
2400049,60,2,1-60-2024-002-09,9,1,3,1,23,13,23,6031,1920048,6,10/07/2016,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,461.937193690162,8,9
2400078,59,4,1-59-2024-004-08,8,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,1,111.392066987082,6,9
2400131,27,4,1-27-2024-004-03,3,2,2,1,23,12,19,5019,34911921,5,08/17/2022,2,3,2,2,1,1,1,4,5,2,1,3,0,1,1,3,1,1,1,19.9655651519629,3,9
2400106,67,2,1-67-2024-002-06,6,2,3,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,555.780573943308,7,9
2406222,66,122,1-66-2024-122-10,10,2,4,3,21,10,16,4005,99999999,4,9999999999,2,2,2,2,1,1,1,3,3,1,3,2,0,1,9,5,1,1,1,242.389498710963,6,9
2406225,19,95,1-19-2024-095-04,4,1,2,1,21,10,12,5033,bc110-fmh,5,09/18/2020,2,3,2,2,1,1,1,3,5,1,1,0,0,1,9,2,1,1,9,263.790946458572,9,9
2406225,19,95,1-19-2024-095-04,4,1,3,2,23,10,12,6010,bc177hcd,6,04/20/2023,3,3,2,0,0,0,0,0,0,0,0,0,1,1,9,2,1,0,0,263.790946458572,9,9
2406235,59,186,1-59-2024-186-06,6,1,3,1,21,2,98,9998,99999999,1,9999999999,1,1,1,2,1,0,0,2,5,0,0,4,4,1,2,2,0,0,0,83.2990442714816,6,9
2406238,57,193,1-57-2024-193-09,9,1,2,1,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,2875.72570555649,1,9
2406238,57,193,1-57-2024-193-09,9,1,3,2,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,2875.72570555649,1,9
2406238,57,193,1-57-2024-193-09,9,2,2,1,23,13,23,9998,99999999,99,9999999999,2,2,9,9,9,9,9,9,9,9,9,9,9,1,9,3,9,1,1,2875.72570555649,1,9
2406242,48,204,1-48-2024-204-09,9,1,3,1,23,98,98,9998,99999999,99,9999999999,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,259.999256785636,12,9
2404206,48,136,1-48-2024-136-07,7,1,4,2,23,6,6,6060,07079771750070,6,09/01/2022,1,2,1,2,1,0,1,5,5,0,3,4,0,1,2,3,1,0,0,525.837186883021,12,9
2404151,81,102,1-81-2024-102-02,2,3,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26.6902214863668,8,9
2400165,18,6,1-18-2024-006-03,3,1,3,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,49.1587237763253,6,9
2400206,18,7,1-18-2024-007-06,6,2,3,1,21,10,12,6010,BC126--EUY,6,05/25/2018,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,248.39335062653,6,9
2400206,18,7,1-18-2024-007-06,6,2,4,2,23,13,23,5026,2062112,5,01/19/2021,2,1,2,2,1,1,1,2,5,1,3,3,0,1,1,4,1,1,1,248.39335062653,6,9
2400226,32,5,1-32-2024-005-02,2,1,3,1,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18.5720544399223,7,9
2400239,57,6,1-57-2024-006-03,3,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,40.3695381904975,1,9
2400249,22,5,1-22-2024-005-04,4,1,3,1,22,6,6,1009,04 0796****0 070,1,12/01/2021,1,3,1,2,1,0,1,2,3,0,1,0,0,1,1,9,1,1,9,191.581178145966,12,9
2400257,82,8,1-82-2024-008-06,6,1,2,1,23,13,23,5026,1933833,5,06/21/2019,2,1,2,2,1,1,1,9,9,1,1,1,9,1,9,5,1,1,1,194.188153888718,1,9
2400257,82,8,1-82-2024-008-06,6,1,3,2,21,12,19,6050,31911204,6,04/28/2015,3,1,2,0,0,0,0,0,0,0,0,0,0,1,9,5,1,1,1,194.188153888718,1,9
2400290,13,6,1-13-2024-006-02,2,2,3,1,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9.13287494953795,7,9
2400311,79,11,1-79-2024-011-06,6,1,2,1,21,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,2,9,1,3,5,9,1,1,9,9,9,9,537.61971125089,8,9
2400300,54,11,1-54-2024-011-10,10,1,3,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,297.406603751546,9,9
2400379,20,8,1-20-2024-008-07,7,2,3,1,21,10,16,4008,CC321-GYY,4,08/08/2023,9,1,9,2,1,1,1,9,9,9,9,9,9,1,9,1,1,1,1,432.198032471815,11,9
2400399,16,12,1-16-2024-012-05,5,2,3,1,21,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,15.6592746300539,5,9
2400399,16,12,1-16-2024-012-05,5,2,4,2,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,15.6592746300539,5,9
2400444,18,15,1-18-2024-015-03,3,1,2,1,23,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,34.6070615401308,6,9
2400428,62,15,1-62-2024-015-03,3,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,402.933322814975,7,9
2400428,62,15,1-62-2024-015-03,3,2,3,2,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,402.933322814975,7,9
2400525,28,12,1-28-2024-012-04,4,1,2,1,23,13,23,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,47.851485985308,3,9
2400529,27,18,1-27-2024-018-06,6,1,2,1,21,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,5,3,2,3,3,0,1,1,3,1,1,1,47.6279948664491,3,9
2400529,27,18,1-27-2024-018-06,6,1,3,2,23,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,5,3,2,3,3,0,1,1,3,1,1,1,47.6279948664491,3,9
2400541,23,9,1-23-2024-009-03,3,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,5,9,1,1,341.793285163894,5,9
2400610,24,12,1-24-2024-012-09,9,2,3,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,489.140467238966,1,9
2400617,16,19,1-16-2024-019-06,6,2,3,1,22,13,23,1034,99999999,1,9999999999,1,1,1,2,1,0,1,4,9,0,1,1,0,1,2,3,1,1,1,1006.3508458628,5,9
2400619,16,21,1-16-2024-021-NM1,21,1,3,1,23,98,98,9998,99999999,99,9999999999,9,1,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,61.8147074429554,5,9
2400659,26,12,1-26-2024-012-05,5,1,3,1,23,13,23,4011,1943811,6,01/01/2014,3,1,2,0,0,0,0,0,0,0,0,0,0,1,9,5,1,1,1,44.028673942891,10,9
2400663,30,21,1-30-2024-021-06,6,1,2,1,21,10,16,2053,CC086-OSD,2,11/12/2015,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,1,1312.87881431416,10,9
2400720,10,11,1-10-2024-011-08,8,2,3,1,23,10,16,4008,C213FJP,4,9999999999,1,2,1,2,1,0,1,4,3,0,3,4,0,1,2,9,9,1,1,287.61039403465,4,9
2400727,48,28,1-48-2024-028-04,4,1,4,1,23,2,2,5001,fb48c42a,5,08/03/2020,2,2,2,2,1,1,1,4,3,2,1,1,0,1,1,9,1,1,1,145.557430364465,12,9
2400727,48,28,1-48-2024-028-04,4,1,2,2,31,2,2,5001,fb48c42a,5,08/03/2020,2,3,2,2,1,1,1,4,3,2,1,1,0,1,1,9,1,1,1,145.557430364465,12,9
2400718,79,20,1-79-2024-020-03,3,2,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,104.756877618907,8,9
2400735,18,26,1-18-2024-026-04,4,1,2,1,23,12,19,4021,39312340,4,01/19/2022,2,1,2,2,1,1,1,9,9,1,1,0,9,1,9,3,1,1,1,239.178929734892,6,9
2400770,17,24,1-17-2024-024-09,9,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,311.398354328333,4,9
2404307,69,98,1-69-2024-098-05,5,1,2,1,23,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,24.1360940214581,8,9
2404352,30,151,1-30-2024-151-07,7,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,4176.39915810018,10,9
2404352,30,151,1-30-2024-151-07,7,2,4,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,4176.39915810018,10,9
2404356,12,81,1-12-2024-081-03,3,2,3,1,21,10,12,9998,99999999,6,10/14/2013,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,188.310944180204,9,9
2404397,10,82,1-10-2024-082-01,1,1,4,1,23,10,12,2062,CC332-CLK,2,02/07/2024,2,1,2,2,1,1,1,3,5,9,9,9,0,1,9,3,1,1,1,25.633900579513,4,9
2404397,10,82,1-10-2024-082-01,1,1,3,2,21,10,16,4008,CC284-GCK,4,06/03/2022,2,1,2,2,1,1,1,5,5,9,9,9,0,1,9,3,1,1,1,25.633900579513,4,9
2404408,48,143,1-48-2024-143-07,7,1,2,1,23,13,23,4011,99999999,4,9999999999,2,2,2,2,1,1,1,2,5,2,1,0,0,1,1,3,1,1,1,320.637738411807,12,9
2404410,48,145,1-48-2024-145-09,9,1,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,0,0,144.242810569893,12,9
2404410,48,145,1-48-2024-145-09,9,1,3,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,0,0,144.242810569893,12,9
2400930,22,25,1-22-2024-025-06,6,2,3,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,25.2675524846257,12,9
2400874,11,21,1-11-2024-021-06,6,2,3,1,23,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,0,0,0,0,2,0,1,1,5,1,1,9,166.913722361013,8,9
2400957,73,31,1-73-2024-031-06,6,2,3,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,38.5374888665136,3,9
2400968,62,26,1-62-2024-026-03,3,2,2,1,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,347.553871011176,7,9
2401002,69,18,1-69-2024-018-02,2,1,2,1,21,13,23,4011,2139086,4,04/26/2022,2,1,2,2,1,1,1,9,9,1,3,9,9,1,9,5,1,1,1,17.6221452308209,8,9
2401002,69,18,1-69-2024-018-02,2,1,3,2,23,13,23,6031,2184954,6,09/14/2023,9,1,2,0,0,0,0,0,0,0,0,9,0,1,9,5,1,1,1,17.6221452308209,8,9
2401037,25,25,1-25-2024-025-09,9,2,2,1,21,13,23,9998,99999999,99,9999999999,2,2,2,2,9,9,9,5,9,1,3,3,9,1,1,5,1,1,1,483.612196811158,2,9
2401037,25,25,1-25-2024-025-09,9,2,3,2,23,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,0,0,0,0,0,0,1,1,3,1,1,1,483.612196811158,2,9
2401037,25,25,1-25-2024-025-09,9,2,4,3,33,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,0,0,0,0,0,0,1,1,3,1,0,1,483.612196811158,2,9
2401072,15,38,1-15-2024-038-03,3,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,9,16.4515804876236,1,9
2401102,48,38,1-48-2024-038-07,7,1,2,1,21,9,10,4001,50620-US-01,4,11/09/2021,2,2,2,2,1,1,1,2,1,2,1,9,0,1,1,1,1,1,1,606.894233071279,12,9
2401102,48,38,1-48-2024-038-07,7,1,3,2,22,9,10,4001,50620-US-01,4,07/14/2021,2,2,2,2,1,1,1,3,1,2,3,9,0,1,1,1,1,1,1,606.894233071279,12,9
2401102,48,38,1-48-2024-038-07,7,1,4,3,23,13,23,4018,2139291,4,12/24/2021,1,2,1,2,0,0,1,2,0,0,3,9,0,1,2,1,0,1,1,606.894233071279,12,9
2401101,62,30,1-62-2024-030-02,2,1,4,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,143.712548638116,7,9
2401105,48,41,1-48-2024-041-03,3,1,3,1,21,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,54.9604072040948,12,9
2401105,48,41,1-48-2024-041-03,3,1,4,2,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,54.9604072040948,12,9
2401116,66,23,1-66-2024-023-07,7,2,2,1,23,13,23,2059,1965896,2,04/24/2017,2,3,2,2,1,1,1,3,3,1,1,1,0,1,1,9,1,1,1,161.444955065863,6,9
2401135,82,28,1-82-2024-028-04,4,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,204.821008822142,1,9
2401156,60,13,1-60-2024-013-03,3,2,2,1,21,12,19,2027,34812144,2,12/09/2019,9,1,9,9,9,9,9,4,9,1,3,9,0,1,9,5,1,1,1,228.262148598629,8,9
2401165,28,29,1-28-2024-029-10,10,1,2,1,23,13,23,9998,99999999,2,9999999999,1,2,1,2,1,0,1,5,5,0,1,1,0,1,9,3,1,1,1,80.5683609045318,3,9
2401219,59,40,1-59-2024-040-07,7,2,2,1,21,38,61,6056,3001mar,6,06/06/2022,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,9,388.410502496422,6,9
2401219,59,40,1-59-2024-040-07,7,2,3,2,23,12,19,5039,30712344,5,03/06/2020,2,1,2,2,1,1,1,9,9,9,9,9,9,1,1,4,1,1,9,388.410502496422,6,9
2401223,54,32,1-54-2024-032-02,2,2,4,1,23,10,16,4008,cc138-efmh,4,05/09/2022,2,1,2,2,1,1,1,4,2,1,3,3,0,1,1,4,1,1,1,135.524498741715,9,9
2401223,54,32,1-54-2024-032-02,2,2,3,2,21,12,19,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,9,4,1,1,1,135.524498741715,9,9
2401223,54,32,1-54-2024-032-02,2,3,3,1,21,2,2,5001,CV88A54B,5,05/13/2016,2,2,2,2,1,1,1,2,2,1,3,3,0,1,1,4,1,1,1,135.524498741715,9,9
2401223,54,32,1-54-2024-032-02,2,3,4,2,23,10,12,6011,bc033-Fwm,6,12/06/2022,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,135.524498741715,9,9
2404448,11,135,1-11-2024-135-08,8,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,312.481185044212,8,9
2404567,79,90,1-79-2024-090-09,9,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,134.548153434236,8,9
2404606,66,93,1-66-2024-093-07,7,1,3,1,22,13,98,9998,99999999,6,9999999999,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,456.257481707874,6,9
2404642,33,90,1-33-2024-090-03,3,1,3,1,21,13,23,4018,1999656,4,07/16/2020,2,1,2,2,1,1,1,2,5,2,1,1,0,1,1,3,1,1,1,58.9276403435907,12,9
2404642,33,90,1-33-2024-090-03,3,1,4,2,23,13,23,2054,1963212,2,08/24/2020,1,3,1,2,1,0,1,2,5,0,1,1,0,1,2,3,1,1,1,58.9276403435907,12,9
2404663,59,134,1-59-2024-134-07,7,1,2,1,21,10,16,9998,99999999,5,9999999999,3,2,2,0,0,1,1,0,0,2,1,0,0,1,1,3,1,1,1,1904.3147389407,6,9
2404691,19,62,1-19-2024-062-10,10,1,3,1,22,39,62,1050,sp101-10-006-003,1,12/01/2018,1,2,1,2,1,0,1,2,3,0,0,4,0,1,1,4,1,0,0,6669.19330829912,9,9
2404691,19,62,1-19-2024-062-10,10,1,2,2,21,10,12,5033,bc110-3jv,5,08/19/2019,2,2,2,2,1,1,1,4,3,2,1,1,0,1,1,2,1,1,1,6669.19330829912,9,9
2401381,79,30,1-79-2024-030-03,3,2,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,134.621776940086,8,9
2401394,25,30,1-25-2024-030-09,9,1,2,1,23,13,23,2054,1963211,2,09/07/2021,2,3,2,2,1,1,1,2,5,1,3,2,0,1,9,4,1,1,1,123.800297630527,2,9
2401439,26,36,1-26-2024-036-06,6,1,4,1,22,6,6,2051,7974023007,2,03/01/2021,2,1,2,2,1,1,1,2,9,1,3,2,9,1,9,4,1,1,1,468.146518591354,10,9
2401463,31,30,1-31-2024-030-10,10,1,3,1,21,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,730.093202930715,6,9
2401463,31,30,1-31-2024-030-10,10,1,4,2,23,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,730.093202930715,6,9
2401486,59,46,1-59-2024-046-04,4,1,3,1,21,10,16,4008,99999999,4,9999999999,2,2,2,2,1,1,1,2,3,1,3,3,0,1,1,4,1,1,1,188.953461767209,6,9
2401486,59,46,1-59-2024-046-04,4,1,4,2,22,10,16,4008,99999999,4,9999999999,2,2,2,2,1,1,1,2,3,1,3,3,0,1,1,4,1,1,1,188.953461767209,6,9
2401222,23,20,1-23-2024-020-02,2,1,2,1,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,62.9617318466021,5,9
2401253,30,44,1-30-2024-044-02,2,1,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,0,1,41.0620689400047,10,9
2401253,30,44,1-30-2024-044-02,2,1,3,2,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,41.0620689400047,10,9
2404691,19,62,1-19-2024-062-10,10,1,6,3,33,9,10,4016,50620-us-01,4,09/24/2022,2,2,2,2,1,1,1,3,3,2,1,1,0,1,1,2,0,1,1,6669.19330829912,9,9
2404744,21,109,1-21-2024-109-03,3,2,3,1,21,98,98,9998,99999999,99,9999999999,9,2,1,9,9,9,9,5,5,0,9,9,9,1,9,5,9,1,1,210.450883320732,11,9
2404744,21,109,1-21-2024-109-03,3,2,5,2,31,10,16,9998,99999999,5,9999999999,2,2,2,2,1,9,9,2,5,9,9,3,9,1,9,5,9,1,1,210.450883320732,11,9
2404765,30,162,1-30-2024-162-03,3,2,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,790.869505357685,10,9
2404778,59,141,1-59-2024-141-03,3,2,3,1,21,10,16,4014,CC325-FYI,4,03/01/2024,1,1,1,2,1,0,1,4,5,0,1,4,0,1,2,4,1,1,1,42.3023913828698,6,9
2404791,48,154,1-48-2024-154-09,9,1,2,1,21,10,12,5033,WCICo29929,5,07/21/2021,2,3,2,2,1,1,1,3,3,2,1,2,0,1,1,2,1,1,1,94.8892869895368,12,9
2404791,48,154,1-48-2024-154-09,9,1,3,2,23,12,19,4021,39312398,4,01/15/2021,1,3,1,2,1,0,1,3,3,0,3,4,0,1,2,2,1,1,1,94.8892869895368,12,9
2404791,48,154,1-48-2024-154-09,9,1,4,3,33,38,61,5038,71900BAT,2,04/09/2019,2,3,2,2,1,1,1,3,3,2,3,3,0,1,1,2,2,0,1,94.8892869895368,12,9
2404773,62,141,1-62-2024-141-03,3,1,3,1,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,349.92167787248,7,9
2404822,11,145,1-11-2024-145-03,3,2,3,1,23,10,16,2053,CC078-CMIA,2,03/27/2024,2,1,2,2,1,1,1,9,9,9,9,9,9,1,9,1,2,1,9,1695.08681338025,8,9
2404822,11,145,1-11-2024-145-03,3,2,2,2,21,13,23,6031,1973649,6,12/07/2017,3,1,2,9,1,9,9,9,9,9,9,0,9,1,9,2,2,9,9,1695.08681338025,8,9
2404877,82,135,1-82-2024-135-06,6,1,3,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,220.40468525162,1,9
2404897,62,146,1-62-2024-146-06,6,3,2,1,23,13,23,6031,1874739,6,01/13/2020,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,863.125631210421,7,9
2404948,60,74,1-60-2024-074-03,3,2,3,1,23,10,16,4004,99999999,4,9999999999,2,2,2,2,1,1,1,3,3,1,3,3,0,1,1,4,1,1,1,707.484363933041,8,9
2404974,27,154,1-27-2024-154-09,9,1,3,1,23,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,5,3,2,1,0,0,1,1,5,1,1,1,183.824915190575,3,9
2404976,27,156,1-27-2024-156-03,3,1,3,1,23,10,12,2014,cc254-FMB,2,01/22/2024,2,1,2,2,1,1,1,3,3,2,3,3,0,1,1,4,1,1,1,18.7327308831734,3,9
2405665,54,125,1-54-2024-125-07,7,2,2,1,21,12,19,4021,39312349,4,11/22/2021,2,2,2,2,1,1,1,2,9,2,1,9,9,1,1,5,1,1,1,163.639088013261,9,9
2405665,54,125,1-54-2024-125-07,7,2,4,2,23,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,1,1,5,1,9,9,163.639088013261,9,9
2405665,54,125,1-54-2024-125-07,7,2,3,3,22,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,1,1,5,1,9,9,163.639088013261,9,9
2405705,24,158,1-24-2024-158-03,3,1,3,1,22,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,101.740335153597,1,9
2405747,33,108,1-33-2024-108-03,3,1,3,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,23.6193822392045,12,9
2401256,18,48,1-18-2024-048-03,3,2,3,1,23,4,4,4027,99999999,4,9999999999,1,3,1,2,1,0,1,3,3,0,1,4,4,1,2,4,1,1,1,45.4141790035401,6,9
2401282,32,43,1-32-2024-043-02,2,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4.13903443658647,7,9
2401289,14,19,1-14-2024-019-04,4,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,924.75131399512,8,9
2401320,30,45,1-30-2024-045-01,1,1,3,1,23,10,16,4005,CC081-FSM,4,03/15/2018,2,1,2,2,1,1,1,3,9,1,3,3,9,1,9,9,1,0,0,103.130123271809,10,9
2401323,27,44,1-27-2024-044-09,9,1,3,1,23,10,12,4002,CC285-GHG,4,01/13/2023,2,3,2,2,1,1,1,2,3,1,3,3,0,1,1,4,1,1,1,158.05014073623,3,9
2401330,31,28,1-31-2024-028-03,3,1,5,1,23,38,61,5038,40000SPD,5,07/02/2021,2,1,2,2,1,1,1,9,9,9,9,0,9,1,9,3,1,0,0,151.964719784207,6,9
2401354,10,21,1-10-2024-021-02,2,2,4,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,22.3566511295402,4,9
2401390,17,42,1-17-2024-042-06,6,2,3,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,94.3786367934732,4,9
2401501,54,37,1-54-2024-037-04,4,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,152.997399597271,9,9
2401534,12,27,1-12-2024-027-10,10,2,2,1,21,12,19,6023,36512385,6,07/26/2021,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,10950.8685767775,9,9
2401534,12,27,1-12-2024-027-10,10,2,3,2,23,12,19,5016,30712344,5,02/21/2023,2,3,2,2,1,1,1,3,3,1,3,3,0,1,1,4,1,1,1,10950.8685767775,9,9
2401548,25,36,1-25-2024-036-06,6,2,2,1,23,13,23,4018,1980623,4,04/01/2021,2,3,2,2,1,1,1,5,5,2,3,0,0,1,1,3,1,1,1,135.065796727433,2,9
2401556,16,46,1-16-2024-046-07,7,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,3239.15555206761,5,9
2401556,16,46,1-16-2024-046-07,7,2,3,2,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,3239.15555206761,5,9
2401556,16,46,1-16-2024-046-07,7,2,4,3,31,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,3239.15555206761,5,9
2401556,16,46,1-16-2024-046-07,7,2,5,4,33,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,3239.15555206761,5,9
2401581,15,60,1-15-2024-060-03,3,2,2,1,23,13,23,4018,pd348853c,4,9999999999,2,1,9,2,1,1,1,9,9,9,9,9,9,9,9,5,1,1,1,43.1856179301711,1,9
