CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SPEEDPRE,SPEEDPREACC,VEHHDG,CONTPLANE,SPEEDIMP,SPEEDIMPACC,SPEEDIMPSRC,FRPDISTANCE,DRIFATIGUE,VEHLIGHTS,LIGHTSBEAM,PROPULSION,HOODMAT,HOODOEM,HOODLENGTH,HOODWIDTHFORW,HOODWIDTHMID,HOODWIDTHREAR,HOODDEPAVAIL,HOODDEPACT,HOODBAGAVAIL,HOODBAGDEPLY,FRNTCONTACT,FRNTCRUSH,FRNTWSCONTACT,FRNTBUMPCOVER,FRNTBUMPREINF,FRNTEAD,FRNTBUMPBTMHT,FRNTBUMPTOPHT,FRNTBUMPLEAD,FRNTGRHOODFORW,FRNTGRTRANS,FRNTGRHOODREAR,FRNTGRWSBASE,FRNTGRWSTOP,FRNTGRHEADCONT,FRNTPROFILE,SIDECONTACT,SIDEGRNDCLEAR,SIDEBUMPBTMHT,SIDEBUMPTOPHT,SIDEWHEELCNTR,SIDEWHEELTOP,SIDEWHEELWELL,SIDEAPILLBTM,SIDEAPILLTOP,SIDEMIRRORTOP,SIDEAPILLWSBTM,SIDEAPILLWSTOP,SIDEMIRRORCNTR,SIDEGRTRANS,SIDEGRTOHOOD,SIDEGRTOHOODCNTR,SIDEGRHEADCONT,VISIONOBSCUREDBY,DISTRACTEDBY,DRIRELATEDFACT,ROADWAYRELFACT,WEATHERRELFACT,OTHERENVFACT,TRAFINTERRUPTIONFACT,DRILLNESS,DETECTDIST,DETECTDISTACC,CALCREVEAL,CALCREVEALACC,CASEWGT,PSUSTRAT,VERSION
2404089,33,76,1-33-2024-076-NM2,22,2,60,3,40,1,60,3,3,28,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,2,9,9,9,999,999,999,999,999,999,999,999,996,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,9,888,8,88,88,228.732430580773,12,9
2404235,26,108,1-26-2024-108-NM1,21,1,5,0,325,3,5,0,4,16.7,2,99,99,1,3,9,95,165,170,162,0,0,0,0,2,1,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,24,38,45,33,70,78,114,999,999,999,999,999,115,105,185,999,0,9,0,0,0,0,0,0,5,1,0.6,1,41.696402482386,10,9
2404267,15,171,1-15-2024-171-NM2,22,1,16,0,195,1,16,0,3,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,0,1,0,9,9,0,888,8,88,88,27.5756522213656,1,9
2404273,81,103,1-81-2024-103-NM1,21,1,0,0,80,1,999,9,0,999.9,7,99,99,1,2,1,101,210,210,210,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,56,3,50,1,40,3,1,14,2,3,1,1,2,9,114,110,164,149,0,0,0,0,1,2,2,1,1,2,19,45,7,76,68,196,192,261,222,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,40,3,3.9,6,34.7221032435964,8,9
2404311,19,58,1-19-2024-058-NM1,21,1,101,2,90,1,101,2,1,999.9,1,3,1,1,4,9,130,58,145,210,0,0,0,0,1,2,0,1,1,2,38,48,12,58,85,215,220,308,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,1,0,0,1,0,81,1,2.9,0,58.1964149408969,9,9
2404327,16,113,1-16-2024-113-NM1,21,1,999,0,285,1,999,9,0,999.9,1,99,99,1,3,1,85,149,150,150,0,0,0,0,1,2,0,1,1,1,39,52,3,78,74,156,175,256,146,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,9,0,0,0,0,0,888,8,88,88,55.2220906582399,5,9
2404328,16,114,1-16-2024-114-NM1,21,1,32,3,200,1,32,3,1,7,2,3,1,1,3,1,999,999,999,999,0,0,0,0,1,8,7,1,1,1,999,999,999,999,999,999,999,999,999,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,20,1,2.5,4,55.2220906459898,5,9
2405338,27,166,1-27-2024-166-NM1,21,1,50,3,125,1,50,3,1,47,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,2,9,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,9,48,5,3.4,3,21.5359551258335,3,9
2405352,29,89,1-29-2024-089-NM1,21,1,56,3,70,1,56,3,1,999.9,2,3,99,1,5,9,112,164,168,170,0,0,0,0,1,2,0,1,1,8,42,52,10,110,123,126,228,272,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,0,0,0,0,0,9,9,94,4,6,0,37.5008426016573,2,9
2405353,29,90,1-29-2024-090-NM2,22,1,20,2,220,1,20,2,1,999.9,2,3,0,1,4,1,90,149,150,160,0,0,0,0,1,0,0,1,1,1,48,64,2,93,100,188,196,999,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,49,4,8.6,2,400.603383200049,2,9
2405886,57,185,1-57-2024-185-NM2,22,1,999,0,160,9,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,0,0,9,0,9,999,9,99,99,382.264183805407,1,9
2405870,81,152,1-81-2024-152-NM1,21,1,999,9,300,1,999,9,0,999.9,2,3,1,1,4,1,123,106,160,154,0,0,0,0,1,2,2,1,1,1,30,42,2,77,65,178,184,275,233,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,999,9,99,99,20.2135532866767,8,9
2405953,27,183,1-27-2024-183-NM2,22,1,999,9,45,1,999,9,0,0,9,99,99,1,3,1,85,90,156,126,0,0,0,0,1,9,9,1,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,0,0,0,0,9,999,9,99,99,130.19869272293,3,9
2405961,32,156,1-32-2024-156-NM1,21,1,12,2,0,1,12,2,1,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,2,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,1,0,0,0,0,9,16,3,4.6,3,64.9248984713776,7,9
2405972,21,146,1-21-2024-146-NM1,21,1,121,1,110,1,107,1,4,2,1,99,0,1,4,1,999,999,999,999,0,0,0,0,1,9,8,9,1,1,44,58,999,999,999,999,183,266,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,1,0,0,0,0,0,0,888,8,88,88,9.08918343004306,11,9
2405977,26,132,1-26-2024-132-NM1,21,1,117,2,250,1,64,2,2,26.8,2,3,99,1,5,9,999,999,999,999,0,0,0,0,1,2,0,1,1,1,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,1,0,888,8,88,88,29.2426811637843,10,9
2406194,82,169,1-82-2024-169-NM2,22,1,999,0,270,1,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,999,8,99,99,291.351098901355,1,9
2406323,14,132,1-14-2024-132-NM2,22,1,999,9,155,2,999,0,0,999.9,2,99,99,1,4,1,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,889,0,1,1,0,0,0,0,9,999,9,99,99,464.271661627575,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,76,4,15,1,76,4,1,70,2,1,99,1,9,9,999,999,999,999,0,0,0,0,1,2,0,1,9,9,999,999,999,999,999,999,999,999,996,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,5.8,3,37.1071357763572,8,9
2406347,32,163,1-32-2024-163-NM1,21,1,52,4,0,1,52,4,1,999.9,2,99,99,1,3,1,109,85,114,130,0,0,0,0,1,2,2,1,9,9,39,51,14,79,85,178,188,271,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,0,0,0,1,9,112,5,7.2,7,47.5537279263516,7,9
2406352,26,138,1-26-2024-138-NM1,21,1,56,3,170,1,56,3,3,38.2,9,3,99,1,4,9,103,100,170,160,0,0,0,0,1,4,2,1,2,1,33,48,10,110,100,214,220,310,240,1,1,30,33,65,35,70,80,135,999,138,999,999,999,130,125,200,889,0,0,0,0,0,0,0,0,16,1,1,0,89.692806404866,10,9
2406368,20,150,1-20-2024-150-NM2,22,1,999,0,999,9,999,0,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,9,9,1,9,9,9,9,9,999,9,99,99,450.978616278898,11,9
2406373,10,131,1-10-2024-131-NM2,22,1,999,9,70,9,24,3,2,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,9,0,0,0,9,9,45,4,3.5,2,47.9403529530355,4,9
2404927,54,110,1-54-2024-110-NM1,21,2,101,2,90,1,101,2,4,52,2,3,1,1,3,9,120,170,168,166,0,0,0,0,2,8,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,1,0,0,1,0,49,0,1.7,0,158.05614243884,9,9
2404943,24,137,1-24-2024-137-NM2,22,1,6,2,95,1,6,2,1,999.9,2,99,99,1,9,1,999,999,999,999,0,0,0,0,1,1,0,1,1,1,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,1,0,0,0,0,3,0,1.3,2,103.775968566411,1,9
2404946,60,72,1-60-2024-072-NM1,21,1,85,1,290,1,85,1,4,74,2,3,1,1,4,1,98,95,148,140,0,0,0,0,1,4,2,1,1,1,37,51,4,88,94,186,189,277,226,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,120,5,5.2,0,43.22330010499,8,9
2404955,16,122,1-16-2024-122-NM1,21,1,36,4,285,1,36,4,1,22,2,99,99,1,3,9,102,146,152,154,0,0,0,0,1,2,0,1,1,8,30,58,5,95,104,201,222,294,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,888,8,88,88,20.5106500164933,5,9
2404970,20,120,1-20-2024-120-NM1,21,1,19,2,190,1,19,2,1,999.9,2,3,99,1,4,1,124,168,179,183,0,0,0,0,1,1,0,8,1,8,63,81,6,136,147,157,158,204,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,1,0,0,0,0,0,33,4,9.6,2,42.5846152120555,11,9
2405007,30,171,1-30-2024-171-NM2,22,1,7,2,0,1,7,2,1,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,3,0,1.2,1,699.896518115335,10,9
2405009,30,172,1-30-2024-172-NM2,22,1,6,2,90,1,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,0,7,9,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,0,3,0,1.6,2,699.896518145871,10,9
2404354,12,79,1-12-2024-079-NM2,22,1,109,2,105,1,109,2,1,999.9,2,3,1,1,9,1,999,999,999,999,0,0,0,0,1,3,0,9,9,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,91,2,3,0,719.957760795501,9,9
2404374,29,60,1-29-2024-060-NM1,21,1,52,4,120,1,52,4,1,999.9,2,99,99,1,4,9,76,78,69,126,0,0,0,0,1,2,2,1,2,9,42,55,999,76,70,156,160,250,185,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,0,0,0,0,0,0,0,54,5,3.5,2,40.3751173333703,2,9
2404371,22,130,1-22-2024-130-NM2,22,1,8,2,350,9,8,2,1,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,0,0,0,0,0,0,2,0,0.4,0,24.4305122731702,12,9
2404463,14,82,1-14-2024-082-NM2,22,1,48,3,220,2,48,3,3,999.9,2,3,0,1,3,1,90,126,162,126,0,0,0,0,2,1,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,23,37,47,28,57,62,114,999,97,64,49,79,94,86,167,889,0,0,1,0,0,0,0,0,11,2,0.8,1,398.655902879135,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,72,3,325,1,72,3,1,999.9,9,3,99,1,4,9,118,112,146,144,0,0,0,0,1,4,2,1,2,2,38,51,11,77,77,179,189,282,250,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,1,0,0,0,9,105,4,5.4,5,43.22330010499,8,9
2405444,17,180,1-17-2024-180-NM2,22,1,0,1,260,1,6,2,3,0,2,3,1,1,3,1,92,160,160,163,0,0,0,0,1,0,0,1,1,1,45,57,0,92,100,196,202,290,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,1,0,0,0,5,0,2.7,1,245.767819800364,4,9
2405485,30,188,1-30-2024-188-NM1,21,2,999,0,165,2,999,0,0,999.9,2,3,1,1,3,9,999,999,999,999,0,0,0,0,2,0,7,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,1,0,0,0,0,0,0,888,8,88,88,122.593345242516,10,9
2405495,26,125,1-26-2024-125-NM1,21,1,36,4,330,1,36,4,1,33,2,3,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,55,5,5,6,26.2657713930828,10,9
2405491,22,168,1-22-2024-168-NM2,22,1,999,0,325,3,999,9,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,2,9,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,1,0,0,0,0,0,999,9,99,99,63.7015832881093,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,109,4,340,1,109,4,1,999.9,2,99,99,9,4,9,999,999,999,999,0,0,0,0,1,2,2,9,1,9,44,59,999,91,91,999,999,286,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,1,1,0,1,0,105,5,3.6,3,85.8427679861707,12,9
2404477,27,140,1-27-2024-140-NM2,22,1,24,3,165,2,24,3,1,999.9,2,0,0,1,3,1,85,90,156,126,0,0,0,0,2,0,7,0,0,0,888,888,888,888,888,888,888,888,888,8,1,15,37,50,30,62,64,95,132,105,70,60,100,999,999,999,889,0,0,0,0,0,0,0,0,10,1,2,5,26.6993316813968,3,9
2404422,33,84,1-33-2024-084-NM1,21,1,44,2,300,1,44,2,2,15,2,99,99,1,3,1,108,112,148,151,0,0,0,0,1,2,2,1,1,1,30,38,28,999,71,999,183,192,255,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,0,0,0,0,0,35,3,2.8,2,41.0900179301514,12,9
2404482,82,121,1-82-2024-121-NM2,22,1,999,9,300,1,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,1,9,0,0,9,9,999,8,99,99,375.053029592921,1,9
2404100,20,107,1-20-2024-107-NM1,21,2,0,0,255,3,0,0,0,0,7,0,0,1,9,9,999,999,999,999,9,9,9,9,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,7,7,7,7,7,7,7,7,888,8,88,88,44.2957867500321,11,9
2404502,31,95,1-31-2024-095-NM2,22,1,999,0,100,2,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,2,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,1,1,0,0,0,0,999,9,99,99,343.437603726452,6,9
2404449,11,136,1-11-2024-136-NM1,21,1,77,3,120,1,77,3,2,46.8,2,3,99,1,4,1,108,142,144,144,0,0,0,0,1,1,2,1,9,9,38,50,28,68,78,184,189,272,250,1,1,19,38,44,999,999,64,999,999,94,999,999,99,78,68,65,250,1,0,0,1,0,0,0,0,97,5,4.4,5,37.1071357763572,8,9
2404542,10,84,1-10-2024-084-NM2,22,1,999,0,85,2,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,2,9,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,888,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,9,0,0,999,9,99,99,303.372657865986,4,9
2404582,24,129,1-24-2024-129-NM1,21,1,76,4,275,1,999,0,1,999.9,9,99,99,1,3,1,95,76,72,97,0,0,0,0,1,3,2,1,1,1,46,61,999,86,76,199,195,285,240,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,9,49,4,2.4,1,23.1726143074507,1,9
2404586,25,121,1-25-2024-121-NM2,22,1,999,0,140,5,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,0,0,0,0,9,0,0,888,8,88,88,117.391789482128,2,9
2404587,25,122,1-25-2024-122-NM2,22,1,20,4,190,2,12,2,1,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,889,0,0,1,0,0,0,0,0,13,2,5.1,10,117.391789482128,2,9
2404592,11,140,1-11-2024-140-NM1,21,1,56,0,120,1,56,0,0,999.9,2,3,2,1,9,9,999,999,999,999,9,9,9,9,1,3,2,9,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,9,1,9,0,0,54,0,3.4,0,37.1071357763572,8,9
2404607,26,111,1-26-2024-111-NM1,21,1,36,4,350,1,36,4,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,2,2,1,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,0,888,8,88,88,76.6867213232,10,9
